string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	string[64]	dword	float	dword	string[64]	string[64]	dword	dword	string[64]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	dword	dword	dword	dword	float	dword	float	long	float	long	dword	float	dword	float	dword	dword	dword	float	dword	float	dword	float	dword	float	dword	float	dword	float	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	END
iwsmb40	1	A1019C	34	Тип С-Антимагия  Эсток [40 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	37	-1	0	0	40	-1	-1	0	304425	0	0	0	0	3044	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-1	20	17	30	1147	63	1611	0	0	0	0	0	0	29	10	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmb40	1	0	
iwsmc40	1	A1019C	34	Тип С-Точность  Эсток [40 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	37	-1	0	0	40	-1	-1	0	304425	0	0	0	0	3044	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-1	20	17	30	1147	63	1611	0	0	0	0	0	0	3	30	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmc40	1	0	
iwsmd40	1	A1019C	34	Тип С-Уворот  Эсток [40 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	37	-1	0	0	40	-1	-1	0	304425	0	0	0	0	3044	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-1	20	17	30	1147	63	1611	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmd40	1	0	
iwsme40	1	A1019C	34	Тип С-Урон  Эсток [40 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	37	-1	0	0	40	-1	-1	0	304425	0	0	0	0	3044	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-1	20	17	30	1147	63	1611	0	0	0	0	0	0	6	0,100000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsme40	1	0	
iwsmf40	1	A1019C	34	Тип С-Защита  Эсток [40 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	37	-1	0	0	40	-1	-1	0	304425	0	0	0	0	3044	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-1	20	17	30	1147	63	1611	0	0	0	0	0	0	7	0,100000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmf40	1	0	
iwsmg40	1	A1019C	34	Тип С-Увеличение НР  Эсток [40 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	37	-1	0	0	40	-1	-1	0	304425	0	0	0	0	3044	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-1	20	17	30	1147	63	1611	0	0	0	0	0	0	30	0,059999999	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmg40	1	0	
iwsmh40	1	A1019C	34	Тип С-Увеличение НР/FP  Эсток [40 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	37	-1	0	0	40	-1	-1	0	304425	0	0	0	0	3044	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-1	20	17	30	1147	63	1611	0	0	0	0	0	0	5	0,050000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmh40	1	0	
iwsmi40	1	A1019C	34	Тип С-Вампиризм  Эсток [40 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	37	-1	0	0	40	-1	-1	0	304425	0	0	0	0	3044	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-1	20	17	30	1147	63	1611	0	0	0	0	0	0	17	0,200000003	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmi40	1	0	
iwsmj40	1	A1019C	34	Тип С-Очищение  Эсток [40 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	37	-1	0	0	40	-1	-1	0	304425	0	0	0	0	3044	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-1	20	17	30	1147	63	1611	0	0	0	0	0	0	31	-0,200000003	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmj40	1	0	
iwsmk40	1	A1019C	34	Тип С-Крит  Эсток [40 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	37	-1	0	0	40	-1	-1	0	304425	0	0	0	0	3044	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-1	20	17	30	1147	63	1611	0	0	0	0	0	0	19	5	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmk40	1	0	
iwsml40	1	A1019C	34	Тип С-Радиус Атаки  Эсток [40 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	37	-1	0	0	40	-1	-1	0	304425	0	0	0	0	3044	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-1	20	17	30	1147	63	1611	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsml40	1	0	
iwsma45	1	A101B0	35	Тип С-Бег  Спадон [45 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	42	-1	0	0	68	-1	-1	0	452000	0	0	0	0	4520	0	0	1,278749943	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	1699	63	2153	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsma45	1	0	
iwsmb45	1	A101B0	35	Тип С-Антимагия  Спадон [45 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	42	-1	0	0	68	-1	-1	0	452000	0	0	0	0	4520	0	0	1,278749943	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	1699	63	2153	0	0	0	0	0	0	29	10	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmb45	1	0	
iwsmc45	1	A101B0	35	Тип С-Точность  Спадон [45 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	42	-1	0	0	68	-1	-1	0	452000	0	0	0	0	4520	0	0	1,278749943	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	1699	63	2153	0	0	0	0	0	0	3	30	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmc45	1	0	
iwsmd45	1	A101B0	35	Тип С-Уворот  Спадон [45 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	42	-1	0	0	68	-1	-1	0	452000	0	0	0	0	4520	0	0	1,278749943	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	1699	63	2153	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmd45	1	0	
iwsme45	1	A101B0	35	Тип С-Урон  Спадон [45 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	42	-1	0	0	68	-1	-1	0	452000	0	0	0	0	4520	0	0	1,278749943	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	1699	63	2153	0	0	0	0	0	0	6	0,100000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsme45	1	0	
iwsmf45	1	A101B0	35	Тип С-Защита  Спадон [45 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	42	-1	0	0	68	-1	-1	0	452000	0	0	0	0	4520	0	0	1,278749943	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	1699	63	2153	0	0	0	0	0	0	7	0,100000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmf45	1	0	
iwsmg45	1	A101B0	35	Тип С-Увеличение НР  Спадон [45 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	42	-1	0	0	68	-1	-1	0	452000	0	0	0	0	4520	0	0	1,278749943	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	1699	63	2153	0	0	0	0	0	0	30	0,059999999	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmg45	1	0	
iwsmh45	1	A101B0	35	Тип С-Увеличение НР/FP  Спадон [45 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	42	-1	0	0	68	-1	-1	0	452000	0	0	0	0	4520	0	0	1,278749943	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	1699	63	2153	0	0	0	0	0	0	5	0,050000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmh45	1	0	
iwsmi45	1	A101B0	35	Тип С-Вампиризм  Спадон [45 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	42	-1	0	0	68	-1	-1	0	452000	0	0	0	0	4520	0	0	1,278749943	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	1699	63	2153	0	0	0	0	0	0	17	0,200000003	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmi45	1	0	
iwsmj45	1	A101B0	35	Тип С-Очищение  Спадон [45 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	42	-1	0	0	68	-1	-1	0	452000	0	0	0	0	4520	0	0	1,278749943	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	1699	63	2153	0	0	0	0	0	0	31	-0,200000003	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmj45	1	0	
iwsmk45	1	A101B0	35	Тип С-Крит  Спадон [45 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	42	-1	0	0	68	-1	-1	0	452000	0	0	0	0	4520	0	0	1,278749943	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	1699	63	2153	0	0	0	0	0	0	19	5	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmk45	1	0	
iwsml45	1	A101B0	35	Тип С-Радиус Атаки  Спадон [45 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	42	-1	0	0	68	-1	-1	0	452000	0	0	0	0	4520	0	0	1,278749943	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	1699	63	2153	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsml45	1	0	
iwsma50	1	A101C4	36	Тип С-Бег  Двуручный Меч Древних [50 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	47	-1	0	0	99	-1	-1	0	648175	0	0	0	0	6481	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	2244	63	2806	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsma50	1	0	
iwsmb50	1	A101C4	36	Тип С-Антимагия  Двуручный Меч Древних [50 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	47	-1	0	0	99	-1	-1	0	648175	0	0	0	0	6481	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	2244	63	2806	0	0	0	0	0	0	29	10	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmb50	1	0	
iwsmc50	1	A101C4	36	Тип С-Точность  Двуручный Меч Древних [50 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	47	-1	0	0	99	-1	-1	0	648175	0	0	0	0	6481	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	2244	63	2806	0	0	0	0	0	0	3	30	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmc50	1	0	
iwsmd50	1	A101C4	36	Тип С-Уворот  Двуручный Меч Древних [50 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	47	-1	0	0	99	-1	-1	0	648175	0	0	0	0	6481	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	2244	63	2806	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmd50	1	0	
iwsme50	1	A101C4	36	Тип С-Урон  Двуручный Меч Древних [50 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	47	-1	0	0	99	-1	-1	0	648175	0	0	0	0	6481	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	2244	63	2806	0	0	0	0	0	0	6	0,100000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsme50	1	0	
iwsmf50	1	A101C4	36	Тип С-Защита  Двуручный Меч Древних [50 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	47	-1	0	0	99	-1	-1	0	648175	0	0	0	0	6481	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	2244	63	2806	0	0	0	0	0	0	7	0,100000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmf50	1	0	
iwsmg50	1	A101C4	36	Тип С-Увеличение НР  Двуручный Меч Древних [50 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	47	-1	0	0	99	-1	-1	0	648175	0	0	0	0	6481	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	2244	63	2806	0	0	0	0	0	0	30	0,059999999	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmg50	1	0	
iwsmh50	1	A101C4	36	Тип С-Увеличение НР/FP  Двуручный Меч Древних [50 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	47	-1	0	0	99	-1	-1	0	648175	0	0	0	0	6481	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	2244	63	2806	0	0	0	0	0	0	5	0,050000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmh50	1	0	
iwsmi50	1	A101C4	36	Тип С-Вампиризм  Двуручный Меч Древних [50 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	47	-1	0	0	99	-1	-1	0	648175	0	0	0	0	6481	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	2244	63	2806	0	0	0	0	0	0	17	0,200000003	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmi50	1	0	
iwsmj50	1	A101C4	36	Тип С-Очищение  Двуручный Меч Древних [50 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	47	-1	0	0	99	-1	-1	0	648175	0	0	0	0	6481	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	2244	63	2806	0	0	0	0	0	0	31	-0,200000003	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmj50	1	0	
iwsmk50	1	A101C4	36	Тип С-Крит  Двуручный Меч Древних [50 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	47	-1	0	0	99	-1	-1	0	648175	0	0	0	0	6481	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	2244	63	2806	0	0	0	0	0	0	19	5	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsmk50	1	0	
iwsml50	1	A101C4	36	Тип С-Радиус Атаки  Двуручный Меч Древних [50 	101	3	0	-1	0	0	100	-1	D	1	0	11111	1111	47	-1	0	0	99	-1	-1	0	648175	0	0	0	0	6481	0	0	1,286255956	0	0	1	-1	0	0	0	0	0,5	-1	15	17	30	2244	63	2806	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwsml50	1	0	
iwxma30	1	A10774	50	Тип С-Бег  Боевой Энерготопор [30 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	27	-1	0	0	17	-1	-1	0	144550	0	0	0	0	1445	0	0	1,250267029	0	0	1	-1	0	0	0	0	0,5	-2	22,79999924	-5	30	677	60	937	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxma30	3	0	
iwxmb30	1	A10774	50	Тип С-Антимагия  Боевой Энерготопор [30 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	27	-1	0	0	17	-1	-1	0	144550	0	0	0	0	1445	0	0	1,250267029	0	0	1	-1	0	0	0	0	0,5	-2	22,79999924	-5	30	677	60	937	0	0	0	0	0	0	29	10	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmb30	3	0	
iwxmc30	1	A10774	50	Тип С-Точность  Боевой Энерготопор [30 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	27	-1	0	0	17	-1	-1	0	144550	0	0	0	0	1445	0	0	1,250267029	0	0	1	-1	0	0	0	0	0,5	-2	22,79999924	-5	30	677	60	937	0	0	0	0	0	0	3	30	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmc30	3	0	
iwxmd30	1	A10774	50	Тип С-Уворот  Боевой Энерготопор [30 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	27	-1	0	0	17	-1	-1	0	144550	0	0	0	0	1445	0	0	1,250267029	0	0	1	-1	0	0	0	0	0,5	-2	22,79999924	-5	30	677	60	937	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmd30	3	0	
iwxme30	1	A10774	50	Тип С-Урон  Боевой Энерготопор [30 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	27	-1	0	0	17	-1	-1	0	144550	0	0	0	0	1445	0	0	1,250267029	0	0	1	-1	0	0	0	0	0,5	-2	22,79999924	-5	30	677	60	937	0	0	0	0	0	0	6	0,100000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxme30	3	0	
iwxmf30	1	A10774	50	Тип С-Защита  Боевой Энерготопор [30 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	27	-1	0	0	17	-1	-1	0	144550	0	0	0	0	1445	0	0	1,250267029	0	0	1	-1	0	0	0	0	0,5	-2	22,79999924	-5	30	677	60	937	0	0	0	0	0	0	7	0,100000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmf30	3	0	
iwxmg30	1	A10774	50	Тип С-Увеличение НР  Боевой Энерготопор [30 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	27	-1	0	0	17	-1	-1	0	144550	0	0	0	0	1445	0	0	1,250267029	0	0	1	-1	0	0	0	0	0,5	-2	22,79999924	-5	30	677	60	937	0	0	0	0	0	0	30	0,059999999	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmg30	3	0	
iwxmh30	1	A10774	50	Тип С-Увеличение НР/FP  Боевой Энерготопор [30 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	27	-1	0	0	17	-1	-1	0	144550	0	0	0	0	1445	0	0	1,250267029	0	0	1	-1	0	0	0	0	0,5	-2	22,79999924	-5	30	677	60	937	0	0	0	0	0	0	5	0,050000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmh30	3	0	
iwxmi30	1	A10774	50	Тип С-Вампиризм  Боевой Энерготопор [30 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	27	-1	0	0	17	-1	-1	0	144550	0	0	0	0	1445	0	0	1,250267029	0	0	1	-1	0	0	0	0	0,5	-2	22,79999924	-5	30	677	60	937	0	0	0	0	0	0	17	0,200000003	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmi30	3	0	
iwxmj30	1	A10774	50	Тип С-Очищение  Боевой Энерготопор [30 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	27	-1	0	0	17	-1	-1	0	144550	0	0	0	0	1445	0	0	1,250267029	0	0	1	-1	0	0	0	0	0,5	-2	22,79999924	-5	30	677	60	937	0	0	0	0	0	0	31	-0,200000003	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmj30	3	0	
iwxmk30	1	A10774	50	Тип С-Крит  Боевой Энерготопор [30 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	27	-1	0	0	17	-1	-1	0	144550	0	0	0	0	1445	0	0	1,250267029	0	0	1	-1	0	0	0	0	0,5	-2	22,79999924	-5	30	677	60	937	0	0	0	0	0	0	19	5	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmk30	3	0	
iwxml30	1	A10774	50	Тип С-Радиус Атаки  Боевой Энерготопор [30 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	27	-1	0	0	17	-1	-1	0	144550	0	0	0	0	1445	0	0	1,250267029	0	0	1	-1	0	0	0	0	0,5	-2	22,79999924	-5	30	677	60	937	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxml30	3	0	
iwxma35	1	A10788	51	Тип С-Бег  Энергосекира [35 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	32	-1	0	0	26	-1	-1	0	222400	0	0	0	0	2224	0	0	1,261019945	0	0	1	-1	0	0	0	0	0,5	-2	28	-5	30	823	60	1261	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxma35	3	0	
iwxmb35	1	A10788	51	Тип С-Антимагия  Энергосекира [35 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	32	-1	0	0	26	-1	-1	0	222400	0	0	0	0	2224	0	0	1,261019945	0	0	1	-1	0	0	0	0	0,5	-2	28	-5	30	823	60	1261	0	0	0	0	0	0	29	10	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmb35	3	0	
iwxmc35	1	A10788	51	Тип С-Точность  Энергосекира [35 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	32	-1	0	0	26	-1	-1	0	222400	0	0	0	0	2224	0	0	1,261019945	0	0	1	-1	0	0	0	0	0,5	-2	28	-5	30	823	60	1261	0	0	0	0	0	0	3	30	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmc35	3	0	
iwxmd35	1	A10788	51	Тип С-Уворот  Энергосекира [35 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	32	-1	0	0	26	-1	-1	0	222400	0	0	0	0	2224	0	0	1,261019945	0	0	1	-1	0	0	0	0	0,5	-2	28	-5	30	823	60	1261	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmd35	3	0	
iwxme35	1	A10788	51	Тип С-Урон  Энергосекира [35 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	32	-1	0	0	26	-1	-1	0	222400	0	0	0	0	2224	0	0	1,261019945	0	0	1	-1	0	0	0	0	0,5	-2	28	-5	30	823	60	1261	0	0	0	0	0	0	6	0,100000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxme35	3	0	
iwxmf35	1	A10788	51	Тип С-Защита  Энергосекира [35 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	32	-1	0	0	26	-1	-1	0	222400	0	0	0	0	2224	0	0	1,261019945	0	0	1	-1	0	0	0	0	0,5	-2	28	-5	30	823	60	1261	0	0	0	0	0	0	7	0,100000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmf35	3	0	
iwxmg35	1	A10788	51	Тип С-Увеличение НР  Энергосекира [35 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	32	-1	0	0	26	-1	-1	0	222400	0	0	0	0	2224	0	0	1,261019945	0	0	1	-1	0	0	0	0	0,5	-2	28	-5	30	823	60	1261	0	0	0	0	0	0	30	0,059999999	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmg35	3	0	
iwxmh35	1	A10788	51	Тип С-Увеличение НР/FP  Энергосекира [35 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	32	-1	0	0	26	-1	-1	0	222400	0	0	0	0	2224	0	0	1,261019945	0	0	1	-1	0	0	0	0	0,5	-2	28	-5	30	823	60	1261	0	0	0	0	0	0	5	0,050000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmh35	3	0	
iwxmi35	1	A10788	51	Тип С-Вампиризм  Энергосекира [35 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	32	-1	0	0	26	-1	-1	0	222400	0	0	0	0	2224	0	0	1,261019945	0	0	1	-1	0	0	0	0	0,5	-2	28	-5	30	823	60	1261	0	0	0	0	0	0	17	0,200000003	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmi35	3	0	
iwxmj35	1	A10788	51	Тип С-Очищение  Энергосекира [35 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	32	-1	0	0	26	-1	-1	0	222400	0	0	0	0	2224	0	0	1,261019945	0	0	1	-1	0	0	0	0	0,5	-2	28	-5	30	823	60	1261	0	0	0	0	0	0	31	-0,200000003	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmj35	3	0	
iwxmk35	1	A10788	51	Тип С-Крит  Энергосекира [35 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	32	-1	0	0	26	-1	-1	0	222400	0	0	0	0	2224	0	0	1,261019945	0	0	1	-1	0	0	0	0	0,5	-2	28	-5	30	823	60	1261	0	0	0	0	0	0	19	5	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmk35	3	0	
iwxml35	1	A10788	51	Тип С-Радиус Атаки  Энергосекира [35 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	32	-1	0	0	26	-1	-1	0	222400	0	0	0	0	2224	0	0	1,261019945	0	0	1	-1	0	0	0	0	0,5	-2	28	-5	30	823	60	1261	0	0	0	0	0	0	20	20	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxml35	3	0	
iwxma40	1	A1079C	52	Тип С-Бег  Боевая Секира [40 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	37	-1	0	0	40	-1	-1	0	301500	0	0	0	0	3015	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-2	21,79999924	-5	30	1108	60	1520	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxma40	3	0	
iwxmb40	1	A1079C	52	Тип С-Антимагия  Боевая Секира [40 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	37	-1	0	0	40	-1	-1	0	301500	0	0	0	0	3015	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-2	21,79999924	-5	30	1108	60	1520	0	0	0	0	0	0	29	10	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmb40	3	0	
iwxmc40	1	A1079C	52	Тип С-Точность  Боевая Секира [40 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	37	-1	0	0	40	-1	-1	0	301500	0	0	0	0	3015	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-2	21,79999924	-5	30	1108	60	1520	0	0	0	0	0	0	3	30	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmc40	3	0	
iwxmd40	1	A1079C	52	Тип С-Уворот  Боевая Секира [40 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	37	-1	0	0	40	-1	-1	0	301500	0	0	0	0	3015	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-2	21,79999924	-5	30	1108	60	1520	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmd40	3	0	
iwxme40	1	A1079C	52	Тип С-Урон  Боевая Секира [40 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	37	-1	0	0	40	-1	-1	0	301500	0	0	0	0	3015	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-2	21,79999924	-5	30	1108	60	1520	0	0	0	0	0	0	6	0,100000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxme40	3	0	
iwxmf40	1	A1079C	52	Тип С-Защита  Боевая Секира [40 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	37	-1	0	0	40	-1	-1	0	301500	0	0	0	0	3015	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-2	21,79999924	-5	30	1108	60	1520	0	0	0	0	0	0	7	0,100000001	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmf40	3	0	
iwxmg40	1	A1079C	52	Тип С-Увеличение НР  Боевая Секира [40 	107	3	0	-1	0	0	100	-1	D	2	0	11111	1111	37	-1	0	0	40	-1	-1	0	301500	0	0	0	0	3015	0	0	1,270408988	0	0	1	-1	0	0	0	0	0,5	-2	21,79999924	-5	30	1108	60	1520	0	0	0	0	0	0	30	0,059999999	0	0	0	0	0	0	0	1	1	1	1	1	7	tiwxmg40	3	0	
