clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	long	dword	dword	dword	dword	dword	byte	byte	byte	byte	byte	byte	byte	byte	long	byte	byte	byte	byte	byte	byte	byte	byte	float	float	float	float	dword	dword	dword	dword	stb4	float	dword	dword	dword	dword	byte	bulltype	dword	xeh	dword	dword	END
iwfjf30	Тип С-Защита  Электрошоковая Винтовка [30 	A11A3A	140	11111	6	0	0	155925	0	0	0	0	1559	1	1	1	1	4778	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1191	1	7	0	0	0	0	0	0	0,100000001	0	0	0	17	0	6	0	1111	180	440	891	0	0	-1	H	0	-1	4	0	
iwfjg30	Тип С-Увеличение НР  Электрошоковая Винтовка [30 	A11A3A	140	11111	6	0	0	155925	0	0	0	0	1559	1	1	1	1	4779	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1191	1	30	0	0	0	0	0	0	0,059999999	0	0	0	17	0	6	0	1111	180	440	891	0	0	-1	H	0	-1	4	0	
iwfjh30	Тип С-Увеличение НР/FP  Электрошоковая Винтовка [30 	A11A3A	140	11111	6	0	0	155925	0	0	0	0	1559	1	1	1	1	4780	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1191	1	5	0	0	0	0	0	0	0,050000001	0	0	0	17	0	6	0	1111	180	440	891	0	0	-1	H	0	-1	4	0	
iwfji30	Тип С-Вампиризм  Электрошоковая Винтовка [30 	A11A3A	140	11111	6	0	0	155925	0	0	0	0	1559	1	1	1	1	4781	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1191	1	17	0	0	0	0	0	0	0,200000003	0	0	0	17	0	6	0	1111	180	440	891	0	0	-1	H	0	-1	4	0	
iwfjj30	Тип С-Очищение  Электрошоковая Винтовка [30 	A11A3A	140	11111	6	0	0	155925	0	0	0	0	1559	1	1	1	1	4782	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1191	1	31	0	0	0	0	0	0	-0,200000003	0	0	0	17	0	6	0	1111	180	440	891	0	0	-1	H	0	-1	4	0	
iwfjk30	Тип С-Крит  Электрошоковая Винтовка [30 	A11A3A	140	11111	6	0	0	155925	0	0	0	0	1559	1	1	1	1	4783	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1191	1	19	0	0	0	0	0	0	5	0	0	0	17	0	6	0	1111	180	440	891	0	0	-1	H	0	-1	4	0	
iwfjl30	Тип С-Радиус Атаки  Электрошоковая Винтовка [30 	A11A3A	140	11111	6	0	0	155925	0	0	0	0	1559	1	1	1	1	4784	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1191	1	20	0	0	0	0	0	0	20	0	0	0	17	0	6	0	1111	180	440	891	0	0	-1	H	0	-1	4	0	
iwfja35	Тип С-Бег  Пулемет Гатлинга [35 	A11644	141	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4785	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1248	1	12	0	0	0	0	0	0	1	0	0	0	8	0	6	0	1111	180	581	1179	0	0	-1	G	0	-1	4	0	
iwfjb35	Тип С-Антимагия  Пулемет Гатлинга [35 	A11644	141	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4786	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1248	1	29	0	0	0	0	0	0	10	0	0	0	8	0	6	0	1111	180	581	1179	0	0	-1	G	0	-1	4	0	
iwfjc35	Тип С-Точность  Пулемет Гатлинга [35 	A11644	141	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4787	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1248	1	3	0	0	0	0	0	0	30	0	0	0	8	0	6	0	1111	180	581	1179	0	0	-1	G	0	-1	4	0	
iwfjd35	Тип С-Уворот  Пулемет Гатлинга [35 	A11644	141	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4788	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1248	1	4	0	0	0	0	0	0	10	0	0	0	8	0	6	0	1111	180	581	1179	0	0	-1	G	0	-1	4	0	
iwfje35	Тип С-Урон  Пулемет Гатлинга [35 	A11644	141	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4789	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1248	1	6	0	0	0	0	0	0	0,100000001	0	0	0	8	0	6	0	1111	180	581	1179	0	0	-1	G	0	-1	4	0	
iwfjf35	Тип С-Защита  Пулемет Гатлинга [35 	A11644	141	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4790	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1248	1	7	0	0	0	0	0	0	0,100000001	0	0	0	8	0	6	0	1111	180	581	1179	0	0	-1	G	0	-1	4	0	
iwfjg35	Тип С-Увеличение НР  Пулемет Гатлинга [35 	A11644	141	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4791	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1248	1	30	0	0	0	0	0	0	0,059999999	0	0	0	8	0	6	0	1111	180	581	1179	0	0	-1	G	0	-1	4	0	
iwfjh35	Тип С-Увеличение НР/FP  Пулемет Гатлинга [35 	A11644	141	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4792	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1248	1	5	0	0	0	0	0	0	0,050000001	0	0	0	8	0	6	0	1111	180	581	1179	0	0	-1	G	0	-1	4	0	
iwfji35	Тип С-Вампиризм  Пулемет Гатлинга [35 	A11644	141	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4793	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1248	1	17	0	0	0	0	0	0	0,200000003	0	0	0	8	0	6	0	1111	180	581	1179	0	0	-1	G	0	-1	4	0	
iwfjj35	Тип С-Очищение  Пулемет Гатлинга [35 	A11644	141	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4794	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1248	1	31	0	0	0	0	0	0	-0,200000003	0	0	0	8	0	6	0	1111	180	581	1179	0	0	-1	G	0	-1	4	0	
iwfjk35	Тип С-Крит  Пулемет Гатлинга [35 	A11644	141	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4795	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1248	1	19	0	0	0	0	0	0	5	0	0	0	8	0	6	0	1111	180	581	1179	0	0	-1	G	0	-1	4	0	
iwfjl35	Тип С-Радиус Атаки  Пулемет Гатлинга [35 	A11644	141	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4796	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1248	1	20	0	0	0	0	0	0	20	0	0	0	8	0	6	0	1111	180	581	1179	0	0	-1	G	0	-1	4	0	
iwfja40	Тип С-Бег  Импульсная Винтовка [40 	A11A4E	142	11111	6	0	0	332325	0	0	0	0	3323	1	1	1	1	4797	1	0	0	-1	3	0	7	0	0	40	1	-1	40	-1	0	0	0	1191	1	12	0	0	0	0	0	0	1	0	0	0	17	0	6	0	1111	180	713	1477	0	0	-1	H	0	-1	4	0	
iwfjb40	Тип С-Антимагия  Импульсная Винтовка [40 	A11A4E	142	11111	6	0	0	332325	0	0	0	0	3323	1	1	1	1	4798	1	0	0	-1	3	0	7	0	0	40	1	-1	40	-1	0	0	0	1191	1	29	0	0	0	0	0	0	10	0	0	0	17	0	6	0	1111	180	713	1477	0	0	-1	H	0	-1	4	0	
iwfjc40	Тип С-Точность  Импульсная Винтовка [40 	A11A4E	142	11111	6	0	0	332325	0	0	0	0	3323	1	1	1	1	4799	1	0	0	-1	3	0	7	0	0	40	1	-1	40	-1	0	0	0	1191	1	3	0	0	0	0	0	0	30	0	0	0	17	0	6	0	1111	180	713	1477	0	0	-1	H	0	-1	4	0	
iwfjd40	Тип С-Уворот  Импульсная Винтовка [40 	A11A4E	142	11111	6	0	0	332325	0	0	0	0	3323	1	1	1	1	4800	1	0	0	-1	3	0	7	0	0	40	1	-1	40	-1	0	0	0	1191	1	4	0	0	0	0	0	0	10	0	0	0	17	0	6	0	1111	180	713	1477	0	0	-1	H	0	-1	4	0	
iwfje40	Тип С-Урон  Импульсная Винтовка [40 	A11A4E	142	11111	6	0	0	332325	0	0	0	0	3323	1	1	1	1	4801	1	0	0	-1	3	0	7	0	0	40	1	-1	40	-1	0	0	0	1191	1	6	0	0	0	0	0	0	0,100000001	0	0	0	17	0	6	0	1111	180	713	1477	0	0	-1	H	0	-1	4	0	
iwfjf40	Тип С-Защита  Импульсная Винтовка [40 	A11A4E	142	11111	6	0	0	332325	0	0	0	0	3323	1	1	1	1	4802	1	0	0	-1	3	0	7	0	0	40	1	-1	40	-1	0	0	0	1191	1	7	0	0	0	0	0	0	0,100000001	0	0	0	17	0	6	0	1111	180	713	1477	0	0	-1	H	0	-1	4	0	
iwfjg40	Тип С-Увеличение НР  Импульсная Винтовка [40 	A11A4E	142	11111	6	0	0	332325	0	0	0	0	3323	1	1	1	1	4803	1	0	0	-1	3	0	7	0	0	40	1	-1	40	-1	0	0	0	1191	1	30	0	0	0	0	0	0	0,059999999	0	0	0	17	0	6	0	1111	180	713	1477	0	0	-1	H	0	-1	4	0	
iwfjh40	Тип С-Увеличение НР/FP  Импульсная Винтовка [40 	A11A4E	142	11111	6	0	0	332325	0	0	0	0	3323	1	1	1	1	4804	1	0	0	-1	3	0	7	0	0	40	1	-1	40	-1	0	0	0	1191	1	5	0	0	0	0	0	0	0,050000001	0	0	0	17	0	6	0	1111	180	713	1477	0	0	-1	H	0	-1	4	0	
iwfji40	Тип С-Вампиризм  Импульсная Винтовка [40 	A11A4E	142	11111	6	0	0	332325	0	0	0	0	3323	1	1	1	1	4805	1	0	0	-1	3	0	7	0	0	40	1	-1	40	-1	0	0	0	1191	1	17	0	0	0	0	0	0	0,200000003	0	0	0	17	0	6	0	1111	180	713	1477	0	0	-1	H	0	-1	4	0	
iwfjj40	Тип С-Очищение  Импульсная Винтовка [40 	A11A4E	142	11111	6	0	0	332325	0	0	0	0	3323	1	1	1	1	4806	1	0	0	-1	3	0	7	0	0	40	1	-1	40	-1	0	0	0	1191	1	31	0	0	0	0	0	0	-0,200000003	0	0	0	17	0	6	0	1111	180	713	1477	0	0	-1	H	0	-1	4	0	
iwfjk40	Тип С-Крит  Импульсная Винтовка [40 	A11A4E	142	11111	6	0	0	332325	0	0	0	0	3323	1	1	1	1	4807	1	0	0	-1	3	0	7	0	0	40	1	-1	40	-1	0	0	0	1191	1	19	0	0	0	0	0	0	5	0	0	0	17	0	6	0	1111	180	713	1477	0	0	-1	H	0	-1	4	0	
iwfjl40	Тип С-Радиус Атаки  Импульсная Винтовка [40 	A11A4E	142	11111	6	0	0	332325	0	0	0	0	3323	1	1	1	1	4808	1	0	0	-1	3	0	7	0	0	40	1	-1	40	-1	0	0	0	1191	1	20	0	0	0	0	0	0	20	0	0	0	17	0	6	0	1111	180	713	1477	0	0	-1	H	0	-1	4	0	
iwfja45	Тип С-Бег  Пулемет Вулкан [45 	A11658	143	11111	6	0	0	511250	0	0	0	0	5112	1	1	1	1	4809	1	0	0	-1	3	0	7	0	0	45	1	-1	68	-1	0	0	0	1248	1	12	0	0	0	0	0	0	1	0	0	0	27	0	6	0	1111	180	1021	2045	0	0	-1	G	0	-1	4	0	
iwfjb45	Тип С-Антимагия  Пулемет Вулкан [45 	A11658	143	11111	6	0	0	511250	0	0	0	0	5112	1	1	1	1	4810	1	0	0	-1	3	0	7	0	0	45	1	-1	68	-1	0	0	0	1248	1	29	0	0	0	0	0	0	10	0	0	0	27	0	6	0	1111	180	1021	2045	0	0	-1	G	0	-1	4	0	
iwfjc45	Тип С-Точность  Пулемет Вулкан [45 	A11658	143	11111	6	0	0	511250	0	0	0	0	5112	1	1	1	1	4811	1	0	0	-1	3	0	7	0	0	45	1	-1	68	-1	0	0	0	1248	1	3	0	0	0	0	0	0	30	0	0	0	27	0	6	0	1111	180	1021	2045	0	0	-1	G	0	-1	4	0	
iwfjd45	Тип С-Уворот  Пулемет Вулкан [45 	A11658	143	11111	6	0	0	511250	0	0	0	0	5112	1	1	1	1	4812	1	0	0	-1	3	0	7	0	0	45	1	-1	68	-1	0	0	0	1248	1	4	0	0	0	0	0	0	10	0	0	0	27	0	6	0	1111	180	1021	2045	0	0	-1	G	0	-1	4	0	
iwfje45	Тип С-Урон  Пулемет Вулкан [45 	A11658	143	11111	6	0	0	511250	0	0	0	0	5112	1	1	1	1	4813	1	0	0	-1	3	0	7	0	0	45	1	-1	68	-1	0	0	0	1248	1	6	0	0	0	0	0	0	0,100000001	0	0	0	27	0	6	0	1111	180	1021	2045	0	0	-1	G	0	-1	4	0	
iwfjf45	Тип С-Защита  Пулемет Вулкан [45 	A11658	143	11111	6	0	0	511250	0	0	0	0	5112	1	1	1	1	4814	1	0	0	-1	3	0	7	0	0	45	1	-1	68	-1	0	0	0	1248	1	7	0	0	0	0	0	0	0,100000001	0	0	0	27	0	6	0	1111	180	1021	2045	0	0	-1	G	0	-1	4	0	
iwfjg45	Тип С-Увеличение НР  Пулемет Вулкан [45 	A11658	143	11111	6	0	0	511250	0	0	0	0	5112	1	1	1	1	4815	1	0	0	-1	3	0	7	0	0	45	1	-1	68	-1	0	0	0	1248	1	30	0	0	0	0	0	0	0,059999999	0	0	0	27	0	6	0	1111	180	1021	2045	0	0	-1	G	0	-1	4	0	
iwfjh45	Тип С-Увеличение НР/FP  Пулемет Вулкан [45 	A11658	143	11111	6	0	0	511250	0	0	0	0	5112	1	1	1	1	4816	1	0	0	-1	3	0	7	0	0	45	1	-1	68	-1	0	0	0	1248	1	5	0	0	0	0	0	0	0,050000001	0	0	0	27	0	6	0	1111	180	1021	2045	0	0	-1	G	0	-1	4	0	
iwfji45	Тип С-Вампиризм  Пулемет Вулкан [45 	A11658	143	11111	6	0	0	511250	0	0	0	0	5112	1	1	1	1	4817	1	0	0	-1	3	0	7	0	0	45	1	-1	68	-1	0	0	0	1248	1	17	0	0	0	0	0	0	0,200000003	0	0	0	27	0	6	0	1111	180	1021	2045	0	0	-1	G	0	-1	4	0	
iwfjj45	Тип С-Очищение  Пулемет Вулкан [45 	A11658	143	11111	6	0	0	511250	0	0	0	0	5112	1	1	1	1	4818	1	0	0	-1	3	0	7	0	0	45	1	-1	68	-1	0	0	0	1248	1	31	0	0	0	0	0	0	-0,200000003	0	0	0	27	0	6	0	1111	180	1021	2045	0	0	-1	G	0	-1	4	0	
iwfjk45	Тип С-Крит  Пулемет Вулкан [45 	A11658	143	11111	6	0	0	511250	0	0	0	0	5112	1	1	1	1	4819	1	0	0	-1	3	0	7	0	0	45	1	-1	68	-1	0	0	0	1248	1	19	0	0	0	0	0	0	5	0	0	0	27	0	6	0	1111	180	1021	2045	0	0	-1	G	0	-1	4	0	
iwfjl45	Тип С-Радиус Атаки  Пулемет Вулкан [45 	A11658	143	11111	6	0	0	511250	0	0	0	0	5112	1	1	1	1	4820	1	0	0	-1	3	0	7	0	0	45	1	-1	68	-1	0	0	0	1248	1	20	0	0	0	0	0	0	20	0	0	0	27	0	6	0	1111	180	1021	2045	0	0	-1	G	0	-1	4	0	
iwfja50	Тип С-Бег  Гатлинг Древних [50 	A11662	144	11111	6	0	0	737550	0	0	0	0	7375	1	1	1	1	4821	1	0	0	-1	3	0	7	0	0	50	1	-1	99	-1	0	0	0	1248	1	12	0	0	0	0	0	0	1	0	0	0	27	0	6	0	1111	180	1348	2682	0	0	-1	G	0	-1	4	0	
iwfjb50	Тип С-Антимагия  Гатлинг Древних [50 	A11662	144	11111	6	0	0	737550	0	0	0	0	7375	1	1	1	1	4822	1	0	0	-1	3	0	7	0	0	50	1	-1	99	-1	0	0	0	1248	1	29	0	0	0	0	0	0	10	0	0	0	27	0	6	0	1111	180	1348	2682	0	0	-1	G	0	-1	4	0	
iwfjc50	Тип С-Точность  Гатлинг Древних [50 	A11662	144	11111	6	0	0	737550	0	0	0	0	7375	1	1	1	1	4823	1	0	0	-1	3	0	7	0	0	50	1	-1	99	-1	0	0	0	1248	1	3	0	0	0	0	0	0	30	0	0	0	27	0	6	0	1111	180	1348	2682	0	0	-1	G	0	-1	4	0	
iwfjd50	Тип С-Уворот  Гатлинг Древних [50 	A11662	144	11111	6	0	0	737550	0	0	0	0	7375	1	1	1	1	4824	1	0	0	-1	3	0	7	0	0	50	1	-1	99	-1	0	0	0	1248	1	4	0	0	0	0	0	0	10	0	0	0	27	0	6	0	1111	180	1348	2682	0	0	-1	G	0	-1	4	0	
iwfje50	Тип С-Урон  Гатлинг Древних [50 	A11662	144	11111	6	0	0	737550	0	0	0	0	7375	1	1	1	1	4825	1	0	0	-1	3	0	7	0	0	50	1	-1	99	-1	0	0	0	1248	1	6	0	0	0	0	0	0	0,100000001	0	0	0	27	0	6	0	1111	180	1348	2682	0	0	-1	G	0	-1	4	0	
iwfjf50	Тип С-Защита  Гатлинг Древних [50 	A11662	144	11111	6	0	0	737550	0	0	0	0	7375	1	1	1	1	4826	1	0	0	-1	3	0	7	0	0	50	1	-1	99	-1	0	0	0	1248	1	7	0	0	0	0	0	0	0,100000001	0	0	0	27	0	6	0	1111	180	1348	2682	0	0	-1	G	0	-1	4	0	
iwfjg50	Тип С-Увеличение НР  Гатлинг Древних [50 	A11662	144	11111	6	0	0	737550	0	0	0	0	7375	1	1	1	1	4827	1	0	0	-1	3	0	7	0	0	50	1	-1	99	-1	0	0	0	1248	1	30	0	0	0	0	0	0	0,059999999	0	0	0	27	0	6	0	1111	180	1348	2682	0	0	-1	G	0	-1	4	0	
iwfjh50	Тип С-Увеличение НР/FP  Гатлинг Древних [50 	A11662	144	11111	6	0	0	737550	0	0	0	0	7375	1	1	1	1	4828	1	0	0	-1	3	0	7	0	0	50	1	-1	99	-1	0	0	0	1248	1	5	0	0	0	0	0	0	0,050000001	0	0	0	27	0	6	0	1111	180	1348	2682	0	0	-1	G	0	-1	4	0	
iwfji50	Тип С-Вампиризм  Гатлинг Древних [50 	A11662	144	11111	6	0	0	737550	0	0	0	0	7375	1	1	1	1	4829	1	0	0	-1	3	0	7	0	0	50	1	-1	99	-1	0	0	0	1248	1	17	0	0	0	0	0	0	0,200000003	0	0	0	27	0	6	0	1111	180	1348	2682	0	0	-1	G	0	-1	4	0	
iwfjj50	Тип С-Очищение  Гатлинг Древних [50 	A11662	144	11111	6	0	0	737550	0	0	0	0	7375	1	1	1	1	4830	1	0	0	-1	3	0	7	0	0	50	1	-1	99	-1	0	0	0	1248	1	31	0	0	0	0	0	0	-0,200000003	0	0	0	27	0	6	0	1111	180	1348	2682	0	0	-1	G	0	-1	4	0	
iwfjk50	Тип С-Крит  Гатлинг Древних [50 	A11662	144	11111	6	0	0	737550	0	0	0	0	7375	1	1	1	1	4831	1	0	0	-1	3	0	7	0	0	50	1	-1	99	-1	0	0	0	1248	1	19	0	0	0	0	0	0	5	0	0	0	27	0	6	0	1111	180	1348	2682	0	0	-1	G	0	-1	4	0	
iwfjl50	Тип С-Радиус Атаки  Гатлинг Древних [50 	A11662	144	11111	6	0	0	737550	0	0	0	0	7375	1	1	1	1	4832	1	0	0	-1	3	0	7	0	0	50	1	-1	99	-1	0	0	0	1248	1	20	0	0	0	0	0	0	20	0	0	0	27	0	6	0	1111	180	1348	2682	0	0	-1	G	0	-1	4	0	
iwbja30	Тип С-Бег  Осадный Лук [30 	A10F74	122	11111	6	0	0	156975	0	0	0	0	1569	1	1	1	1	4833	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1299	1	12	0	0	0	0	0	0	1	0	0	0	7	0	5	0	1111	180	459	897	0	0	-1	A	0	-1	4	0	
iwbjb30	Тип С-Антимагия  Осадный Лук [30 	A10F74	122	11111	6	0	0	156975	0	0	0	0	1569	1	1	1	1	4834	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1299	1	29	0	0	0	0	0	0	10	0	0	0	7	0	5	0	1111	180	459	897	0	0	-1	A	0	-1	4	0	
iwbjc30	Тип С-Точность  Осадный Лук [30 	A10F74	122	11111	6	0	0	156975	0	0	0	0	1569	1	1	1	1	4835	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1299	1	3	0	0	0	0	0	0	30	0	0	0	7	0	5	0	1111	180	459	897	0	0	-1	A	0	-1	4	0	
iwbjd30	Тип С-Уворот  Осадный Лук [30 	A10F74	122	11111	6	0	0	156975	0	0	0	0	1569	1	1	1	1	4836	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1299	1	4	0	0	0	0	0	0	10	0	0	0	7	0	5	0	1111	180	459	897	0	0	-1	A	0	-1	4	0	
iwbje30	Тип С-Урон  Осадный Лук [30 	A10F74	122	11111	6	0	0	156975	0	0	0	0	1569	1	1	1	1	4837	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1299	1	6	0	0	0	0	0	0	0,100000001	0	0	0	7	0	5	0	1111	180	459	897	0	0	-1	A	0	-1	4	0	
iwbjf30	Тип С-Защита  Осадный Лук [30 	A10F74	122	11111	6	0	0	156975	0	0	0	0	1569	1	1	1	1	4838	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1299	1	7	0	0	0	0	0	0	0,100000001	0	0	0	7	0	5	0	1111	180	459	897	0	0	-1	A	0	-1	4	0	
iwbjg30	Тип С-Увеличение НР  Осадный Лук [30 	A10F74	122	11111	6	0	0	156975	0	0	0	0	1569	1	1	1	1	4839	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1299	1	30	0	0	0	0	0	0	0,059999999	0	0	0	7	0	5	0	1111	180	459	897	0	0	-1	A	0	-1	4	0	
iwbjh30	Тип С-Увеличение НР/FP  Осадный Лук [30 	A10F74	122	11111	6	0	0	156975	0	0	0	0	1569	1	1	1	1	4840	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1299	1	5	0	0	0	0	0	0	0,050000001	0	0	0	7	0	5	0	1111	180	459	897	0	0	-1	A	0	-1	4	0	
iwbji30	Тип С-Вампиризм  Осадный Лук [30 	A10F74	122	11111	6	0	0	156975	0	0	0	0	1569	1	1	1	1	4841	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1299	1	17	0	0	0	0	0	0	0,200000003	0	0	0	7	0	5	0	1111	180	459	897	0	0	-1	A	0	-1	4	0	
iwbjj30	Тип С-Очищение  Осадный Лук [30 	A10F74	122	11111	6	0	0	156975	0	0	0	0	1569	1	1	1	1	4842	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1299	1	31	0	0	0	0	0	0	-0,200000003	0	0	0	7	0	5	0	1111	180	459	897	0	0	-1	A	0	-1	4	0	
iwbjk30	Тип С-Крит  Осадный Лук [30 	A10F74	122	11111	6	0	0	156975	0	0	0	0	1569	1	1	1	1	4843	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1299	1	19	0	0	0	0	0	0	5	0	0	0	7	0	5	0	1111	180	459	897	0	0	-1	A	0	-1	4	0	
iwbjl30	Тип С-Радиус Атаки  Осадный Лук [30 	A10F74	122	11111	6	0	0	156975	0	0	0	0	1569	1	1	1	1	4844	1	0	0	-1	3	0	7	0	0	30	1	-1	17	-1	0	0	0	1299	1	20	0	0	0	0	0	0	20	0	0	0	7	0	5	0	1111	180	459	897	0	0	-1	A	0	-1	4	0	
iwbja35	Тип С-Бег  Боевой Арбалет [35 	A11088	123	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4845	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1259	1	12	0	0	0	0	0	0	1	0	0	0	7	0	5	0	1111	180	583	1179	0	0	-1	B	0	-1	4	0	
iwbjb35	Тип С-Антимагия  Боевой Арбалет [35 	A11088	123	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4846	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1259	1	29	0	0	0	0	0	0	10	0	0	0	7	0	5	0	1111	180	583	1179	0	0	-1	B	0	-1	4	0	
iwbjc35	Тип С-Точность  Боевой Арбалет [35 	A11088	123	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4847	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1259	1	3	0	0	0	0	0	0	30	0	0	0	7	0	5	0	1111	180	583	1179	0	0	-1	B	0	-1	4	0	
iwbjd35	Тип С-Уворот  Боевой Арбалет [35 	A11088	123	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4848	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1259	1	4	0	0	0	0	0	0	10	0	0	0	7	0	5	0	1111	180	583	1179	0	0	-1	B	0	-1	4	0	
iwbje35	Тип С-Урон  Боевой Арбалет [35 	A11088	123	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4849	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1259	1	6	0	0	0	0	0	0	0,100000001	0	0	0	7	0	5	0	1111	180	583	1179	0	0	-1	B	0	-1	4	0	
iwbjf35	Тип С-Защита  Боевой Арбалет [35 	A11088	123	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4850	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1259	1	7	0	0	0	0	0	0	0,100000001	0	0	0	7	0	5	0	1111	180	583	1179	0	0	-1	B	0	-1	4	0	
iwbjg35	Тип С-Увеличение НР  Боевой Арбалет [35 	A11088	123	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4851	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1259	1	30	0	0	0	0	0	0	0,059999999	0	0	0	7	0	5	0	1111	180	583	1179	0	0	-1	B	0	-1	4	0	
iwbjh35	Тип С-Увеличение НР/FP  Боевой Арбалет [35 	A11088	123	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4852	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1259	1	5	0	0	0	0	0	0	0,050000001	0	0	0	7	0	5	0	1111	180	583	1179	0	0	-1	B	0	-1	4	0	
iwbji35	Тип С-Вампиризм  Боевой Арбалет [35 	A11088	123	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4853	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1259	1	17	0	0	0	0	0	0	0,200000003	0	0	0	7	0	5	0	1111	180	583	1179	0	0	-1	B	0	-1	4	0	
iwbjj35	Тип С-Очищение  Боевой Арбалет [35 	A11088	123	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4854	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1259	1	31	0	0	0	0	0	0	-0,200000003	0	0	0	7	0	5	0	1111	180	583	1179	0	0	-1	B	0	-1	4	0	
iwbjk35	Тип С-Крит  Боевой Арбалет [35 	A11088	123	11111	6	0	0	235800	0	0	0	0	2358	1	1	1	1	4855	1	0	0	-1	3	0	7	0	0	35	1	-1	26	-1	0	0	0	1259	1	19	0	0	0	0	0	0	5	0	0	0	7	0	5	0	1111	180	583	1179	0	0	-1	B	0	-1	4	0	
