string[64]	dword	string[64]	dword	string[64]	dword	dword	string[64]	string[64]	dword	dword	string[64]	float	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	dword	END
ipcsa52	1	72053C	189	Ограждающая Микстура Усиления [Премиум  	205	200	11000	10000	2	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	D9	0	0	1	1	1	1	1	0	tipcsa52	1	0	0	
ipcsa53	1	82053D	190	Ограждающее Зелье Усиления [Премиум  	205	200	00110	10000	2	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	DA	0	0	1	1	1	1	1	0	tipcsa53	1	0	0	
ipcsa54	1	42053E	191	Укрепляющий Восстановитель Усиления [Премиум  	205	200	00001	10000	2	0	-1	10000	5	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	DB	0	0	1	1	1	1	1	0	tipcsa54	1	0	0	
ipcsa55	1	72053C	192	Ударная Микстура Спокойного Времени 	205	200	11000	10000	1	0	-1	10000	6	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	DC	0	0	1	1	1	1	1	0	tipcsa55	1	0	0	
ipcsa56	1	82053D	193	Ударное Зелье Спокойного Времени 	205	200	00110	10000	1	0	-1	10000	6	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	DD	0	0	1	1	1	1	1	0	tipcsa56	1	0	0	
ipcsa57	1	42053E	194	Агрессивный Восстановитель Спокойного Времени 	205	200	00001	10000	1	0	-1	10000	6	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	DE	0	0	1	1	1	1	1	0	tipcsa57	1	0	0	
ipcsa58	1	72053C	195	Ударная Микстура Спокойного Остроумия 	205	200	11000	10000	1	0	-1	10000	6	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	DF	0	0	1	1	1	1	1	0	tipcsa58	1	0	0	
ipcsa59	1	82053D	196	Ударное Зелье Спокойного Остроумия 	205	200	00110	10000	1	0	-1	10000	6	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	E0	0	0	1	1	1	1	1	0	tipcsa59	1	0	0	
ipcsa60	1	42053E	197	Агрессивный Восстановитель Спокойного Остроумия 	205	200	00001	10000	1	0	-1	10000	6	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	E1	0	0	1	1	1	1	1	0	tipcsa60	1	0	0	
ipcsa61	1	72053C	198	Агресивная Ограждающая Микстура 	205	200	11000	10000	1	0	-1	10000	6	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	E2	0	0	1	1	1	1	1	0	tipcsa61	1	0	0	
ipcsa62	1	82053D	199	Агресивное Ограждающее Зелье 	205	200	00110	10000	1	0	-1	10000	6	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	E3	0	0	1	1	1	1	1	0	tipcsa62	1	0	0	
ipcsa63	1	42053E	200	Агресивный Ограждающий Восстановитель 	205	200	00001	10000	1	0	-1	10000	6	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	E4	0	0	1	1	1	1	1	0	tipcsa63	1	0	0	
ipcsa64	1	72053C	201	Агрессивная Микстура Времени 	205	200	11000	10000	1	0	-1	10000	7	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	E5	0	0	1	1	1	1	1	0	tipcsa64	1	0	0	
ipcsa65	1	82053D	202	Агрессивное Зелье Времени 	205	200	00110	10000	1	0	-1	10000	7	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	E6	0	0	1	1	1	1	1	0	tipcsa65	1	0	0	
ipcsa66	1	42053E	203	Агрессивный Восстановитель Времени 	205	200	00001	10000	1	0	-1	10000	7	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	E7	0	0	1	1	1	1	1	0	tipcsa66	1	0	0	
ipcsa67	1	72053C	204	Агрессивная Микстура Остроумия и Времени 	205	200	11000	10000	1	0	-1	10000	7	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	E8	0	0	1	1	1	1	1	0	tipcsa67	1	0	0	
ipcsa68	1	82053D	205	Агрессивное Зелье Остроумия и Времени 	205	200	00110	10000	1	0	-1	10000	7	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	E9	0	0	1	1	1	1	1	0	tipcsa68	1	0	0	
ipcsa69	1	42053E	206	Агрессивный Восстановитель Остроумия и Времени 	205	200	00001	10000	1	0	-1	10000	7	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	EA	0	0	1	1	1	1	1	0	tipcsa69	1	0	0	
ipcsa70	1	72003C	207	Великая Микстура НР+5000 [Премиум 	200	250	11000	10000	-1	0	-1	2200	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	EB	0	0	1	1	1	1	1	0	tipcsa70	1	0	0	
ipcsa71	1	82003D	208	Великое Зелье НР+5000 [Премиум 	200	250	00110	10000	-1	0	-1	2200	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	EC	0	0	1	1	1	1	1	0	tipcsa71	1	0	0	
ipcsa72	1	42003E	209	Великий Восстановитель НР+5000 [Премиум 	200	250	00001	10000	-1	0	-1	2200	0	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	ED	0	0	1	1	1	1	1	0	tipcsa72	1	0	0	
ipwem01	1	A20F01	232	Одинокий Волк 	302	250	11111	10000	-1	0	-1	3000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	5000	0	0	0	0	500	1	1	EF	0	0	1	1	1	1	1	0	tipwem01	0	0	0	
ipwef01	1	A20F02	233	Марка лисы 	302	250	11111	01000	-1	0	1	1000	12	200	1	-1	-1	-1	-1	-1	-1	-1	0	5000	0	0	0	0	500	1	1	F0	4	0	1	1	1	1	1	0	tipwef01	0	0	0	
ipcsa73	1	A20068	230	Капсула Смены Специализации	200	250	11111	10000	-1	0	-1	0	13	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	F1	0	0	0	0	0	1	1	0	tipcsa73	1	0	0	
ipbad02	1	72053C	234	Адреналиновый Допинг 	205	250	11000	10000	3	0	-1	8000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	24700	0	0	0	0	2470	1	1	F2	0	0	1	1	1	1	1	0	Tipbad02	0	0	0	
ipcad02	1	82053D	235	Адреналиновый Допинг 	205	250	00110	10000	3	0	-1	8000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	24700	0	0	0	0	2470	1	1	F3	0	0	1	1	1	1	1	0	Tipcad02	0	0	0	
ipaad02	1	42053E	236	Адреналиновый Восстановитель	205	250	00001	10000	3	0	-1	8000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	24700	0	0	0	0	2470	1	1	F4	0	0	1	1	1	1	1	0	Tipaad02	0	0	0	
ipbde07	1	72053C	237	Допинг Протекции 	205	250	11000	10000	3	0	-1	8000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	16300	0	0	0	0	1630	1	1	F5	0	0	1	1	1	1	1	0	Tipbde07	0	0	0	
ipbde08	1	82053D	238	Допинг Протекции 	205	250	00110	10000	3	0	-1	8000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	16300	0	0	0	0	1630	1	1	F6	0	0	1	1	1	1	1	0	Tipbde08	0	0	0	
ipbde09	1	42053E	239	Восстановитель Протекции	205	250	00001	10000	3	0	-1	8000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	16300	0	0	0	0	1630	1	1	F7	0	0	1	1	1	1	1	0	Tipbde09	0	0	0	
ipdrw01	1	A20503	240	Концентрированный Яд	205	250	11111	00110	-1	0	-1	6000	4	140	45	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	F8	1	60	1	0	0	1	1	0	Tipdrw01	0	0	0	
ipdrw02	1	A20504	241	Допинг Берсерка	205	250	11111	10000	-1	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	F9	0	0	1	0	0	1	1	0	Tipdrw02	0	0	0	
ipdrw03	1	A20505	242	Сеть Гремла Шипоголова	205	250	11111	00110	-1	0	-1	60000	4	140	45	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	FA	0	0	1	0	0	1	1	0	Tipdrw03	0	0	0	
ipncl01	1	A20605	261	Капсула Антирада	206	205	11111	10000	-1	0	-1	1000	14	0	1	-1	-1	-1	-1	-1	-1	-1	0	250000	0	0	0	0	25000	1	1	FB	0	0	1	1	1	1	1	0	Tipncl01	0	0	0	
ipacu01	1	42064A	66	Восстановитель Жизни 	206	200	1	10000	-1	0	-1	4000	3	0	1	-1	-1	-1	-1	-1	-1	-1	0	2100	0	0	0	0	97	1	1	FC	0	0	1	1	1	1	1	0	tipacu01	0	0	0	
ipbfp09	1	720118	25	Допинг FP+50	201	250	11000	10000	-1	0	-1	1600	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	120	0	0	0	0	12	1	1	FD	0	0	1	1	1	1	1	0	tipbfp09	0	0	0	
ipbfp10	1	720119	26	Допинг FP+125	201	250	11000	10000	-1	0	-1	1600	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	300	0	0	0	0	30	1	1	FE	0	0	1	1	1	1	1	0	tipbfp10	0	0	0	
ipbfp11	1	72011A	27	Допинг FP+250	201	250	11000	10000	-1	0	-1	1600	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	660	0	0	0	0	66	1	1	FF	0	0	1	1	1	1	1	0	tipbfp11	0	0	0	
ipbfp12	1	72011B	28	Допинг FP+500	201	250	11000	10000	-1	0	-1	1800	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	1500	0	0	0	0	150	1	1	100	0	0	1	1	1	1	1	0	tipbfp12	0	0	0	
ipbfp13	1	72011C	29	Допинг FP+1000	201	250	11000	10000	-1	0	-1	2200	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	3600	0	0	0	0	360	1	1	101	0	0	1	1	1	1	1	0	tipbfp13	0	0	0	
ipbfp14	1	72011D	30	Допинг FP+1500	201	250	11000	10000	-1	0	-1	2500	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	6750	0	0	0	0	675	1	1	102	0	0	1	1	1	1	1	0	tipbfp14	0	0	0	
ipbfp15	1	72011E	31	Допинг FP+2000	201	250	11000	10000	-1	0	-1	4000	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	11700	0	0	0	0	1170	1	1	103	0	0	1	1	1	1	1	0	tipbfp15	0	0	0	
ipbfp16	1	72011F	32	Допинг FP+2500	201	250	11000	10000	-1	0	-1	5000	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	19740	0	0	0	0	1974	1	1	104	0	0	1	1	1	1	1	0	tipbfp16	0	0	0	
ipcfp09	1	820120	33	Допинг FP+50	201	250	00110	10000	-1	0	-1	1600	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	120	0	0	0	0	12	1	1	105	0	0	1	1	1	1	1	0	tipcfp09	0	0	0	
ipcfp10	1	820121	34	Допинг FP+125	201	250	00110	10000	-1	0	-1	1600	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	300	0	0	0	0	30	1	1	106	0	0	1	1	1	1	1	0	tipcfp10	0	0	0	
ipcfp11	1	820122	35	Допинг FP+250	201	250	00110	10000	-1	0	-1	1600	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	660	0	0	0	0	66	1	1	107	0	0	1	1	1	1	1	0	tipcfp11	0	0	0	
ipcfp12	1	820123	36	Допинг FP+500	201	250	00110	10000	-1	0	-1	1800	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	1500	0	0	0	0	150	1	1	108	0	0	1	1	1	1	1	0	tipcfp12	0	0	0	
ipcfp13	1	820124	37	Допинг FP+1000	201	250	00110	10000	-1	0	-1	2200	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	3600	0	0	0	0	360	1	1	109	0	0	1	1	1	1	1	0	tipcfp13	0	0	0	
ipcfp14	1	820125	38	Допинг FP+1500	201	250	00110	10000	-1	0	-1	2500	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	6750	0	0	0	0	675	1	1	10A	0	0	1	1	1	1	1	0	tipcfp14	0	0	0	
ipcfp15	1	820126	39	Допинг FP+2000	201	250	00110	10000	-1	0	-1	4000	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	11700	0	0	0	0	1170	1	1	10B	0	0	1	1	1	1	1	0	tipcfp15	0	0	0	
ipcfp16	1	820127	40	Допинг FP+2500	201	250	00110	10000	-1	0	-1	5000	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	19740	0	0	0	0	1974	1	1	10C	0	0	1	1	1	1	1	0	tipcfp16	0	0	0	
ipafp09	1	420128	41	Допинг FP+50	201	250	00001	10000	-1	0	-1	1600	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	120	0	0	0	0	12	1	1	10D	0	0	1	1	1	1	1	0	tipafp09	0	0	0	
ipafp10	1	420129	42	Допинг FP+125	201	250	00001	10000	-1	0	-1	1600	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	300	0	0	0	0	30	1	1	10E	0	0	1	1	1	1	1	0	tipafp10	0	0	0	
ipafp11	1	42012A	43	Допинг FP+250	201	250	00001	10000	-1	0	-1	1600	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	660	0	0	0	0	66	1	1	10F	0	0	1	1	1	1	1	0	tipafp11	0	0	0	
ipafp12	1	42012B	44	Допинг FP+500	201	250	00001	10000	-1	0	-1	1800	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	1500	0	0	0	0	150	1	1	110	0	0	1	1	1	1	1	0	tipafp12	0	0	0	
ipafp13	1	42012C	45	Допинг FP+1000	201	250	00001	10000	-1	0	-1	2200	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	3600	0	0	0	0	360	1	1	111	0	0	1	1	1	1	1	0	tipafp13	0	0	0	
ipafp14	1	42012D	46	Допинг FP+1500	201	250	00001	10000	-1	0	-1	2500	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	6750	0	0	0	0	675	1	1	112	0	0	1	1	1	1	1	0	tipafp14	0	0	0	
ipafp15	1	42012E	47	Допинг FP+2000	201	250	00001	10000	-1	0	-1	4000	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	11700	0	0	0	0	1170	1	1	113	0	0	1	1	1	1	1	0	tipafp15	0	0	0	
ipafp16	1	42012F	48	Допинг FP+2500	201	250	00001	10000	-1	0	-1	5000	1	0	1	-1	-1	-1	-1	-1	-1	-1	0	19740	0	0	0	0	1974	1	1	114	0	0	1	1	1	1	1	0	tipafp16	0	0	0	
ipche01	1	A20068	265	Средство изменения имени персонажа	200	250	11111	10000	-1	0	-1	0	15	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	115	0	0	0	0	0	1	1	0	tipche01	1	0	0	
ipcal01	1	A20503	263	Допинг Вызывания	201	250	11111	01000	-1	0	-1	10000	16	-1	1	-1	0	40108	40203	-1	-1	-1	0	1	0	0	0	0	1000	1	1	116	0	0	1	1	0	1	1	0	tipcal01	1	0	0	
ipwhp01	1	A20503	264	Допинг Телепортации	201	250	11111	01000	-1	0	-1	10000	17	-1	1	-1	0	40108	40203	-1	-1	-1	0	1	0	0	0	0	1000	1	1	117	0	0	1	1	0	1	1	0	tipwhp01	1	0	0	
ipexp01	1	A20068	241	Допинг 1 процента опыта	201	250	11111	10000	-1	0	-1	0	18	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	118	0	0	0	0	0	0	1	0	tipexp01	1	0	1	
ipexp02	1	A20068	241	Допинг 100 миллионов опыта	201	250	11111	10000	-1	0	-1	0	18	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	119	0	0	0	0	0	1	1	0	tipexp02	1	0	0	
ipgag01	1	A20068	268	Допинг показателя защиты	205	250	11111	10000	-1	1	-1	300000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	250000	0	0	0	0	1000	1	1	11A	0	0	1	1	1	1	1	0	tipgag01	0	0	0	
iprun01	1	A2012F	276	Руна Изгнания	205	250	11111	00100	-1	0	-1	600000	19	200	1	-1	-1	-1	-1	-1	-1	-1	0	800	0	0	0	0	10000	1	1	11B	0	0	1	1	1	1	1	0	tiprun01	0	0	0	
iprun02	1	A2012F	274	Руна разрушения	201	250	11111	10000	-1	0	-1	300000	19	200	1	-1	-1	-1	-1	-1	-1	-1	0	12500	0	0	0	0	10000	1	1	11C	0	0	1	1	1	1	1	0	tiprun02	0	0	0	
iprun03	1	A2012F	280	Руна Забвения	205	250	11111	00100	-1	0	-1	300000	19	200	1	-1	-1	-1	-1	-1	-1	-1	0	400	0	0	0	0	10000	1	1	11D	0	0	1	1	1	1	1	0	tiprun03	0	0	0	
iprun04	1	A2012F	279	Руна Противодействия	205	250	11111	00100	-1	0	-1	300000	19	200	1	-1	-1	-1	-1	-1	-1	-1	0	400	0	0	0	0	10000	1	1	11E	0	0	1	1	1	1	1	0	tiprun04	0	0	0	
iprun05	1	A2012F	273	Руна Тьмы	205	250	11111	00100	-1	0	-1	600000	19	200	1	-1	-1	-1	-1	-1	-1	-1	0	300	0	0	0	0	10000	1	1	11F	0	0	1	1	1	1	1	0	tiprun05	0	0	0	
iprun06	1	A2012F	278	Руна Вампира	205	250	11111	00100	-1	0	-1	300000	19	200	1	-1	-1	-1	-1	-1	-1	-1	0	50000	0	0	0	0	10000	1	1	120	0	0	1	1	1	1	1	0	tiprun06	0	0	0	
iprun07	1	A2012F	277	Руна Быстроты	201	250	11111	10000	-1	0	-1	300000	19	0	1	-1	-1	-1	-1	-1	-1	-1	0	12500	0	0	0	0	10000	1	1	121	0	0	1	1	1	1	1	0	tiprun07	0	0	0	
iprun08	1	A2012F	281	Руна Спасения	201	250	11111	10000	-1	0	-1	1800000	19	0	1	-1	-1	-1	-1	-1	-1	-1	0	75000	0	0	0	0	10000	1	1	122	0	0	1	1	1	1	1	0	tiprun08	0	0	0	
iprun09	1	A2012F	275	Руна Защиты	205	250	11111	11000	-1	0	-1	300000	19	200	1	-1	-1	-1	-1	-1	-1	-1	0	75000	0	0	0	0	10000	1	1	123	0	0	1	1	1	1	1	0	tiprun09	0	0	0	
ipgag02	1	A20068	268	Допинг показателя защиты 150	205	250	11111	10000	-1	1	-1	300000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	500000	0	0	0	0	1000	1	1	124	0	0	1	1	1	1	1	0	tipgag02	0	0	0	
ipgag03	1	A20068	268	Допинг показателя защиты 100	205	250	11111	10000	-1	1	-1	300000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	500000	0	0	0	0	1000	1	1	125	0	0	1	1	1	1	1	0	tipgag03	0	0	0	
ipgag04	1	A20068	268	Допинг показателя защиты 50	205	250	11111	10000	-1	1	-1	300000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	500000	0	0	0	0	1000	1	1	126	0	0	1	1	1	1	1	0	tipgag04	0	0	0	
ipgag05	1	A20068	268	Допинг показателя защиты 40	205	250	11111	10000	-1	1	-1	300000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	500000	0	0	0	0	1000	1	1	127	0	0	1	1	1	1	1	0	tipgag05	0	0	0	
ipgag06	1	A20068	268	Допинг показателя защиты 30	205	250	11111	10000	-1	1	-1	300000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	500000	0	0	0	0	1000	1	1	128	0	0	1	1	1	1	1	0	tipgag06	0	0	0	
ipgag07	1	A20068	268	Допинг показателя защиты 20	205	250	11111	10000	-1	1	-1	300000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	500000	0	0	0	0	1000	1	1	129	0	0	1	1	1	1	1	0	tipgag07	0	0	0	
ipgag08	1	A20068	268	Допинг показателя защиты 10	205	250	11111	10000	-1	1	-1	300000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	500000	0	0	0	0	1000	1	1	12A	0	0	1	1	1	1	1	0	tipgag08	0	0	0	
ipftr01	1	A20201	282	Детектор Ловушек 5 сек.	205	250	11111	10000	-1	0	-1	1000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1000	1	1	12B	0	0	1	1	1	1	1	0	tipftr01	0	0	0	
ipftr02	1	A20201	283	Определитель Ловушек [1 мин.]	205	250	11111	10000	-1	0	-1	1000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1000	1	1	12C	0	0	1	1	1	1	1	0	tipftr02	1	0	0	
ipabc01	1	A20237	298	Кровь Эльфа	205	200	11111	10000	-1	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	3000	1	1	12D	0	0	1	1	1	1	1	0	tipabc01	0	0	0	
ipabc02	1	A20237	299	Слеза Эльфа	205	200	11111	10000	-1	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	3000	1	1	12E	0	0	1	1	1	1	1	0	tipabc02	0	0	0	
ipcsb01	1	A2052F	286	Опыт +50% на 30 мин.	205	250	11111	10000	-1	0	-1	1000	20	0	1	-1	-1	-1	-1	-1	-1	-1	0	1000	0	0	0	0	1000	1	1	12F	0	0	1	1	1	1	1	0	tipcsb01	1	0	0	
ipcsb02	1	A2052F	286	Опыт +100% на 1 час	205	250	11111	10000	-1	0	-1	1000	20	0	1	-1	-1	-1	-1	-1	-1	-1	0	1000	0	0	0	0	1000	1	1	130	0	0	1	1	1	1	1	0	tipcsb02	1	0	0	
ipcsb03	1	A2052F	291	Увеличивает PT x1	205	250	11111	10000	-1	0	-1	1000	21	0	1	-1	-1	-1	-1	-1	-1	-1	0	1000	0	0	0	0	1000	1	1	131	0	0	1	1	1	1	1	0	tipcsb03	1	0	0	
ipcsb04	1	A2052F	292	Увеличивает PT x2	205	250	11111	10000	-1	0	-1	1000	21	0	1	-1	-1	-1	-1	-1	-1	-1	0	1000	0	0	0	0	1000	1	1	132	0	0	1	1	1	1	1	0	tipcsb04	1	0	0	
ipcsb05	1	A2052F	293	Увеличивает PT x3	205	250	11111	10000	-1	0	-1	1000	21	0	1	-1	-1	-1	-1	-1	-1	-1	0	1000	0	0	0	0	1000	1	1	133	0	0	1	1	1	1	1	0	tipcsb05	1	0	0	
ipcsb06	1	A2052F	288	Увеличение выпадения 50% на 30 мин.	205	250	11111	10000	-1	0	-1	1000	22	0	1	-1	-1	-1	-1	-1	-1	-1	0	1000	0	0	0	0	1000	1	1	134	0	0	1	1	1	1	1	0	tipcsb06	1	0	0	
ipcsb07	1	A2052F	288	Увеличение выпадения 100% на 1 час	205	250	11111	10000	-1	0	-1	1000	22	0	1	-1	-1	-1	-1	-1	-1	-1	0	1000	0	0	0	0	1000	1	1	135	0	0	1	1	1	1	1	0	tipcsb07	1	0	0	
ipcsb08	1	A2052F	289	Увеличивает добычу руды х2 на 30 мин.	205	250	11111	10000	-1	0	-1	1000	23	0	1	-1	-1	-1	-1	-1	-1	-1	0	1000	0	0	0	0	1000	1	1	136	0	0	1	1	1	1	1	0	tipcsb08	1	0	0	
ipcsb09	1	A2052F	289	Увеличивает добычу руды х4 на 30 мин.	205	250	11111	10000	-1	0	-1	1000	23	0	1	-1	-1	-1	-1	-1	-1	-1	0	1000	0	0	0	0	1000	1	1	137	0	0	1	1	1	1	1	0	tipcsb09	1	0	0	
ipgag09	1	A20068	295	Зелье восстанавливающее доп. защиту	205	250	11111	10000	-1	0	-1	300000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	1000	0	0	0	0	1000	1	1	138	0	0	1	1	1	1	1	0	tipgag09	1	0	0	
ipcsa74	1	A20068	294	Зелье возрождения	200	250	11111	10000	-1	3	-1	0	24	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	139	0	0	0	0	0	1	1	0	tipcsa74	1	0	0	
ipdou01	1	A20101	289	Зелье расширения слота положительного умения	200	250	11111	10000	-1	0	-1	0	25	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	13A	0	0	0	0	0	1	1	0	tipduo01	1	0	0	
ipexp03	1	A20068	241	Малое Зелье Опыта	201	250	11111	10000	-1	0	-1	0	18	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	13B	0	0	0	0	0	1	1	0	tipexp03	1	0	1	
ipqsa01	1	A2052F	300	Блюдо из ножек Королевы Крук	205	250	11111	10000	-1	0	-1	300000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	30000	0	0	0	0	1	1	1	13C	0	0	1	0	0	1	1	0	tipqsa01	0	0	0	
ipqsa07	1	A2052F	306	Кристал Наяла	205	250	11111	10000	-1	0	-1	300000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	13D	0	0	1	0	0	1	1	0	tipqsa07	0	0	0	
ipqsa08	1	A2052F	307	Зелье Железного Человека	205	250	11111	10000	-1	0	-1	300000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	13E	0	0	1	0	0	0	1	0	tipqsa08	0	0	0	
ipqsa09	1	A2052F	308	Создатель Кровопийц	205	250	11111	00100	-1	0	-1	300000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	13F	0	0	1	0	0	0	1	0	tipqsa09	0	0	0	
ipqsa10	1	A2052F	309	Зелье Опыта	205	250	11111	10000	-1	0	-1	420000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	140	0	0	1	0	0	0	1	0	tipqsa10	0	0	1	
ipevn01	1	A2053F	313	Шоколад [Предмет Дня Св. Валентина	205	250	11111	10000	-1	0	-1	1000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	141	0	0	1	1	1	0	1	0	tipevn01	1	0	0	
ipevn02	1	A2054F	314	Букет любимой [Предмет Дня Св. Валентина	205	250	11111	10000	-1	0	-1	1000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	142	0	0	1	1	1	0	1	0	tipevn02	1	0	0	
ipevn03	1	A2055F	315	Зелье увеличивающее скорость передвижения	205	250	11111	10000	-1	0	-1	1000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	143	0	0	1	1	1	0	1	0	tipevn03	1	0	0	
ipevn04	1	A2056F	316	Конфеты [Предмет Белого Дня	205	250	11111	10000	-1	0	-1	1000	12	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	0	0	1	1	1	144	0	0	1	1	1	0	1	0	tipevn04	1	0	0	
ipbpc01	1	72053C	335	Премиум Микстура Защиты	205	250	11000	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	145	0	0	0	0	0	0	1	0	tipbpc01	0	0	0	
ipcpc01	1	82053D	336	Премиум Зелье Защиты	205	250	00110	10000	3	0	-1	10000	4	0	1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	1	146	0	0	0	0	0	0	1	0	tipcpc01	0	0	0	
