clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	long	dword	dword	dword	stb	dword	dword	dword	xeh	dword	dword	dword	dword	END
iprun08	Руна Спасения	A2012F	281	11111	13	0	0	75000	0	0	0	0	10000	1	1	1	1	301	1	0	0	-1	1	1800000	0	10000	-1	19	0	122	0	0	0	0	
iprun09	Руна Защиты	A2012F	275	11111	13	0	0	75000	0	0	0	0	10000	1	1	1	1	302	1	0	0	-1	1	300000	0	11000	-1	19	200	123	0	0	0	0	
ipgag02	Допинг показателя защиты 150	A20068	268	11111	13	0	0	500000	0	0	0	0	1000	1	1	1	1	303	1	0	0	-1	1	300000	1	10000	-1	12	0	124	0	0	0	0	
ipgag03	Допинг показателя защиты 100	A20068	268	11111	13	0	0	500000	0	0	0	0	1000	1	1	1	1	304	1	0	0	-1	1	300000	1	10000	-1	12	0	125	0	0	0	0	
ipgag04	Допинг показателя защиты 50	A20068	268	11111	13	0	0	500000	0	0	0	0	1000	1	1	1	1	305	1	0	0	-1	1	300000	1	10000	-1	12	0	126	0	0	0	0	
ipgag05	Допинг показателя защиты 40	A20068	268	11111	13	0	0	500000	0	0	0	0	1000	1	1	1	1	306	1	0	0	-1	1	300000	1	10000	-1	12	0	127	0	0	0	0	
ipgag06	Допинг показателя защиты 30	A20068	268	11111	13	0	0	500000	0	0	0	0	1000	1	1	1	1	307	1	0	0	-1	1	300000	1	10000	-1	12	0	128	0	0	0	0	
ipgag07	Допинг показателя защиты 20	A20068	268	11111	13	0	0	500000	0	0	0	0	1000	1	1	1	1	308	1	0	0	-1	1	300000	1	10000	-1	12	0	129	0	0	0	0	
ipgag08	Допинг показателя защиты 10	A20068	268	11111	13	0	0	500000	0	0	0	0	1000	1	1	1	1	309	1	0	0	-1	1	300000	1	10000	-1	12	0	12A	0	0	0	0	
ipftr01	Детектор Ловушек 5 сек.	A20201	282	11111	13	0	0	1	0	0	0	0	1000	1	1	1	1	310	1	0	0	-1	1	1000	0	10000	-1	4	0	12B	0	0	0	0	
ipftr02	Определитель Ловушек [1 мин.]	A20201	283	11111	13	0	0	1	0	0	0	0	1000	1	1	1	1	311	1	1	0	-1	1	1000	0	10000	-1	4	0	12C	0	0	0	0	
ipabc01	Кровь Эльфа	A20237	298	11111	13	0	0	1	0	0	0	0	3000	1	1	1	1	312	1	0	0	-1	1	10000	0	10000	-1	4	0	12D	0	0	0	0	
ipabc02	Слеза Эльфа	A20237	299	11111	13	0	0	1	0	0	0	0	3000	1	1	1	1	313	1	0	0	-1	1	10000	0	10000	-1	4	0	12E	0	0	0	0	
ipcsb01	Опыт +50% на 30 мин.	A2052F	286	11111	13	0	0	1000	0	0	0	0	1000	1	1	1	1	-1	1	1	0	-1	1	1000	0	10000	-1	20	0	12F	0	0	0	0	
ipcsb02	Опыт +100% на 1 час	A2052F	286	11111	13	0	0	1000	0	0	0	0	1000	1	1	1	1	-1	1	1	0	-1	1	1000	0	10000	-1	20	0	130	0	0	0	0	
ipcsb03	Увеличивает_PT_x1	A2052F	291	11111	13	0	0	1000	0	0	0	0	1000	1	1	1	1	314	1	1	0	-1	1	1000	0	10000	-1	21	0	131	0	0	0	0	
ipcsb04	Увеличивает_PT_x2	A2052F	292	11111	13	0	0	1000	0	0	0	0	1000	1	1	1	1	315	1	1	0	-1	1	1000	0	10000	-1	21	0	132	0	0	0	0	
ipcsb05	Увеличивает_PT_x3	A2052F	293	11111	13	0	0	1000	0	0	0	0	1000	1	1	1	1	316	1	1	0	-1	1	1000	0	10000	-1	21	0	133	0	0	0	0	
ipcsb06	Увеличение выпадения 50% на 30 мин.	A2052F	288	11111	13	0	0	1000	0	0	0	0	1000	1	1	1	1	-1	1	1	0	-1	1	1000	0	10000	-1	22	0	134	0	0	0	0	
ipcsb07	Увеличение выпадения 100% на 1 час	A2052F	288	11111	13	0	0	1000	0	0	0	0	1000	1	1	1	1	-1	1	1	0	-1	1	1000	0	10000	-1	22	0	135	0	0	0	0	
ipcsb08	Увеличивает добычу руды х2 на 30 мин.	A2052F	289	11111	13	0	0	1000	0	0	0	0	1000	1	1	1	1	322	1	1	0	-1	1	1000	0	10000	-1	23	0	136	0	0	0	0	
ipcsb09	Увеличивает добычу руды х4 на 30 мин.	A2052F	289	11111	13	0	0	1000	0	0	0	0	1000	1	1	1	1	323	1	1	0	-1	1	1000	0	10000	-1	23	0	137	0	0	0	0	
ipgag09	Зелье_восстанавливающее_доп._защиту	A20068	295	11111	13	0	0	1000	0	0	0	0	1000	1	1	1	1	317	1	1	0	-1	1	300000	0	10000	-1	12	0	138	0	0	0	0	
ipcsa74	Зелье_возрождения	A20068	294	11111	13	0	0	1	0	0	0	0	1	0	0	0	1	318	1	1	0	-1	1	0	3	10000	-1	24	0	139	0	0	0	0	
ipdou01	Зелье_расширения_слота_положительного_умения	A20101	289	11111	13	0	0	1	0	0	0	0	1	0	0	0	1	319	1	1	0	-1	1	0	0	10000	-1	25	0	13A	0	0	0	0	
ipexp03	Малое Зелье Опыта	A20068	241	11111	13	0	0	1	0	0	0	0	1	0	0	0	1	321	1	1	1	-1	1	0	0	10000	-1	18	0	13B	0	0	0	0	
ipqsa01	Блюдо из ножек Королевы Крук	A2052F	300	11111	13	0	0	30000	0	0	0	0	1	0	1	0	1	324	1	0	0	-1	1	300000	0	10000	-1	12	0	13C	0	0	0	0	
ipqsa07	Кристал Наяла	A2052F	306	11111	13	0	0	1	0	0	0	0	1	0	1	0	1	325	1	0	0	-1	1	300000	0	10000	-1	12	0	13D	0	0	0	0	
ipqsa08	Зелье Железного Человека	A2052F	307	11111	13	0	0	1	0	0	0	0	1	0	1	0	0	326	1	0	0	-1	1	300000	0	10000	-1	12	0	13E	0	0	0	0	
ipqsa09	Создатель Кровопийц	A2052F	308	11111	13	0	0	1	0	0	0	0	1	0	1	0	0	327	1	0	0	-1	1	300000	0	00100	-1	12	0	13F	0	0	0	0	
ipqsa10	Зелье Опыта	A2052F	309	11111	13	0	0	1	0	0	0	0	1	0	1	0	0	328	1	0	1	-1	1	420000	0	10000	-1	12	0	140	0	0	0	0	
ipevn01	Шоколад_[Предмет_Дня_Св._Валентина	A2053F	313	11111	13	0	0	1	0	0	0	0	1	1	1	1	0	329	1	1	0	-1	1	1000	0	10000	-1	12	0	141	0	0	0	0	
ipevn02	Букет_любимой_[Предмет_Дня_Св._Валентина	A2054F	314	11111	13	0	0	1	0	0	0	0	1	1	1	1	0	330	1	1	0	-1	1	1000	0	10000	-1	12	0	142	0	0	0	0	
ipevn03	Зелье_увеличивающее_скорость_передвижения	A2055F	315	11111	13	0	0	1	0	0	0	0	1	1	1	1	0	331	1	1	0	-1	1	1000	0	10000	-1	12	0	143	0	0	0	0	
ipevn04	Конфеты_[Предмет_Белого_Дня	A2056F	316	11111	13	0	0	1	0	0	0	0	1	1	1	1	0	332	1	1	0	-1	1	1000	0	10000	-1	12	0	144	0	0	0	0	
ipbpc01	Премиум Микстура Защиты	72053C	335	11000	13	0	0	0	0	0	0	0	0	0	0	0	0	333	1	0	0	-1	1	10000	0	10000	-1	4	0	145	0	0	0	0	
ipcpc01	Премиум Зелье Защиты	82053D	336	00110	13	0	0	0	0	0	0	0	0	0	0	0	0	337	1	0	0	-1	1	10000	0	10000	-1	4	0	146	0	0	0	0	
ipapc01	Премиум Программатор Взрыва	42053E	337	00001	13	0	0	0	0	0	0	0	0	0	0	0	0	341	1	0	0	-1	1	10000	0	10000	-1	4	0	147	0	0	0	0	
ipbpc02	Премиум Микстура Защиты	72053C	338	11000	13	0	0	0	0	0	0	0	0	0	0	0	0	334	1	0	0	-1	1	10000	0	10000	-1	4	0	148	0	0	0	0	
ipcpc02	Премиум Зелье Защиты	82053D	339	00110	13	0	0	0	0	0	0	0	0	0	0	0	0	338	1	0	0	-1	1	10000	0	10000	-1	4	0	149	0	0	0	0	
ipapc02	Премиум Программатор Защиты	42053E	340	00001	13	0	0	0	0	0	0	0	0	0	0	0	0	342	1	0	0	-1	1	10000	0	10000	-1	4	0	14A	0	0	0	0	
ipbpc03	Премиум Микстура Крита	72053C	341	11000	13	0	0	0	0	0	0	0	0	0	0	0	0	335	1	0	0	-1	1	10000	0	10000	-1	4	0	14B	0	0	0	0	
ipcpc03	Премиум Зелье Крита	82053D	342	00110	13	0	0	0	0	0	0	0	0	0	0	0	0	339	1	0	0	-1	1	10000	0	10000	-1	4	0	14C	0	0	0	0	
ipapc03	Премиум Программатор Крита	42053E	343	00001	13	0	0	0	0	0	0	0	0	0	0	0	0	343	1	0	0	-1	1	10000	0	10000	-1	4	0	14D	0	0	0	0	
ipbpc04	Премиум Микстура Ловкости	72053C	344	11000	13	0	0	0	0	0	0	0	0	0	0	0	0	336	1	0	0	-1	1	10000	0	10000	-1	4	0	14E	0	0	0	0	
ipcpc04	Премиум Зелье Ловкости	82053D	345	00110	13	0	0	0	0	0	0	0	0	0	0	0	0	340	1	0	0	-1	1	10000	0	10000	-1	4	0	14F	0	0	0	0	
ipapc04	Премиум Восстановитель Ловкости	42053E	346	00001	13	0	0	0	0	0	0	0	0	0	0	0	0	344	1	0	0	-1	1	10000	0	10000	-1	4	0	150	0	0	0	0	
ipbpc05	Премиум Целебная Микстура HP+2000	720004	326	11000	13	0	0	0	0	0	0	0	0	0	1	0	0	345	1	0	0	-1	1	2500	0	10000	-1	0	0	151	0	0	0	0	
ipbpc06	Премиум Целебная Микстура HP+3000	720005	327	11000	13	0	0	0	0	0	0	0	0	0	1	0	0	346	1	0	0	-1	1	2500	0	10000	-1	0	0	152	0	0	0	0	
ipbpc07	Премиум Целебная Микстура HP+4000	720006	328	11000	13	0	0	0	0	0	0	0	0	0	1	0	0	347	1	0	0	-1	1	2500	0	10000	-1	0	0	153	0	0	0	0	
ipcpc05	Священное Зелье HP+2000	82000C	329	00110	13	0	0	0	0	0	0	0	0	0	1	0	0	348	1	0	0	-1	1	2500	0	10000	-1	0	0	154	0	0	0	0	
ipcpc06	Священное Зелье HP+3000	82000D	330	00110	13	0	0	0	0	0	0	0	0	0	1	0	0	349	1	0	0	-1	1	2500	0	10000	-1	0	0	155	0	0	0	0	
ipcpc07	Священное Зелье HP+4000	82000E	331	00110	13	0	0	0	0	0	0	0	0	0	1	0	0	350	1	0	0	-1	1	2500	0	10000	-1	0	0	156	0	0	0	0	
ipapc05	Премиум Восстановитель HP+2000	420014	332	00001	13	0	0	0	0	0	0	0	0	0	1	0	0	351	1	0	0	-1	1	2500	0	10000	-1	0	0	157	0	0	0	0	
ipapc06	Премиум Восстановитель HP+3000	420015	333	00001	13	0	0	0	0	0	0	0	0	0	1	0	0	352	1	0	0	-1	1	2500	0	10000	-1	0	0	158	0	0	0	0	
ipapc07	Премиум Восстановитель HP+4000	420016	334	00001	13	0	0	0	0	0	0	0	0	0	1	0	0	353	1	0	0	-1	1	2500	0	10000	-1	0	0	159	0	0	0	0	
ipsav01	Увеличивающая_Капсула_Склада	A20505	353	11111	13	0	0	0	0	0	0	0	0	1	1	0	0	354	1	1	0	-1	1	1000	0	10000	-1	26	0	15A	0	0	0	0	
ipcsa94	Благославленное_Зелье_Восстановления_1_ур.	A2056F	347	11111	13	0	0	1	0	0	0	0	1	1	1	0	1	355	1	1	0	-1	1	1000	0	10000	-1	27	0	15B	0	0	0	0	
ipcsa95	Благославленное_Зелье_Восстановления_1_ур.	A2056F	348	11111	13	0	0	1	0	0	0	0	1	1	1	0	1	356	1	1	0	-1	1	1000	0	10000	-1	27	0	15C	0	0	0	0	
ipcsa96	Благославленное_Зелье_Восстановления_1_ур.	A2056F	349	11111	13	0	0	1	0	0	0	0	1	1	1	0	1	357	1	1	0	-1	1	1000	0	10000	-1	27	0	15D	0	0	0	0	
ipcsa97	Благославленное_Зелье_Сопротивления_1_ур.	A2056F	350	11111	13	0	0	1	0	0	0	0	1	1	1	0	1	358	1	1	0	-1	1	1000	0	10000	-1	27	0	15E	0	0	0	0	
ipcsa98	Благославленное_Зелье_Сопротивления_2_ур.	A2056F	351	11111	13	0	0	1	0	0	0	0	1	1	1	0	1	359	1	1	0	-1	1	1000	0	10000	-1	27	0	15F	0	0	0	0	
ipcsa99	Благославленное_Зелье_Сопротивления_3_ур.	A2056F	352	11111	13	0	0	1	0	0	0	0	1	1	1	0	1	360	1	1	0	-1	1	1000	0	10000	-1	27	0	160	0	0	0	0	
ipbhp09	Целебная Микстура HP+4000 [Специальная  	720006	7	11000	13	0	0	6000	0	0	0	0	525	1	1	1	1	361	1	0	0	-1	1	2500	0	10000	-1	0	0	161	0	0	0	0	
ipbhp11	Целебная Микстура HP+5000 [Специальная  	720007	8	11000	13	0	0	12000	0	0	0	0	1126	1	1	1	1	362	1	0	0	-1	1	2500	0	10000	-1	0	0	162	0	0	0	0	
ipchp09	Священное Зелье HP+4000 [Специальная  	82000E	15	00110	13	0	0	6000	0	0	0	0	525	1	1	1	1	363	1	0	0	-1	1	2500	0	10000	-1	0	0	163	0	0	0	0	
ipchp11	Священное Зелье HP+5000 [Специальная  	82000F	16	00110	13	0	0	12000	0	0	0	0	1126	1	1	1	1	364	1	0	0	-1	1	2500	0	10000	-1	0	0	164	0	0	0	0	
ipahp09	Восстановитель HP+4000 [Специальная  	420016	23	00001	13	0	0	6000	0	0	0	0	525	1	1	1	1	365	1	0	0	-1	1	2500	0	10000	-1	0	0	165	0	0	0	0	
ipahp11	Восстановитель HP+5000 [Специальная  	420017	24	00001	13	0	0	12000	0	0	0	0	1126	1	1	1	1	366	1	0	0	-1	1	2500	0	10000	-1	0	0	166	0	0	0	0	
ipexp04	Мекстура Опыта 7%	A20068	241	11111	13	0	0	1	0	0	0	0	1	0	0	0	0	367	1	0	1	-1	1	0	0	10000	-1	18	0	167	0	0	0	0	
ipexp05	Маленькая Мекстура Увеличения Опыта	A20068	241	11111	13	0	0	1	0	0	0	0	1	0	0	0	0	368	1	0	1	-1	1	420000	0	10000	-1	18	0	168	0	0	0	0	
ipqsa11	Капсула ДНК [Мечта 	A20570	268	11111	13	0	0	1	0	0	0	0	1	0	1	0	0	369	1	0	0	-1	1	10000	0	10000	-1	4	0	169	0	0	0	0	
ipqsa12	Капсула ДНК [Защита 	A20570	268	11111	13	0	0	1	0	0	0	0	1	0	1	0	0	370	1	0	0	-1	1	10000	0	10000	-1	4	0	16A	0	0	0	0	
ipqsa13	Капсула ДНК [Стальная Броня 	A20570	268	11111	13	0	0	1	0	0	0	0	1	0	1	0	0	371	1	0	0	-1	1	10000	0	10000	-1	4	0	16B	0	0	0	0	
ipqsa14	Капсула ДНК [Ветер 	A20570	268	11111	13	0	0	1	0	0	0	0	1	0	1	0	0	372	1	0	0	-1	1	10000	0	10000	-1	4	0	16C	0	0	0	0	
ipqsa15	Капсула ДНК [Двойная Мощьность 	A20570	268	11111	13	0	0	1	0	0	0	0	1	0	1	0	0	373	1	0	0	-1	1	10000	0	10000	-1	4	0	16D	0	0	0	0	
ipqsa16	Капсула ДНК [Смещение 	A20570	268	11111	13	0	0	1	0	0	0	0	1	0	1	0	0	374	1	0	0	-1	1	10000	0	10000	-1	4	0	16E	0	0	0	0	
ipqsa17	Капсула ДНК [Чуство 	A20570	268	11111	13	0	0	1	0	0	0	0	1	0	1	0	0	375	1	0	0	-1	1	10000	0	10000	-1	4	0	16F	0	0	0	0	
ipqsa18	Капсула ДНК [Скрытность 	A20570	268	11111	13	0	0	1	0	0	0	0	1	0	1	0	0	376	1	0	0	-1	1	10000	0	10000	-1	4	0	170	0	0	0	0	
ipqsa19	Капсула ДНК [Скорость Света 	A20570	268	11111	13	0	0	1	0	0	0	0	1	0	1	0	0	377	1	0	0	-1	1	10000	0	10000	-1	4	0	171	0	0	0	0	
ipqsa20	Капсула ДНК [Молчание 	A20570	268	11111	13	0	0	1	0	0	0	0	1	0	1	0	0	378	1	0	0	-1	1	10000	0	10000	-1	4	0	172	0	0	0	0	
ipqsa21	Мекстура Увеличения Обьемного Взрыва	72053C	192	11000	13	0	0	1	0	0	0	0	1	0	1	0	1	379	1	0	0	40	1	10000	0	10000	-1	12	0	173	0	0	0	0	
ipqsa22	Мекстура Увеличения Обьемного Взрыва	82053D	193	00110	13	0	0	1	0	0	0	0	1	0	1	0	1	380	1	0	0	40	1	10000	0	10000	-1	12	0	174	0	0	0	0	
ipqsa23	Наступательная Мекстура Защиты	42053E	194	00001	13	0	0	1	0	0	0	0	1	0	1	0	1	381	1	0	0	40	1	10000	0	10000	-1	12	0	175	0	0	0	0	
ipqsa24	Мекстура Опыта 5%	A20068	241	11111	13	0	0	1	0	0	0	0	1	0	0	0	0	382	1	0	1	-1	1	420000	0	10000	-1	18	0	176	0	0	0	0	
ipevn05	Жареный Каштан	A2053F	382	11111	13	0	0	1	0	0	0	0	1	1	1	1	0	383	1	1	0	-1	1	10000	0	10000	-1	4	0	177	0	0	0	0	
ipevn06	Жареный_Сладкий_Картофель	A2054F	383	11111	13	0	0	1	0	0	0	0	1	1	1	1	0	384	1	1	0	-1	1	10000	0	10000	-1	4	0	178	0	0	0	0	
ipevn07	Горячий_Шоколад	A2056F	381	11111	13	0	0	1	0	0	0	0	1	1	1	1	0	385	1	1	0	-1	1	10000	0	10000	-1	4	0	179	0	0	0	0	
ipftr03	Устройство Обнаружения Ловушек 30 сек	A20201	282	11111	13	0	0	1	0	0	0	0	1	1	1	1	1	386	1	1	0	-1	1	1000	0	10000	-1	4	0	17A	0	0	0	0	
ipgld01	Золотая Капсула+1	A2056F	385	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	391	1	0	0	-1	1	0	0	10000	-1	28	0	17B	0	0	0	0	
ipgld02	Золотая Капсула+2	A2056F	386	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	392	1	0	0	-1	1	0	0	10000	-1	28	0	17C	0	0	0	0	
ipgld03	Золотая Капсула+3	A2056F	387	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	393	1	0	0	-1	1	0	0	10000	-1	28	0	17D	0	0	0	0	
ipgld04	Золотая Капсула+4	A2056F	388	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	394	1	0	0	-1	1	0	0	10000	-1	28	0	17E	0	0	0	0	
ipgld05	Золотая Капсула+5	A2056F	389	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	395	1	0	0	-1	1	0	0	10000	-1	28	0	17F	0	0	0	0	
ipgld06	Золотая Капсула+6	A2056F	390	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	396	1	0	0	-1	1	0	0	10000	-1	28	0	180	0	0	0	0	
ipgld07	Золотая Капсула+7	A2056F	391	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	397	1	0	0	-1	1	0	0	10000	-1	28	0	181	0	0	0	0	
ipgld08	Золотая Капсула+8	A2056F	392	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	398	1	0	0	-1	1	0	0	10000	-1	28	0	182	0	0	0	0	
ipgld09	Золотая Капсула+9	A2056F	393	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	399	1	0	0	-1	1	0	0	10000	-1	28	0	183	0	0	0	0	
ipgld10	Золотая Капсула+10	A2056F	394	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	400	1	0	0	-1	1	0	0	10000	-1	28	0	184	0	0	0	0	
ipgld11	Золотая Капсула+11	A2056F	395	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	401	1	0	0	-1	1	0	0	10000	-1	28	0	185	0	0	0	0	
ipgld12	Золотая Капсула+12	A2056F	396	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	402	1	0	0	-1	1	0	0	10000	-1	28	0	186	0	0	0	0	
ipgld13	Золотая Капсула+13	A2056F	397	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	403	1	0	0	-1	1	0	0	10000	-1	28	0	187	0	0	0	0	
ipgld14	Золотая Капсула+14	A2056F	398	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	404	1	0	0	-1	1	0	0	10000	-1	28	0	188	0	0	0	0	
ipgld15	Золотая Капсула+15	A2056F	399	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	405	1	0	0	-1	1	0	0	10000	-1	28	0	189	0	0	0	0	
ipgld16	Золотая Капсула+16	A2056F	400	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	406	1	0	0	-1	1	0	0	10000	-1	28	0	18A	0	0	0	0	
ipgld17	Золотая Капсула+17	A2056F	401	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	407	1	0	0	-1	1	0	0	10000	-1	28	0	18B	0	0	0	0	
ipgld18	Золотая Капсула+18	A2056F	402	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	408	1	0	0	-1	1	0	0	10000	-1	28	0	18C	0	0	0	0	
ipgld19	Золотая Капсула+19	A2056F	403	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	409	1	0	0	-1	1	0	0	10000	-1	28	0	18D	0	0	0	0	
ipgld20	Золотая Капсула+21	A2056F	405	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	410	1	0	0	-1	1	0	0	10000	-1	28	0	18E	0	0	0	0	
ipgld21	Золотая Капсула+22	A2056F	406	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	411	1	0	0	-1	1	0	0	10000	-1	28	0	18F	0	0	0	0	
ipgld22	Золотая Капсула+23	A2056F	407	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	412	1	0	0	-1	1	0	0	10000	-1	28	0	190	0	0	0	0	
ipgld23	Золотая Капсула+24	A2056F	408	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	413	1	0	0	-1	1	0	0	10000	-1	28	0	191	0	0	0	0	
ipgld24	Золотая Капсула+25	A2056F	409	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	414	1	0	0	-1	1	0	0	10000	-1	28	0	192	0	0	0	0	
ipgld25	Золотая Капсула+26	A2056F	410	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	415	1	0	0	-1	1	0	0	10000	-1	28	0	193	0	0	0	0	
ipgld26	Золотая Капсула+27	A2056F	411	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	416	1	0	0	-1	1	0	0	10000	-1	28	0	194	0	0	0	0	
ipgld27	Золотая Капсула+28	A2056F	412	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	417	1	0	0	-1	1	0	0	10000	-1	28	0	195	0	0	0	0	
ipgld28	Золотая Капсула+29	A2056F	413	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	418	1	0	0	-1	1	0	0	10000	-1	28	0	196	0	0	0	0	
ipgld29	Золотая Капсула+3000	A2056F	415	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	419	1	0	0	-1	1	0	0	10000	-1	28	0	197	0	0	0	0	
ipgld30	Золотая Капсула+4000	A2056F	416	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	420	1	0	0	-1	1	0	0	10000	-1	28	0	198	0	0	0	0	
ipgld31	Золотая Капсула+4500	A2056F	425	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	421	1	0	0	-1	1	0	0	10000	-1	28	0	199	0	0	0	0	
ipgld32	Золотая Капсула+5000	A2056F	417	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	422	1	0	0	-1	1	0	0	10000	-1	28	0	19A	0	0	0	0	
ipgld33	Золотая Капсула+5500	A2056F	426	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	423	1	0	0	-1	1	0	0	10000	-1	28	0	19B	0	0	0	0	
ipgld34	Золотая Капсула+6000	A2056F	418	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	424	1	0	0	-1	1	0	0	10000	-1	28	0	19C	0	0	0	0	
ipgld35	Золотая Капсула+6500	A2056F	419	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	425	1	0	0	-1	1	0	0	10000	-1	28	0	19D	0	0	0	0	
ipgld36	Золотая Капсула+7000	A2056F	420	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	426	1	0	0	-1	1	0	0	10000	-1	28	0	19E	0	0	0	0	
ipgld37	Золотая Капсула+7500	A2056F	427	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	427	1	0	0	-1	1	0	0	10000	-1	28	0	19F	0	0	0	0	
ipgld38	Золотая Капсула+10000	A2056F	428	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	428	1	0	0	-1	1	0	0	10000	-1	28	0	201	0	0	0	0	
ipgld39	Золотая Капсула+12500	A2056F	429	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	429	1	0	0	-1	1	0	0	10000	-1	28	0	202	0	0	0	0	
ipgld40	Золотая Капсула+15000	A2056F	430	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	430	1	0	0	-1	1	0	0	10000	-1	28	0	203	0	0	0	0	
ipgld41	Золотая Капсула+17500	A2056F	431	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	431	1	0	0	-1	1	0	0	10000	-1	28	0	204	0	0	0	0	
ipgld42	Золотая Капсула+20000	A2056F	432	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	432	1	0	0	-1	1	0	0	10000	-1	28	0	205	0	0	0	0	
ipgld43	Золотая Капсула+30000	A2056F	433	11111	13	0	0	1	0	0	0	0	1	1	1	0	0	433	1	0	0	-1	1	0	0	10000	-1	28	0	206	0	0	0	0	
ipmas01	Зелье Снятия Ограничений на Мастерство ближнего боя	A2056F	352	11111	13	0	0	0	0	0	0	0	1	1	1	1	1	-1	1	0	0	-1	56	0	0	10000	-1	32	0	21E	0	0	0	0	
ipmas02	Зелье Снятия Ограничений на Мастерство дальнего боя	A2056F	352	11111	13	0	0	0	0	0	0	0	1	1	1	1	1	-1	1	0	0	-1	56	0	0	10000	-1	32	0	21F	0	0	0	0	
ipmas03	Зелье Снятия Ограничений на Мастерство защиты	A2056F	352	11111	13	0	0	0	0	0	0	0	1	1	1	1	1	-1	1	0	0	-1	56	0	0	10000	-1	32	0	220	0	0	0	0	
ipmas04	Зелье Снятия Ограничений на Мастерство силы	A2056F	352	11111	13	0	0	0	0	0	0	0	1	1	1	1	1	-1	1	0	0	-1	56	0	0	10000	-1	32	0	221	0	0	0	0	
ipmas05	Зелье Снятия Ограничений на Мастерство щита	A2056F	352	11111	13	0	0	0	0	0	0	0	1	1	1	1	1	-1	1	0	0	-1	56	0	0	10000	-1	32	0	222	0	0	0	0	
ipmas06	Зелье Снятия Ограничений на Мастерство расовой специализации	A2056F	352	11111	13	0	0	0	0	0	0	0	1	1	1	1	1	-1	1	0	0	-1	56	0	0	10000	-1	32	0	223	0	0	0	0	
ipmas07	Зелье Снятия Ограничений на все Мастерство	A2056F	352	11111	13	0	0	0	0	0	0	0	1	1	1	1	1	-1	1	0	0	-1	56	0	0	10000	-1	32	0	224	0	0	0	0	
ipcsb10	Большая_Микстура_Критической_Атаки_	72053C	156	11000	13	0	0	1	0	0	0	0	1	0	1	0	0	434	1	1	0	-1	1	10000	0	10000	-1	4	0	225	0	0	0	0	
ipcsb11	Большое_Зелье_Критической_Атаки_	82053D	157	00110	13	0	0	1	0	0	0	0	1	0	1	0	0	435	1	1	0	-1	1	10000	0	10000	-1	4	0	226	0	0	0	0	
ipcsb12	Большой_Восстановитель_Критической_Атаки_	42053E	158	00001	13	0	0	1	0	0	0	0	1	0	1	0	0	436	1	1	0	-1	1	10000	0	10000	-1	4	0	227	0	0	0	0	
ipcsb13	Большая_Микстура_Ловкости_	72053C	168	11000	13	0	0	1	0	0	0	0	1	0	1	0	0	437	1	1	0	-1	1	10000	0	10000	-1	4	0	228	0	0	0	0	
ipcsb14	Большое_Зелье_Ловкости_	82053D	169	00110	13	0	0	1	0	0	0	0	1	0	1	0	0	438	1	1	0	-1	1	10000	0	10000	-1	4	0	229	0	0	0	0	
