string[64]	dword	dword	dword	dword	dword	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	dword	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	string[64]	dword	END
CFT2	1	2	99	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÁ¤½Å°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CFT3	1	2	100	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÁ¤½Å°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CFT4	1	2	101	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÁ¤½Å°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CFT5	1	2	102	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÁ¤½Å°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CFT6	1	2	103	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÁ¤½Å°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CFT7	1	2	104	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÁ¤½Å°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CFT8	1	2	105	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÁ¤½Å°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CSB0	1	3	50	0	30	CWF1	CWF2	CRF1	CRF2	CFF1	CFF2	CSF1	-1	ÄÚ¶óÆ¯¼ö°è	Ñïåöèàëèñò	SPECIALIST	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	iqccc00	10	iwmtc00	1	itttt00	1800	ipchp00	50	ipcfp00	99	ipcsp00	50	ipchx00	50	-1	-1	-1	-1	
CSF1	1	3	51	1	40	CSS1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÆ¯¼ö°è	Ðåìåñëåííèê	CRAFTSMAN	0	8F1BC	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	500	500	4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gtcc001	16120	gtcc001	16120	gtcc001	16120	irgef01	6	irget01	6	-1	-1	-1	-1	-1	-1	-1	-1	
CSF2	1	3	52	1	40	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CSS1	1	3	52	2	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÆ¯¼ö°è	Àðòèçàí	ARTIST	0	8F1C2	8F1C3	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	1	1	1	0	15	0	0	0	0	0	0	180280	0	600	600	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	iaxxx09	1	irgef03	10	irgea03	10	irget03	10	irgew03	10	-1	-1	-1	-1	-1	-1	-1	-1	
CSS2	1	3	54	2	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CSS3	1	3	55	2	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CSS4	1	3	56	2	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CST1	1	3	113	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CST2	1	3	114	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CST3	1	3	115	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CST4	1	3	116	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CST5	1	3	117	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CST6	1	3	118	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CST7	1	3	119	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
CST8	1	3	120	3	100	-1	-1	-1	-1	-1	-1	-1	-1	ÄÚ¶óÆ¯¼ö°è	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
AWB0	2	0	57	0	30	AWF1	AWF2	ARF1	ARF2	ASF1	-1	-1	-1	¾ÆÅ©·¹½Ã¾ÆÀü»ç	Âîèí	WARRIOR	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	iqaaa00	10	ipahp00	50	ipafp00	99	ipasp00	50	ipahx00	50	-1	-1	-1	-1	-1	-1	-1	-1	
AWF1	2	0	58	1	40	AWS1	AWS2	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾ÆÀü»ç	Ðàçðóøèòåëü	DESTROYER	0	4006C	4F06D	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	40	5	5	0	91714	0	0	51589	0	0	0	0	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	iwswb30	1	iwaxb30	1	iwspb30	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
AWF2	2	0	59	1	40	AWS2	AWS3	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾ÆÀü»ç	Ãëàäèàòîð	GLADIUS	0	4F06F	4F070	4F071	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	60	0	0	0	61143	0	0	34393	34393	0	0	0	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	idaab29	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
AWS1	2	0	60	2	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾ÆÀü»ç	Êàðàòåëü	PUNISHER	0	4F072	4F073	4F074	4F002	40008	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	40	5	5	0	826286	0	0	300467	0	0	0	0	78262	117393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ipbae03	99	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
AWS2	2	0	61	2	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾ÆÀü»ç	Øòóðìîâèê	ASSAULTER	0	4F075	4F076	4F002	40008	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	60	10	5	0	550857	0	0	450701	0	0	0	0	78262	117393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ipbae03	99	ipbde03	99	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
AWS3	2	0	62	2	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾ÆÀü»ç	Ëàíäñêíåõò	MERCENARY	0	4F078	4F079	4F07A	4F002	40008	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	80	0	0	0	413143	0	0	300467	300467	0	0	0	78262	117393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ipbde03	99	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
AWS4	2	0	63	2	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾ÆÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
AWT1	2	0	128	3	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾ÆÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
AWT2	2	0	129	3	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾ÆÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
AWT3	2	0	130	3	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾ÆÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
AWT4	2	0	131	3	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾ÆÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
AWT5	2	0	132	3	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾ÆÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
AWT6	2	0	133	3	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾ÆÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
AWT7	2	0	134	3	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾ÆÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
AWT8	2	0	135	3	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾ÆÀü»ç	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
ARB0	2	1	64	0	30	AWF1	AWF2	ARF1	ARF2	ASF1	-1	-1	-1	¾ÆÅ©·¹½Ã¾Æ·¹ÀÎÀú	Ñòðåëîê	RANGER	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	5	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	iqaaa00	10	ipahp00	50	ipafp00	99	ipasp00	50	ipahx00	50	-1	-1	-1	-1	-1	-1	-1	-1	
ARF1	2	1	65	1	40	ARS1	ARS2	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾Æ·¹ÀÎÀú	Êàíîíèð	GUNNER	0	4F0EA	410EB	410EC	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	5	0	10	0	0	0	122286	34393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	iwlub30	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
ARF2	2	1	66	1	40	ARS2	ARS3	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾Æ·¹ÀÎÀú	Ëàçóò÷èê	SCOUTER	0	4F0ED	4F0EE	4F0EF	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	10	0	0	15	0	0	91714	0	51589	0	0	0	0	0	0	0	0	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	iwfib30	1	tr00001	1	tr00001	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
ARS1	2	1	67	2	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾Æ·¹ÀÎÀú	Ðàêåò÷èê	STRIKER	0	410ED	410EF	4F0F1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	10	0	15	0	0	944327	944327	225350	0	0	0	0	0	0	0	0	78262	117393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ibfir40	30000	ibfir41	30000	ibfir42	30000	ibfir43	30000	ibfir44	30000	ibfir45	30000	ibfir46	30000	ibfir47	30000	ibfir48	30000	
ARS2	2	1	68	2	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾Æ·¹ÀÎÀú	Äåìåíòåð	DEMENTER	0	4F0F3	4F0FA	4F0F5	4100C	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	5	15	5	0	0	826286	0	300467	0	0	0	0	0	0	0	0	78262	117393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	ibbow48	30000	ibfir34	30000	ibfir36	30000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
ARS3	2	1	69	2	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾Æ·¹ÀÎÀú	Ôàíòîì	PHANTOMSHADOW	0	400F6	4F0F7	4100C	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	15	15	5	5	0	0	550857	0	450701	0	0	0	0	0	0	0	0	78262	117393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	iwdka40	1	tr00002	1	tr00002	1	tr00002	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
ARS4	2	1	70	2	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾Æ·¹ÀÎÀú	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
ART1	2	1	143	3	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾Æ·¹ÀÎÀú	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
ART2	2	1	144	3	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾Æ·¹ÀÎÀú	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
ART3	2	1	145	3	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾Æ·¹ÀÎÀú	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
ART4	2	1	146	3	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾Æ·¹ÀÎÀú	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
ART5	2	1	147	3	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾Æ·¹ÀÎÀú	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
ART6	2	1	148	3	100	-1	-1	-1	-1	-1	-1	-1	-1	¾ÆÅ©·¹½Ã¾Æ·¹ÀÎÀú	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
