string[64]	string[64]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	dword	float	dword	dword	dword	dword	dword	float	float	dword	dword	float	dword	dword	float	float	float	float	float	dword	float	float	float	dword	dword	float	float	float	float	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	string[64]	float	float	float	string[64]	float	float	string[64]	float	float	string[64]	float	float	string[64]	float	string[64]	float	dword	float	float	float	float	float	float	float	dword	dword	dword	float	float	float	float	float	float	float	dword	float	float	dword	dword	dword	string[64]	dword	string[64]	dword	string[64]	dword	float	float	dword	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	string[64]	dword	dword	END
03103	Змееголов Скаут	073	0	-1	6	34	10000	1	200	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	1	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	55	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	928	270	4	30	100	120	100	5000	3	5	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	5	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	9	0	124	0	-1	-1	0	-1	-1	11	513	
0E503	Огненнорукий Змееголов	148	4	-1	6	260	10000	11	50	30	100	1	0	0	0	0	0	5	10	-1	52	0	46	1	2	1	722481280	26038	0	-1	1	0	0	30	45	302	151	-1	0	1760	0,5	0,102773003	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	54440	0	0	2034	2034	2034	928	270	4	30	100	45	100	5000	3	5	120	0	48	8000	0	0	0	-1	0	-1	0	-1	0	9	0,080559999	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	9	0	125	0	-1	-1	0	-1	-1	2	513	
0E203	Змееголов Страж	145	3	-1	6	208	10000	11	50	30	100	1	0	0	0	0	0	5	10	-1	52	0	46	1	2	1	361240640	26038	0	-1	1	0	0	30	45	302	151	-1	0	1760	0,5	0,102773003	0	0	0	0	0	0	00172	00173	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	27220	0	0	2034	2034	2034	928	270	4	30	100	37,5	100	5000	3	5	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	9	0,080559999	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	9	0	126	0	-1	-1	0	-1	-1	23	513	
0E803	Змееголов Убийца	14B	4	-1	6	200	10000	11	50	30	100	1	0	0	0	0	0	5	10	-1	40	0	36	1	2	1	20673664	3785	0	-1	1	0	0	30	45	160	91	-1	0	842	0,5	0,193408996	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	42400	0	0	2034	2034	2034	928	270	4	30	100	37,5	100	5000	3	5	100	0	40	8000	20	0	0	-1	0	-1	0	-1	0	2	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	9	0	127	0	-1	-1	0	-1	-1	2	513	
13307	Кселнакан 	199	2	-1	6	840	10000	11	50	30	50	1	500	800	10000	0	0	7	35	-1	60	1	54	1	-1	-1	48130248704	65762,10156	0	-1	1	0	0	30	30	318	159	-1	0	3354	0,5	0,072543003	0	0	20	20	20	20	00174	00175	00176	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	312800	0	0	2034	2034	2034	928	270	4	30	100	87,5	100	5000	3	6	200	0	80	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	5000	99,90000153	60	45	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	4	0	128	9	0	129	0	-1	-1	1	513	
0E907	Кровавый Вайфер 	14C	2	-1	6	840	10000	11	50	30	50	1	500	800	10000	0	0	7	35	-1	60	1	54	1	-1	-1	48130248704	65762,10156	0	-1	1	0	0	30	30	318	159	-1	0	3354	0,5	0,072543003	0	0	20	20	20	20	00177	00175	00178	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	312800	0	0	2034	2034	2034	928	270	4	30	100	87,5	100	5000	3	6	200	0	80	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	5000	99,90000153	60	45	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	9	0	130	0	-1	-1	0	-1	-1	1	513	
0E70B	Змееголов Метатель 	14A	1	-1	6	90	10000	1	200	30	100	1	0	0	0	0	0	7	35	-1	45	0	40	1	2	1	28784812	8304	0	-1	1	1	0	30	45	224	132	-1	0	1091	0,5	0,155637994	0	0	55	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	11815	0	0	2034	2034	2034	928	270	4	30	100	120	100	5000	3	5	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	5	0	0	1	20000	30	20	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	9	0	131	0	-1	-1	0	-1	-1	11	513	
0DF0B	Девятипалый Шипоголов Страж 	142	1	-1	6	102	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	51	0	45	1	2	1	166726448	22764	0	-1	1	0	0	30	45	300	150	-1	0	1658	0,5	0,107931003	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	13290	0	0	2034	2034	2034	800	270	4	30	100	31,25	100	5000	3	6	100	0	40	8000	50	0	0	-1	0	-1	0	-1	0	4	0	0	1	20000	30	20	10	75	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	8	0	132	0	-1	-1	0	-1	-1	4	513	
0D803	Меткий Шипоголов Стрелок 	13B	0	-1	6	50	10000	1	200	30	100	1	0	0	0	0	0	5	10	-1	50	0	45	1	2	1	24937720	19744	0	-1	1	1	0	30	65	193	149	-1	0	1555	0,5	0,114767	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2621	0	0	2034	2034	2034	800	270	4	30	100	120	100	5000	3	6	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	9	0,079774	0	1	20000	50	30	10	75	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	9	0	133	0	-1	-1	0	-1	-1	17	513	
0D60B	Демонический Шипоголов Лучник 	139	1	-1	6	94	10000	1	200	30	100	1	0	0	0	0	0	5	10	-1	47	0	42	1	2	1	48646324	11554	0	-1	1	1	0	30	45	262	146	-1	0	1197	0,5	0,143224999	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12255	0	0	2034	2034	2034	800	270	4	30	100	120	100	5000	3	6	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	5	0	0	1	20000	30	20	10	75	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	2	0	134	0	-1	-1	0	-1	-1	7	513	
0DC0B	Офицер Шипогловов Стрелков 	13F	1	-1	6	96	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	48	0	43	1	2	1	88536296	13877	0	-1	1	0	0	30	45	294	147	-1	0	1248	0,5	0,138478994	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12540	0	0	2034	2034	2034	800	270	4	30	100	31,25	100	5000	3	6	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	9	0,078964002	0	1	20000	30	20	10	75	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	2	0	135	0	-1	-1	0	-1	-1	21	513	
0DE03	Дьявольский Шипоголов Стрелок 	141	4	-1	6	275	10000	11	50	30	100	1	0	0	0	0	0	5	10	-1	55	0	49	1	2	1	1851839488	38706	0	-1	1	0	0	30	45	308	154	-1	0	2068	0,5	0,088505	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	57220	0	0	2034	2034	2034	800	270	4	30	100	40,625	100	5000	3	6	130	0	52	8000	0	0	0	-1	0	-1	0	-1	0	9	0,081698	0	1	20000	0	0	0	75	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	513	
0DA03	Преданный Шиипоголов Воин 	13D	3	-1	6	184	10000	11	50	30	100	1	0	0	0	0	0	5	10	-1	46	0	41	1	2	1	62367084	9742	0	-1	1	0	0	30	45	240	142	-1	0	1145	0,5	0,149077997	0	0	0	0	0	0	00179	00180	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	24070	0	0	2034	2034	2034	800	270	4	30	100	156	100	5000	3	6	130	0	52	8000	0	0	0	-1	0	-1	0	-1	0	9	0,078129001	0	1	20000	0	0	0	75	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	4	513	
0E007	Око Дьявола 	143	2	-1	6	644	10000	11	50	30	50	1	500	800	10000	0	0	7	35	-1	46	1	41	1	-1	-1	623670848	9742	0	-1	1	0	0	30	30	240	142	-1	0	1145	0,5	0,149077997	0	0	0	0	0	0	00181	00182	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	240700	0	0	2034	2034	2034	800	270	4	30	100	62,5	100	5000	3	6	200	0	80	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	5000	99,90000153	60	45	75	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	9	0	136	0	-1	-1	0	-1	-1	4	513	
04507	Брутальный Шипоголов	09B	2	-1	6	840	10000	11	50	30	50	1	500	800	10000	0	0	7	35	-1	60	1	54	1	-1	-1	37816623104	65762,10156	0	-1	1	0	0	30	30	318	159	-1	0	3354	0,5	0,072543003	0	0	20	20	20	20	00045	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	312800	0	0	2034	2034	2034	800	270	4	30	100	74,5	100	5000	3	6	200	0	80	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	5000	99,90000153	60	45	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	4	0	137	0	-1	-1	0	-1	-1	21	258	
02207	Змееголов Тругар	046	2	-1	6	644	10000	11	50	30	50	1	500	800	10000	0	0	7	35	-1	46	1	41	1	-1	-1	623670848	9742	0	-1	1	0	0	30	30	240	142	-1	0	1145	0,5	0,149077997	0	0	0	0	0	0	00037	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	240700	0	0	2034	2034	2034	928	270	4	30	100	75	100	5000	3	5	200	0	80	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	5000	99,90000153	60	45	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	4	0	138	0	-1	-1	0	-1	-1	2	513	
13E03	Вародем 	09A	5	-1	6	270	10000	11	50	30	100	1	0	0	0	0	0	5	10	-1	45	0	40	1	2	1	158316464	7473,600098	0	-1	1	0	0	30	45	224	132	-1	0	1418,300049	0,5	0,155637994	0	0	20	20	20	20	00183	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	70890	0	0	2034	2034	2034	832	270	4	30	100	65,625	100	5000	3	6	150	0	60	8000	0	0	0	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	9	0	139	0	-1	-1	0	-1	-1	1	513	
0E303	Силач 	146	5	-1	6	276	10000	11	50	30	100	1	0	0	0	0	0	5	10	-1	46	0	41	1	2	1	187101248	9742	0	-1	1	0	0	30	45	240	142	-1	0	1145	0,5	0,149077997	0	0	0	0	0	0	00172	00173	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	72210	0	0	2034	2034	2034	928	270	4	30	100	56,25	100	5000	3	5	150	0	60	8000	0	0	0	-1	0	-1	0	-1	0	9	0,078129001	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	9	0	140	0	-1	-1	0	-1	-1	23	513	
04307	Культист Теледан	099	2	-1	6	840	10000	11	50	30	50	1	500	800	10000	0	0	7	35	-1	60	1	54	1	-1	-1	34378747904	73069	0	-1	1	0	0	30	30	318	159	-1	0	2580	0,5	0,072543003	0	0	0	0	0	0	00047	00112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	312800	9	54000	2034	2034	2034	1000	90	4	30	100	25	100	5000	2	6	200	0	80	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	5000	99,90000153	60	45	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	5	0	141	9	0	142	0	-1	-1	21	513	
04303	Главарь Культстов 	099	3	-1	6	220	10000	11	50	30	100	1	0	0	0	0	0	5	10	-1	55	0	49	1	2	1	925919744	38706	0	-1	1	0	0	30	45	308	154	-1	0	2068	0,5	0,088505	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	28610	0	0	2034	2034	2034	1000	270	4	30	100	25	100	5000	2	6	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	1	0	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	8	0	143	0	-1	-1	0	-1	-1	21	513	
03603	Культист Молотобоец 	066	3	-1	6	200	10000	11	50	30	100	1	0	0	0	0	0	5	10	-1	50	0	45	1	2	1	249377200	19744	0	-1	1	0	0	30	45	298	149	-1	0	1555	0,5	0,114767	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	26210	0	0	2034	2034	2034	1000	270	4	30	100	25	100	5000	4	6	200	0	80	8000	0	0	0	-1	0	-1	0	-1	0	9	0,079774	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	9	0	144	0	-1	-1	0	-1	-1	4	513	
02903	Культист Метатель	092	0	-1	6	48	10000	1	200	30	100	1	0	0	0	0	0	5	10	-1	48	0	43	1	2	1	14756049	13877	0	-1	1	1	0	30	65	191	147	-1	0	1248	0,5	0,138478994	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2508	0	0	2034	2034	2034	1000	270	4	30	100	120	100	5000	2	6	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	1	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	6	0	145	0	-1	-1	0	-1	-1	23	513	
02103	Культист Боец 	05D	0	-1	6	34	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	34	0	30	1	2	1	187391	1761	0	-1	1	0	0	30	65	83	71	-1	0	592	0,5	0,254126012	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1815	0	0	2034	2034	2034	1000	270	4	30	100	25	100	5000	4	6	100	0	40	8000	100	100	0	-1	0	-1	0	-1	0	1	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	9	0	146	0	-1	-1	0	-1	-1	21	513	
0300B	Культист Палач	063	1	-1	6	104	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	52	0	46	1	2	1	216744384	26038	0	-1	1	0	0	30	45	302	151	-1	0	1760	0,5	0,102773003	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	13610	0	0	2034	2034	2034	1000	270	4	30	100	25	100	5000	2	6	100	0	40	8000	0	0	0	-1	0	-1	1	-1	0	1	0	0	1	20000	30	20	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	9	0	147	0	-1	-1	0	-1	-1	19	513	
01D17	Дроид Страйкер	08A	2	-1	7	826	10000	11	200	30	50	1	500	800	10000	0	0	7	35	-1	59	1	53	1	-1	-1	26445193216	56511	0	-1	1	1	0	30	30	316	158	-1	0	2478	0,5	0,074959002	0	0	0	0	0	29	00033	00034	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	765500	6	59000	2034	2034	2034	1088	270	4	30	100	360	100	5000	2	6	300	0	120	8000	100	100	0	01D03	2	-1	0	-1	0	1	0	0	1	5000	99,90000153	60	45	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	4	0	148	0	-1	-1	0	-1	-1	15	768	
01D03	Армированный Дроид Охотник	08A	3	-1	7	216	10000	11	200	30	100	1	0	0	0	0	0	5	10	-1	54	0	48	1	2	1	793645568	33757	0	-1	1	1	0	30	45	306	153	-1	0	1965	0,5	0,093133003	0	0	0	0	0	0	00005	00184	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	28250	0	0	2034	2034	2034	1088	270	4	30	100	120	100	5000	3	6	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	9	0,081324004	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	15	768	
0EE03	Лазутчик Кларк 	151	4	-1	5	275	10000	11	50	30	100	1	0	0	0	0	0	5	10	-1	55	0	49	1	2	1	2074060288	38706	0	-1	1	0	6	30	45	708	354	-1	0	2068	0,5	0,088505	0	0	55	55	55	55	00185	00186	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	57220	0	0	2034	2034	2034	1000	270	4	30	100	25	100	5000	3	6	120	0	48	8000	0	0	0	-1	0	-1	0	-1	0	9	0,081698	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	514	
0EC03	Кхан с Красной Планеты 	14F	3	-1	5	204	10000	11	50	30	100	1	0	0	0	0	0	5	10	-1	51	0	45	1	2	1	277877440	22764	0	-1	1	0	6	30	45	300	150	-1	0	1658	0,5	0,107931003	0	0	0	0	0	0	00187	00188	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	26580	0	0	2034	2034	2034	1000	270	4	30	100	25	100	5000	3	6	120	0	48	8000	0	0	0	-1	0	-1	0	-1	0	9	0,080169998	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	514	
0ED03	Пехотинец 	150	4	-1	7	305	10000	11	50	0	0	1	0	0	0	0	0	5	10	-1	61	0	54	1	2	1	13765251072	65762,10156	0	-1	1	0	0	30	45	720	460	-1	0	3487,899902	0,5	0,069629997	0	0	60	60	60	60	00189	00190	00191	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	56934	0	0	2034	2034	2034	1000	270	4	30	100	25	200	5000	2	6	90	0	36	8000	100	100	0	-1	0	-1	0	-1	0	9	0,083839998	1	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	514	
0EB03	Боевой Зверь 	14E	4	-1	0	290	10000	11	50	30	100	1	0	0	0	0	0	5	10	-1	58	0	52	1	2	1	2766574080	50065	0	-1	1	0	0	30	45	514	357	-1	0	2850	0,5	0,078313999	0	0	0	0	40	0	00192	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	60540	0	0	2034	2034	2034	736	270	4	30	100	45	150	5000	4	6	120	0	48	8000	100	100	0	-1	0	-1	0	-1	0	9	0,082790002	0	1	20000	0	0	0	25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	1	
0CB03	Когтистый Раптор 	12E	3	-1	2	264	10000	11	50	0	0	1	0	0	0	0	0	5	10	-1	66	0	59	1	-1	-1	25753835520	138203	0	-1	1	0	0	30	45	730	525	-1	0	4792,5	0,5	0,059409	0	0	30	30	70	30	00193	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	68620	5	105600	2034	2034	2034	1056	270	4	30	200	93,75	200	5000	4	6	30	0	54	8000	100	100	1	-1	0	-1	0	-1	0	9	0,085507996	0	1	20000	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	256	
0BE03	Молодой Флем Данг 	121	4	-1	7	60	10000	11	50	30	100	1	0	0	0	0	0	5	10	-1	12	0	10	1	2	1	3366	98	0	-1	1	0	0	30	45	38	20	-1	0	53	0,5	0,711799979	0	0	0	0	0	0	00194	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	9160	0	0	2034	2034	2034	608	270	4	30	100	25	100	5000	2	4	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	5	0	0	1	20000	0	0	0	50	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	1	
00003	Молодой Флем Гига 	000	5	-1	7	222	10000	11	50	30	100	1	0	0	0	0	0	5	10	-1	37	0	33	1	2	1	17643780	2573	0	-1	1	0	0	30	45	142	79	-1	0	713	0,5	0,219144002	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	58530	0	0	2034	2034	2034	608	270	4	30	100	37,5	100	5000	2	4	150	0	60	8000	0	0	0	-1	0	-1	0	-1	0	5	0	0	1	20000	0	0	0	50	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	1	
01507	Молотоглав Вициорен	02D	2	-1	2	378	10000	11	50	30	50	1	500	800	10000	0	0	7	35	-1	27	1	24	1	-1	-1	853380	711	0	-1	1	0	0	30	30	94	51	-1	0	350	0,5	0,364560992	0	0	0	0	0	29	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	145600	0	0	2034	2034	2034	640	270	4	30	100	68,75	100	5000	2	4	220	0	88	8000	100	100	1	-1	0	-1	0	-1	0	1	0	0	1	5000	99,90000153	60	45	25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	7	1	1	0	-1	-1	0	-1	-1	0	-1	-1	21	1	
08D03	Страж Дворца Альянса 	0E0	0	1	8	65	10000	1	50	30	100	1	0	0	0	0	0	5	10	-1	65	0	58	1	2	1	1276458880	135991	0	-1	1	0	0	30	65	213	164	-1	0	3093	0,5	0,060963001	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3363	0	0	2034	2034	2034	1000	270	4	30	100	25	100	5000	2	6	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	1	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	149	7	1	1	4	0	150	9	0	151	0	-1	-1	7	514	
08903	Страж Дворца Дайсема	0DC	0	1	8	65	10000	1	200	30	100	1	0	0	0	0	0	5	10	-1	65	0	58	1	2	1	1276458880	135991	0	-1	1	1	0	30	65	213	164	-1	0	3093	0,5	0,060963001	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3363	0	0	2034	2034	2034	1000	270	4	30	100	150	100	5000	2	6	100	0	40	8000	0	0	0	-1	0	-1	0	-1	0	1	0	0	1	20000	50	30	10	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	152	7	1	1	4	0	153	9	0	154	0	-1	-1	7	4112	
