xeh	string[32]	byte	byte	byte	byte	dword	dword	dword	float	ubyte	ubyte	ubyte	byte	float	dword	dword	xeh	dword	dword	dword	dword	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	dword	dword	END
06C0B	Предводитель Гоблинов	-1	1	53	0	11044	2034	0	25	4	6	80	0	2	0	0	0EF	4	258	0	3	00132	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	106	
06B23	Гигантский Орк 	-1	4	56	0	58520	2034	0	25	4	6	80	0	2	0	0	0EE	21	257	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	280	
05A13	Магмовая Жаба	-1	3	48	0	25080	2034	0	37,5	4	7	40	0	1	0	0	0AD	21	257	0	0	00133	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	192	
05B13	Дроид Охотник	-1	3	49	0	25700	2034	0	43,75	3	6	40	0	1	0	0	0AE	15	2056	1	0	00134	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	196	
05C13	Предводитель Мехозавров	-1	3	49	0	25700	2034	0	240	3	6	80	0	2	0	0	0AF	14	2056	1	0	00135	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	196	
05D13	Вулканический Скарабей	-1	3	50	0	26210	2034	0	25	3	5	40	0	1	0	0	0B0	21	2056	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	200	
05E13	Магмоид	-1	3	50	0	26210	2034	0	25	3	6	40	0	1	0	0	0B1	21	512	1	0	00136	00137	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	200	
06013	Сверкающий Мотылек 	-1	3	52	0	27220	2034	0	25	4	6	40	0	1	0	0	0B3	21	257	0	0	00052	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	208	
06113	Магмовый Убийца	-1	3	54	0	28250	2034	0	25	4	5	60	0	1,5	0	0	0B4	6	514	1	0	00138	00139	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	216	
0B903	Санта Шутти	-1	0	10	0	19343980	2034	0	25	7	10	45	0	4,5	0	0	0AC	21	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
04917	Карликовый Хранитель Алтаря 	-1	2	10	0	2158000	2034	0	25	1	1	48	0	0,300000012	0	1	09C	21	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
09937	Большая Ватти	-1	2	25	0	675500	2034	0	75	2	4	80	0	2	0	1	0FD	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	350	
0A03C	Нутти Страж	-1	0	25	0	1351	2034	0	37,5	2	4	40	0	1	0	0	100	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
09D3C	Патти Страж	-1	0	25	0	1351	2034	0	2,25	2	4	9,600000381	0	0,059999999	0	0	0FF	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
09A37	Большая Мутти	-1	2	25	0	675500	2034	0	75	2	4	80	0	2	0	1	11C	21	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	350	
09F3C	Кутти Страж	-1	0	25	0	1351	2034	0	37,5	2	4	40	0	1	0	0	0FE	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
09837	Большой Матти	-1	2	25	0	675500	2034	0	75	2	4	80	0	2	0	1	0FB	21	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	350	
0BA07	Великий Орех	-1	2	30	0	4030000	2034	1	0	0	0	20	0	1	0	1	11D	21	264	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	420	
0B50B	Бронированный Арахнид	-1	1	51	0	13290	2034	0	25	2	3	32	0	0,800000012	0	0	117	21	520	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	102	
0BB23	Красный Псевдодракон	-1	3	57	0	29620	1500	0	180	4	6	60	0	1,5	0	0	11E	14	2049	0	0	00140	00141	00142	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	228	
04707	Сотрясатель 	-1	2	54	0	423750	2034	0	87,5	2	3	80	0	2	0	1	076	4	256	0	-1	00087	00143	00144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	756	
0470C	Охранник Сотрясателя 	-1	0	50	0	2621	2034	0	65,625	2	3	60	0	1,5	0	0	076	4	256	1	-1	00145	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	0	
0A907	Гигантский Рунный Столб	-1	2	30	0	6448000	2034	0	0	0	0	36	0	2	0	1	10A	-1	10	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	420	
04FA3	Робо-клинок Альфа	-1	2	57	0	888600	2034	0	80	4	6	80	0	2	0	1	0A2	1	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	798	
053A3	Робо-снайпер Альфа	-1	2	58	0	908100	2034	1	400	4	6	80	0	2	0	1	0A6	10	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	812	
064A3	Древний Некрометалоид	-1	2	59	0	306200	2034	0	25	2	6	40	0	1	0	1	0E7	3	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	826	
051A3	Патрульный Робот Зета	-1	2	60	0	938400	2034	1	87,5	2	6	80	0	2	0	1	0A4	9	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	840	
092A3	Имперский Разрушитель Зед	-1	2	61	0	948900	2034	0	25	3	6	40	0	1	0	1	0F5	21	514	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	854	
05BA3	Дроид Телепат	-1	2	56	0	877800	2034	0	87,5	3	6	80	0	2	0	1	0AE	15	2056	0	0	00146	00147	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	784	
05CA3	Предводитель Мехозавров	-1	2	57	0	888600	2034	0	240	3	6	80	0	2	0	1	0AF	14	2056	0	0	00148	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	798	
061A3	Предводитель Магмовых Воинов	-1	2	58	0	908100	2034	0	25	4	5	80	0	2	0	1	0B4	6	514	0	0	00147	00149	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	812	
066A3	Жестокий Двулик	-1	2	59	0	918600	2034	1	150	4	6	80	0	2	0	1	0E9	11	520	0	0	00150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	826	
0BBA3	Древнейший Псевдодракон	-1	2	60	0	938400	1500	0	240	4	6	80	0	2	0	1	11E	14	2049	0	0	00151	00152	00148	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	840	
059A3	Злой Шутти	-1	2	56	0	877800	2034	0	80	2	5	20	0	2	0	1	0AC	21	257	0	0	00153	00152	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	784	
056A3	Предводительница Калиан Мечниц	-1	2	57	0	888600	2034	0	25	4	6	80	0	2	0	1	0A9	1	257	0	1	00152	00154	00155	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	798	
057A3	Предводительница Калиан Убийц	-1	2	58	0	908100	2034	0	25	4	6	80	0	2	0	1	0AA	1	257	0	1	00152	00154	00156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	812	
0B3A3	Предводительница Калиан Лучниц	-1	2	59	0	918600	2034	1	300	4	6	80	0	2	0	1	116	7	257	0	1	00152	00157	00158	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	826	
058A3	Избранная Калиана Принцесса	-1	2	60	0	938400	2034	0	80	2	6	80	0	2	0	1	0AB	21	257	0	1	00046	00159	00152	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	840	
089A3	Ужасный Ренегат Чернокнижник 	-1	2	56	0	877800	1500	1	150	4	6	80	0	2	0	1	0DC	7	4112	0	3	00160	00161	00162	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	784	
088A3	Ужасный Ренегат Ракетчик 	-1	2	57	0	888600	1200	1	150	4	6	80	0	2	0	1	0DB	11	514	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	798	
08DA3	Ужасный Ренегат Рыцарь Смерти 	-1	2	58	0	908100	1500	0	25	4	6	80	0	2	0	1	0E0	7	514	0	3	00163	00164	00165	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	812	
083A3	Ужасный Ренегат Чудотворец 	-1	2	59	0	918600	1500	1	150	4	6	80	0	2	0	1	0D6	7	257	0	3	00151	00166	00152	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	826	
07EA3	Ужасный Ренегат Ландскнехт 	-1	2	60	0	938400	1500	0	25	4	6	80	0	2	0	1	0D1	2	514	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	840	
01EA3	Командир Шипоголовов Стрелков	-1	2	57	0	888600	2034	1	240	3	6	80	0	2	0	1	03D	17	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	798	
030A3	Предводитель Культистов	-1	2	58	0	908100	2034	0	87,5	3	4	80	0	2	0	1	063	19	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	812	
032A3	Шипоголов Главнокомандующий	-1	2	59	0	918600	2034	1	240	3	6	80	0	2	0	1	065	7	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	826	
043A3	Избранный Культист Мастер	-1	2	60	0	938400	2034	0	87,5	3	6	80	0	2	0	1	099	21	513	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	840	
044A3	Царь Змееголовов	-1	2	61	0	948900	2034	0	87,5	3	6	80	0	2	0	1	09A	1	513	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	854	
03B07	Эктоплазменный Доспех-призрак	-1	2	57	0	740500	2034	1	240	3	6	80	0	2	0	1	094	9	514	0	-1	00167	00168	00169	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	798	
0270C	Ужасный Призрак 	-1	0	52	0	13610	2034	1	150	4	6	60	0	1,5	0	0	08C	9	2	1	3	00167	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	0	
04D1C	Бронированная Робо-пушка	-1	0	55	0	14305	2034	1	31,25	2	6	40	0	1	0	0	0A0	10	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	0	
04C0C	Бронированный Робо-меч	-1	0	56	0	14630	2034	0	31,25	3	6	40	0	1	0	0	09F	1	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	0	
0520C	Бронированный Робо-тесак	-1	0	59	0	15310	2034	0	40	4	6	40	0	1	0	0	0A5	1	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	0	
0500C	Бронированный Робо-пулемет	-1	0	60	0	15640	2034	1	200	4	6	40	0	1	0	0	0A3	10	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	0	
05A0C	Реликтовая Жаба	-1	0	53	0	13805	2034	0	37,5	4	7	40	0	1	0	0	0AD	21	257	0	0	00133	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	0	
05E0C	Ужасный Борид 	-1	0	54	0	14125	2034	0	25	3	4	40	0	1	0	0	0B1	21	512	1	0	00136	00112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
09A0C	Злой Титти	-1	0	53	0	13805	2034	0	25	4	6	40	0	1	0	0	11C	21	257	0	-1	00170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
0980C	Злой Мортти	-1	0	53	0	13805	2034	0	25	4	6	40	0	1	0	0	0FB	21	257	0	-1	00170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
0871C	Ужасный Ренегат-Охотник 	-1	0	51	0	13290	2034	1	150	4	6	40	0	1	0	0	0DA	13	257	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
0820C	Ужасный Ренегат-Темный Жрец 	-1	0	53	0	13805	1500	0	25	4	6	40	0	1	0	0	0D5	21	257	1	3	00171	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
0880C	Ужасный Ренегат-Стрелок 	-1	0	55	0	14305	2034	1	150	4	6	40	0	1	0	0	0DB	11	514	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
0111C	Предводитель Шипоголовов Воинов	-1	0	55	0	14305	2034	0	31,25	3	6	40	0	1	0	0	022	4	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	0	
0290C	Вожак Культистов Метателей	-1	0	56	0	2926	2034	1	120	3	4	40	0	1	0	0	092	23	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	0	
0321C	Вожак Шипоголовов Лучников	-1	0	58	0	15135	2034	1	120	3	6	40	0	1	0	0	065	7	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	0	
0360C	Вожак Культистов Молотобойцев	-1	0	58	0	15135	2034	0	43,75	3	4	40	0	1	0	0	066	4	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	0	
0340C	Главарь Змееголовов Берсерков	-1	0	59	0	15310	2034	0	37,5	3	5	40	0	1	0	0	064	2	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	0	
0310C	Военачальник Змееголовов Убийц	-1	0	58	0	15135	2034	1	120	3	5	40	0	1	0	0	073	11	513	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	0	
03103	Змееголов Скаут	-1	0	34	0	1815	2034	1	120	3	5	40	0	1	0	0	073	11	513	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
0E503	Огненнорукий Змееголов	-1	4	52	0	54440	2034	0	45	3	5	48	0	1,200000048	0	0	148	2	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	260	
0E203	Змееголов Страж	-1	3	52	0	27220	2034	0	37,5	3	5	40	0	1	0	0	145	23	513	1	-1	00172	00173	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	208	
0E803	Змееголов Убийца	-1	4	40	0	42400	2034	0	37,5	3	5	40	0	1	0	0	14B	2	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	200	
13307	Кселнакан 	-1	2	60	0	312800	2034	0	87,5	3	6	80	0	2	0	1	199	1	513	0	0	00174	00175	00176	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	840	
0E907	Кровавый Вайфер 	-1	2	60	0	312800	2034	0	87,5	3	6	80	0	2	0	1	14C	1	513	0	0	00177	00175	00178	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	840	
0E70B	Змееголов Метатель 	-1	1	45	0	11815	2034	1	120	3	5	40	0	1	0	0	14A	11	513	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	90	
0DF0B	Девятипалый Шипоголов Страж 	-1	1	51	0	13290	2034	0	31,25	3	6	40	0	1	0	0	142	4	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	102	
0D803	Меткий Шипоголов Стрелок 	-1	0	50	0	2621	2034	1	120	3	6	40	0	1	0	0	13B	17	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	50	
0D60B	Демонический Шипоголов Лучник 	-1	1	47	0	12255	2034	1	120	3	6	40	0	1	0	0	139	7	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	94	
0DC0B	Офицер Шипогловов Стрелков 	-1	1	48	0	12540	2034	0	31,25	3	6	40	0	1	0	0	13F	21	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	96	
0DE03	Дьявольский Шипоголов Стрелок 	-1	4	55	0	57220	2034	0	40,625	3	6	52	0	1,299999952	0	0	141	21	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	275	
0DA03	Преданный Шиипоголов Воин 	-1	3	46	0	24070	2034	0	156	3	6	52	0	1,299999952	0	0	13D	4	513	1	-1	00179	00180	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	184	
0E007	Око Дьявола 	-1	2	46	0	240700	2034	0	62,5	3	6	80	0	2	0	1	143	4	513	0	-1	00181	00182	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	644	
04507	Брутальный Шипоголов	-1	2	60	0	312800	2034	0	74,5	3	6	80	0	2	0	1	09B	21	258	0	0	00045	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	840	
02207	Змееголов Тругар	-1	2	46	0	240700	2034	0	75	3	5	80	0	2	0	1	046	2	513	0	-1	00037	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	644	
13E03	Вародем 	-1	5	45	0	70890	2034	0	65,625	3	6	60	0	1,5	0	0	09A	1	513	0	0	00183	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	270	
0E303	Силач 	-1	5	46	0	72210	2034	0	56,25	3	5	60	0	1,5	0	0	146	23	513	1	-1	00172	00173	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	276	
04307	Культист Теледан	-1	2	60	0	312800	2034	0	25	2	6	80	0	2	0	1	099	21	513	0	-1	00047	00112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	840	
04303	Главарь Культстов 	-1	3	55	0	28610	2034	0	25	2	6	40	0	1	0	0	099	21	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	220	
03603	Культист Молотобоец 	-1	3	50	0	26210	2034	0	25	4	6	80	0	2	0	0	066	4	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	200	
02903	Культист Метатель	-1	0	48	0	2508	2034	1	120	2	6	40	0	1	0	0	092	23	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	48	
02103	Культист Боец 	-1	0	34	0	1815	2034	0	25	4	6	40	0	1	0	0	05D	21	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	34	
0300B	Культист Палач	-1	1	52	0	13610	2034	0	25	2	6	40	0	1	0	0	063	19	513	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	104	
01D17	Дроид Страйкер	-1	2	59	0	765500	2034	1	360	2	6	120	0	3	0	1	08A	15	768	0	3	00033	00034	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	826	
01D03	Армированный Дроид Охотник	-1	3	54	0	28250	2034	1	120	3	6	40	0	1	0	0	08A	15	768	1	-1	00005	00184	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	216	
0EE03	Лазутчик Кларк 	-1	4	55	0	57220	2034	0	25	3	6	48	0	1,200000048	0	0	151	21	514	1	0	00185	00186	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	275	
0EC03	Кхан с Красной Планеты 	-1	3	51	0	26580	2034	0	25	3	6	48	0	1,200000048	0	0	14F	21	514	1	-1	00187	00188	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	204	
0ED03	Пехотинец 	-1	4	61	0	56934	2034	0	25	2	6	36	0	0,899999976	0	0	150	21	514	1	0	00189	00190	00191	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	305	
0EB03	Боевой Зверь 	-1	4	58	0	60540	2034	0	45	4	6	48	0	1,200000048	0	0	14E	21	1	1	2	00192	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	290	
0CB03	Когтистый Раптор 	-1	3	66	0	68620	2034	0	93,75	4	6	54	0	0,300000012	0	0	12E	21	256	1	2	00193	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	264	
0BE03	Молодой Флем Данг 	-1	4	12	0	9160	2034	0	25	2	4	40	0	1	0	0	121	21	1	0	-1	00194	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	60	
00003	Молодой Флем Гига 	-1	5	37	0	58530	2034	0	37,5	2	4	60	0	1,5	0	0	000	21	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	222	
01507	Молотоглав Вициорен	-1	2	27	0	145600	2034	0	68,75	2	4	88	0	2,200000048	0	1	02D	21	1	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	378	
08D03	Страж Дворца Альянса 	1	0	65	0	3363	2034	0	25	2	6	40	0	1	0	0	0E0	7	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	65	
08903	Страж Дворца Дайсема	1	0	65	0	3363	2034	1	150	2	6	40	0	1	0	0	0DC	7	4112	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	65	
08B03	Страж Поселения Федерации 	0	0	65	0	3363	2034	0	25	2	6	40	0	1	0	0	0DE	1	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	65	
08503	Страж Федерации 	0	0	65	0	3363	2034	1	150	2	6	40	0	1	0	0	0D8	17	2056	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	65	
08E03	Элитный Страж Империи 	2	0	65	0	3363	2034	0	25	2	6	40	0	1	0	0	0E1	2	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	65	
08803	Инквизитор Империи 	2	0	65	0	3363	2034	1	150	2	6	40	0	1	0	0	0DB	11	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	65	
13A07	Тор 	-1	2	71	0	2199000	1200	0	104	5	7	104	0	2,599999905	0	1	200	1	514	0	3	00195	00196	00197	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	994	
08807	Имперский Генерал Кент	-1	2	59	0	306200	1200	1	150	4	6	80	0	2	0	1	0DB	11	514	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	826	
11507	Трашер 	-1	2	63	0	978900	2034	0	25	4	6	72	0	1,799999952	0	1	17B	2	514	0	0	00197	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	882	
10403	Элефант Воин 	-1	3	61	0	31630	2034	0	25	2	6	56	0	1,399999976	0	0	169	1	514	1	0	00198	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	244	
11303	Элефант Наемник 	-1	3	53	0	27610	1500	0	25	4	6	40	0	1	0	0	179	2	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	212	
10C0B	Тапель Страж 	-1	1	55	0	14305	1200	1	150	4	6	40	0	1	0	0	172	11	514	1	3	00199	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	110	
11C0B	Тапель Наемник 	-1	1	54	0	14125	1500	1	150	4	6	40	0	1	0	0	0D3	15	4112	1	3	00200	00201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	108	
10803	Тор Штурмовик 	-1	3	55	0	28610	1200	0	25	4	6	40	0	1	0	0	16D	1	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	220	
10F03	Темный РакетчикCanoneer 	-1	4	62	0	64580	2034	1	150	2	6	56	0	1,399999976	0	0	175	11	514	1	0	00202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	310	
11703	Тор Наемник 	-1	5	63	0	97890	2034	0	25	2	6	60	0	1,5	0	0	17D	2	514	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	378	
11003	Стиратель Изена 	-1	3	60	0	31280	2034	1	150	2	6	52	0	1,299999952	0	0	176	11	514	0	-1	00203	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	240	
10A03	Штурмовик Изена 	-1	4	60	0	62560	2034	0	25	2	6	52	0	1,299999952	0	0	170	1	514	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	300	
11803	Наемник Изена 	-1	4	59	0	61240	1500	0	25	4	6	40	0	1	0	0	17E	2	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	295	
13607	Аспел Хранитель 	-1	2	70	0	363200	1500	0	25	4	6	80	0	2	0	1	19C	7	4112	0	3	00204	00205	00206	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	980	
0FD07	Цирус Гале 	-1	2	63	0	978900	2034	0	25	4	6	72	0	1,799999952	0	1	162	1	514	0	0	00175	00207	00197	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	882	
10B07	Раул Массе 	-1	2	56	0	292600	1500	0	25	4	6	80	0	2	0	1	171	1	514	0	3	00208	00209	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	784	
