dword	text	END	
1789	684) Если верить AS01-R1-3814, он попросил тебя охранять пойманного в Порту Империи Беллата и Коры, но произошла проблема. Пойманный Беллат сбежал, а ты, чтобы не просочилась информация о побеге, ликвидировал его. Можешь не оправдываться. Хотя военные законы не имеют власти над тобой, я накажу тебя. Срочно возвращайся в HQ. 		
1790	_		
1791	685) Это не Магнитный браслет у тебя на руке? Если ты сможешь его снять, то потеряешь свое тело! Может быть, тебе даже придется использовать тело торговца. Но мы, торговцы, знаем, как помочь тебе. Тем более мы оцениваем всех воинов. Принеси мне 5 хвостов Красных Скорпионов, которых можно найти в окрестностях Укреплений. Если принесешь их Торговцу Заставы 117, мы передадим информацию о тебе выше и мнение о тебе улучшится. 		
1792	Почему это принес ты? Я просил об этом AR14-31-0496 из HQ. Я слышал, что Торговцы передают свои задания воинам, получившим Изумрод Урона, видимо, это правда. Хорошо, что ты пришел ко мне. Я знаю дело, которое действительно поможет тебе восстановить свою честь. Только что мы обнаружили воина Коры недалеко от зоны Кораблекрушения. Сообщи об этом в штаб.		
1793	687) Это предмет воина Коры, пойманного в Заставе 117 и пытавшегося сбежать. Срочное дело, воин. Среди вещей был найден план операции Коров. Если верить полученной информации, недалеко от HQ Акретов, установлена бомба. Немедленно отправляйся туда и обезвредь ее. Тебе необходимо выполнить задание в течение установленного времени. 		
1794	688) Мы узнали, что воин Коры, установивший Ядерный снаряд и пойманный в Порту Империи были заодно. Если его допросить, можно узнать, зачем они пытались нанести ядерную атаку по нам. Но для этого тебе понадобится устройство распознавания языков, который был забран атаковавшим базу Древним Культистом. Забери устройство у Культистов неподалеку от Заставы 213 и переговори с воином Коры. 		
1795	689) Отлично. Коры напали на нас исключительно из религиозных соображений. Ты можешь сообщить об этом в Генштаб. Также верни мне устройство распознавания языков. 		
1796	_		
1797	_		
1798	_		
1799	_		
1800	_		
1801	690) Говорят, что я обрел славу незаконно. Но это неправда. Скорее я помогаю обрести ее. Я обладаю очень важной информацией. Из-за сменившегося ветра в Сеттовых Пустынях, обнаружены обломки упавшего корабля. Видимо он упал очень давно и выяснить его происхождение очень затруднительно. Если его осмотреть, можно получить очень важную информацию о Новусе. Ты должен осмотреть его. 		
1802	Благодарю тебя. Однако у нас есть информация, что там гораздо больше Частей Разрушенного Корабля .Нам нужно больше информации. Поможешь?		
1803	691) То, что ты осмотрел, видимо обломки первого корабля, попытавшегося приземлиться на Новусе. Скорее всего он упал под влиянием Алтаря. Думаю, основной удар нанесли монстры Новуса. По следам можно определить, что скорее всего это были Бешеные Молотоглавы, обитающие в Бесплодных Пещерах, недалеко от Генштаба. Но больше я ничего узнать не могу. Изучив существ, обитающих поблизости, можно выяснить больше информации о летающем корабле. Я прошу вас истребить этих существ, чтобы я мог изучить местность вокруг. 		
1804	692) Отлично. Благодаря тебе, я смог завершить исследование местности. В результате оказалось, что самолет Сеттовых Пустынь принадлежал Беллату-путешественнику. Во время исследования, была найдена часть дневника и там была запись об Оракуле. Нам необходимо выяснить, что это значит. Узнать это можно только у старого воина, длительное время воюющего с Беллатами, воина X. Найди его. Если он скажет тебе что-то стоящее, немедленно сообщи в Генштаб. 		
1805	693) Оракул это очень древний документ. Он рассказывает не только о прошлом и настоящем, но и о будущем. Я один из немногих Акретов, видевших Оракула. Я видел Оракула в упавшем корабле. Он упал во время битвы с Корами, а все воины были убиты. Поэтому об Оракуле почти никто не знает. Был файл с копией Оракула. С помощью него я смог выбраться. Но недавно Черный Песчаный Червь атаковал меня и забрал этот файл. Скорее всего этот файл до сих пор находится у него. Попробуй найти его. 		
1806	694) Спасибо... Это то, что я искал, но повреждения значительны. Если ты хочешь узнать содержание файлов, то я могу рассказать тебе о нем из своих воспоминаний. Там было написано, что скоро неизвестная раса нападет на нашу Галактику и остановить их можно только на особой звезде. Это было предсказание об освоении Новуса. Больше я ничего не могу сказать. И не советую тебе сообщать об этому. Потому что Акреты хотят скрыть эту информацию. Теперь возвращайся обратно. Я рассказал все, что мог. 		
1807	695) На самом деле я был воином Легиона Императора. Но я потерял свое тело в бою и теперь мне приходится использовать это тело, тело торговца. Когда я потерял свое механическое тело, Империя отвернулась от меня и изгнала сюда. Но я не падаю духом. Если я заполучу великую силу, вновь смогу получить механическое тело. Для этого мне необходимо провести несколько экспериментов. Используя клетки живы организмов Новуса, можно обрести новую силу. Но для этого мне необходимо раздобыть 5 клеток  Старых Скарабеев. 		
1808	696) Спасибо. Я попробовал использовать полученные от тебя клетки живых организмов Новуса, но это не произвело должного эффекта. Я не могу восстановить былую силу. Но у меня все еще осталась надежда. Упавший здесь, в Заставе 117, корабль, принадлежал мне. Поэтому я хорошо знаю его структуру. В Авиачасти сейчас обитают Наяды, с которыми мы проводили различные эксперименты. Они обладают огромной силой, неподвластной никому. Я собираюсь воспользоваться этой силой. Мне необходимы 5 клеток этих Наяд. 		
1809	697) Эксперимент прошел успешно. Добавив клетки Наяд, мои силы частично вернулись. Но пока что я не могу восстановиться полностью. Мне необходимы мощные доспехи. В Беспощадных Топях неподалеку от Заставы 213 можно найти самый прочный материал на Новусе – Шкура Царя Скорпионов. Найди его для меня. 		
1810	_		
1811	698) Здесь, в Заставе 213 находится очень много реликвий, оставленных Культистами. Думаю, Император будет очень заинтересован в здешних местах. Эти реликвии можно найти в Катакомбах и Крепости Шипоголовов. Если сможешь достать их, то можешь надеяться на благосклонность Императора. 		
1812	699) Ты принес обе реликвии? Молодец. Но, изучив их, я могу сказать, что обе реликвии это часть одного ключа, открывающего путь к настоящему сокровищу. Скорее всего это место, где спрятано сокровище Шипоголовов. Но где это место, никто не знает. Кстати, я придумал способ изготовить ожерелье забвения. С помощью него Шипоголовы будут принимать тебя за своего. С помощью него ты сможешь найти место захоронения сокровища. Проблема в материалах. Тебе необходимо принести мне глаз Лобстера Матриарха, обитающего недалеко от Катакомб и Крепости Шипоголовов. Мне хватит 5 шт. 		
1813	700) Слава Богу. Благодаря глазам Лобстеров Матриархов, я смог создать ожерелье забвения. Теперь ты можешь пройти мимо Шипоголовов и выяснить место, где спрятано последнее сокровище. Говорят, что в Генштабе находится пойманный Шипоголов, поговори с ним с помощью этого ожерелья. Шипоголов примет тебя за своего и расскажет, где спрятана последняя реликвия!		
1814	701) Друг, тебя тоже поймали? Говоришь, что забыл, где спрятана реликвия? Ты  в своем уме? Потому-то тебя и поймали. Последняя реликвия находится в Храме Шипоголовов. Но на самом деле волноваться не о чем. Ее охраняет Предводитель Шипоголовов. Если его не победить, то сокровище не получить. Тем более для того, чтобы найти сокровище в Храме Шипоголовов, необходимо найти две реликвии, спрятанные в Катакомбах и Крепости Шипоголовов. Никто не сможет раздобыть их! Подожди! Ты кто? Говори! А! Голова... 		
1815	702) Ты победил Предводителя Шипоголовов и получил последнюю реликвию! Отличная работа. Мы, торговцы, всегда завидуем воинам. Изначально меня не приняли в Албариум и мне пришлось стать Торговцем, при этом мечтой всей моей жизни является желание повстречать когда-нибудь самого Императора. Но если мои старания по поводу реликвий не оправдают себя, все пойдет прахом. Вы не поможете мне и не передадите мне это сокровище? Хотя я и труслив, обладаю огромным количеством полезной информации. 		
1816	703) Ты помнишь Арголов? Это ужасное существо, которое атакует любые существа и установки, излучающих энергию Алтаря, в том числе и наши вибромагнитные системы. Но более развитыми считаются Стальные Арголы. Сейчас они находятся на Дороге Древних и не распознают наши вибромагнитные системы. Но если они подойдут слишком близко к нашему HQ, опасность увеличится. Немедленно отправляйся и истреби их пока не поздно. 		
1817	704) Это и есть запись внешнего вида Калианы! На самом деле Гибриды, прислужники Картелы, не собирались помогать Калианам. Они подстерегли их и продали в рабство. Именно тогда они и засняли это. 		
1818	_		
1819	_		
1820	_		
1821	705)Подожди! С недавних пор в Пустыне объявились Тестовые Рапторы. На самом деле это были обычные Рапторы, но они стали сильнее и безжалостнее. Мне кажется, что они заразились вирусом Геродиан. Если это правда, то Пустыни также небезопасны. Для проверки уровня заражения Пустынь, я внедрил в их тела специальные устройства измерения уровня загрязнения Пустынь. Ты не мог бы принести их обратно?		
1822	706) Посмотри! Тестовые Рапторы действительно были заражены вирусом Геродиан. Ты ведь слышал, что Геродианы были обнаружены в Отрогах Вулкана Котел? Мне кажется, что вирус в Пустынях попал сюда именно с Вулкана. Для проверки этого факта, я внедрил в тела существ, обитающих в Отрогах Вулкана Котел, устройства измерения уровня загрязнения Вулкана. Ты не мог бы собрать 10 таких устройств и принести мне?		
1823	707) Я был прав? Уровень загрязнения на Вулкане абсолютно идентичен с тем, что мы наблюдали в Сеттовых Пустынях. Загрязнение с Вулкана попало в Пустыни через Портал! Если оставить проблему Загрязнения в стороне, Вирус распространится по всему Новусу. Надо срочно придумать что-то!		
1824	708) Я понимаю опасность загрязнений с Вулкана. Я также ищу способ, но тебе необходимо сообщить об этом в Генштаб. Пришел приказ от Императора и его представитель находится в Штабе. Император доверил ему наблюдать за Отрогами Вулкана. Это воля Императора, ничего не поделаешь. Ты найдешь его в Генштабе, найди его. 		
1825	709) Отлично. Я посланник великого Императора! С этих пор, обо всех проблемах отрогов Вулкана ты будешь докладывать мне. Возможность распространения Загразнений, о которой ты мне должил, действительно вероятна. Но если истребить существ, обитающих там, это распространение можно остановить. Пока это только вероятность, мы должны уменьшить эту вероятность до минимума. Отправляйся туда!		
1826	710) Подожди! До сих пор я ждал настоящего воина. Проблема Вулкана не разрешиться обычным истреблением существ. Поэтому я собираюсь опечатать Отроги Вулкана Котел, как это делали наши предки. Я собираюсь распылить Алтарь, чтобы уменьшить уровень загрязнений в Отрогах Вулкана Котел. Для этого необходимо создать новую установку. От тебя требуется принести необходимые материалы. В первую очередь Клейкая жидкость Лавового Арохнида 10шт. Принеси мне ее с Элана. 		
1827	711) Спасибо. Если мы воспользуемся всеми материалами, принесенными тобой, то Алтарь будет прикреплен к Вирусу. Теперь отнеси все эти материалы Кузнецу в HQ. Он занимается созданием установки распыления Алтаря. 		
1828	712)По приказу командования, я занимаюсь созданием установки распыления Алтаря. Теперь сборка установки завершена. Если верить информации, этим можно остановить вирус в Отрогах Вулкана. Для этого необходимо передать установку Хранителю Врат Сеттовых Пустынь. 		
1829	713) Это и есть установка, которая поможет нам остановить заражение Вулкана. Акреты молодцы, делают такие чудесные вещи. Так, теперь мне надо установить ее на приготовленную заранее площадку. Теперь нам необходимо проверить уровень загрязнений вновь. Ты не принесешь Измеритель Загрязнения II? Посмотрев показания Измерителя, мы сможем выяснить, действует ли наша Установка. 		
1830	_		
1831	Это одна из частей чипа памяти Коры. Здесь сохранена важнейшая информация. Информация о том, как можно остановить Загрязнения с Отрогов Вулкана Котел и опечатать всю территорию вокруг. Видимо, они собираются использовать все свои Силы, чтобы защититься от распространяющихся Загрязнений. Но эта информация неполная. Вернись к Порталу Коры в Краговых Шахтах и в Сетовой пустыне и принеси мне чипы II, III.		
1832	715) Если верить собранной информации, Коры не могут создать установку, которая защитила бы их от Загрязнений, из-за недостатка технических навыков. Поэтому для разрешения создавшейся ситуации, они просят о союзе трех рас. И, хотя это наши враги, для безопасного освоения Новуса нам необходимо провести общее собрание. Я собираюсь обсудить это с Командованием. Представители трех раз находятся в Береговом Проходе Элана. Немедленно отправляйся и встреться с представителем Акретов AS03-R1-08A4. 		
1833	716) Спасибо, что пришел. Мы собираемся провести общее собрание, впервые с начала войны. Нашей целью является остановить разспространение Вируса, распыленного в Отрогах Вулкана Котел Геродианами. Но разрешение проблемы до сих пор стоит под знаком вопроса. Мы не очень понимаем друг друга. Кстати, появившиеся на Элане Предатели владеются устройством распознавания языков. Отправляйся в Лес Безмолвия и, убив Ренегатов-Диверсантов, принеси мне устройство. 		
1834	717) Отлично. Принесенное тобой устройство помогло нам наладить контакт с Беллатами. Ты не мог бы встретить представителя Беллатов и узнать, почему они вышли из переговоров?		
1835	718) Теперь все становится на свои места. До начала переговоров я отправил агента следить за ситуацией. Но он прислал сообщение из Леса Безмолвия Элана. Но из-за Ренегатов, обитающих по всему Элану, он не может добраться до нас. Если мы хотим продолжить переговоры в скором времени, ты должен встретиться с нашим агентом, не забудь для этого устройство распознавания языков. 		
1836	719) Я только что видел передачу чипа, в котором содержалась информация о встрече агента Коров и Кора-Ренегата. Эти доказательства сейчас у Ренегата Рыцаря Смерти и ты должен отнять их и доставить Представителю нынешних переговоров. Если хоть какая-то из трех рас будет пытаться совершить подлую атаку за спиной у остальных, мы не сможем ни о чем договориться. 		
1837	720) Не верю! В этом чипе была запись, что если они получат наши технологии, тотчас же нападут на Беллатов. Конечно же, Акреты тоже были бы атакованы. Все это желание Коров заполучить наши технологии. И ведь они прислали своего представителя на переговоры. Я сейчас же остановлю все. Сообщи об этом и представителю Акретов. Также передай, что устройство распознавания языков больше не понадобится. 		
1838	721) Это изначально было ошибкой. И они пришли на переговоры! Нам надо было сразу поверить тем, кто противостоял самой попытке переговоров. Теперь мы должны будем вернуться к миссии сокращения количества присутствующих в Отрогах Вулкана Котел существ. Возвращайся в HQ  и доложи обо все. 		
1839	_		
1840	_		
1841	722) Ты же знаешь новость о том, что в Вулкане появился Геродиан? Его имя Бельфегор. Я очень интересуюсь этим монстром и хочу протестировать его. Конечно же я не могу его уничтожить сам. Мог бы ты принести мне мозг подчиненного Бельфегора Клувера? Мы получим очень много информации из его мозга. Он бродит в Вулкане, так что тебе нужно будет его поискать.		
1842	723) Ух ты! Посмотри на это! Из мозга главаря Гоблинов Клувера мне удалось выяснить, что Бельфегор украл что-то у вышестоящего Геродиана и сбежав, его корабль упал на Новус. Но сам подумай, теперь разозленный Геродиан может прилететь сюда в поисках своей вещи и вероятность этого 50%. Срочно передай эту информацию в ГенШтаб. 		
1843	724) Ты интересуешься пустяками! Сейчас ты должен заботиться только о том, как доказать Императору свою преданность. Я уже говорил, что буду заниматься исключительно истреблением монстров в Отрогах Вулкана Котел. Для этого потрать свое время на уничтожение Орков Предводителей и Гигантских Орков. Я буду следить за тобой.		
1844	725) Я был отправлен сюда Командованием для изучения свойств Алтаря. Это особое задание. Из-за нашего способа добычи руды, Алтарь постепенно истощается. Это прямое доказательство о том, что в нашем способе добычи руды есть проблемы. Но до сих пор администратор ничего не предпринял. Прошли слухи, что Дерево Новуса и Алтарь имеют очень похожий состав. Я хочу создать новый способ добычи. Для этого я установил Устройство анализирующее Дерево Новуса. Принеси мне информацию, которую собрало это устройство. Но помни, что на Элане очень часто возникают конфликты и тебе будет трудно добраться туда.		
1845	726) Это устройство Беллато запрограммировано на добычу и анализ информации о составе Дерева Новуса. Если корпус устройства сломан на 80%, то оно автоматически уничтожается вместе со всей информацией. На данный момент журнал анализа заполнен на 100%, а состояние корпуса составляет 82%. Как ты знаешь, скоро устройство взорвется со всей информацией. Отнесите его за 30 минут в Лес Безмолвия посыльному.		
1846	727) Я не понимаю, как можно было оставить пленку с информацией! Как я теперь смогу тебе доверять важные поручения? Ну ладно, так как у нас очень сложное положение, я дам тебе еще один шанс. Нельзя перепрограммировать устройство анализирующее Дерево Новуса от взрыва. Но можно получить информацию через природу. Иди срочно к Дереву Новуса и получи снова информацию!		
1847	728) Хорошо, что ты принес мне это! Наверно на тебя ополчились другие расы, из-за информации, которую содержит анализирующее устройство Дерева Новуса. Из Совета Семи был отдан приказ доставить Гормоны Развития монстров Новуса, которые они бы вставили в пленку. Добудьте 5 Гормонов Развития, уничтожая Арахнидов, которые еще не находятся под влиянием Дерева Новуса.		
1848	729) Если вставить пленку с информацией развития Дерева Новуса в руду, то мы сможем найти новый способ добычи руды. Если мы вставим в Гормоны Развития, не находящихся под влиянием Дерева Новуса, живых существ пленку развития и по новой обработанную руду, то мы получим желаемый результат. Тебе необходимо передать пленку с информацией и 5 гормонов развития, полученные тобой с Арахнида в ГенШтаб. 		
1849	_		
1850	_		
1851	730) Элан пока еще не принадлежит никому. Но тут еще не поврежденная местность и есть очень большая вероятность, что Алтарь зарыт именно здесь, поэтому каждая раса будет отвоевывать себе землю. Для того, чтобы завоевать эту землю я составил план вместе с Картелой. Ты же знаешь, что на Элан можно попасть только по порталу, установленному в Береговом Проходе. Ну а что будет если сделать так, чтобы ни Акретия ни Кора не смогли использовать портал? Право собственности Элана перейдет к нам. Я заранее поговорил с торговцем Картелы Вадином. Иди на Элан и услышь точный ответ от Картелы.		
1852	731) Картела собирается передать Элан Акретам, но для этого мы должны взять на себя ответственность за прибыль, получаемую на данный момент Корами и Беллатами. Картела ведь заботиться только о своих доходах. Но если Акреты смогут уничтожить Калиан, то мы сможем оправдать будущие потери Картелы. Если ты уничтожишь Патрульных Роботов Гамма, атакующих Картелу, они подумаем.		
1853	От Картелы пришло известие о том, что мы уничтожили Патрульных Роботов Гамма, но террор на Этере до сих пор продолжается. Говорят, что если они отдадут Береговой Проход нам, то убытки будут больше, чем прибыль. Так что помоги еще немного, уничтожив 20 Робо-Мечников и 20 Робо-Пулеметчиков. Если поможешь, то и решение Картелы будет другим.		
1854	733) Это головной убор, который носят Беллаты! Я видел, как они используют его во время битвы. Но я не знаю его свойства. Вполне возможно, что именно он питает их Святой Силой. Есть один человек, который мог бы дать ответ на этот вопрос. Тебе необходимо поговорить с AS03-R1-08A4, находящимся в Береговом Проходе. 		
1855	734) Что ты делаешь! Ты криво ходишь и не владеешь собой. Это тобой владеет украшение, которое парализует наши движения. Сними скорее! Вражеские украшения действуют на нас противоположным способом и мы должны уничтожать эти предметы. Срочно устрани Ренегатов Ассасинов и Медиумов. 		
1856	735) Все из-за того, что Империя сообщила всем, что Арголы уничтожены! Все поверили и по новой установили вибромагнитную систему и появились новые Арголы. Ну и как мы теперь можем верить Империи и работать тут? Я что неправильно говорю? Было бы замечательно, если бы кто-то уничтожил Аргулинов Стражей на Пике 213. А то я просто соберу вещи и уеду отсюда.		
1857	736) Новость, что ты убил Аргулинов Стражей, уже дошла до этих мест. Можно ли у тебя еще кое что попросить? Те Аргулины, которые были в Пике 213, были всего лишь разведчиками. А настоящий враг находится в Высохшем Болоте! Я сам видел его своими глазами, проходя мимо Высохшего Болота. Конечно же я вернулся, но у меня дрожали ноги. Мне очень нужна та дорога, я постоянно по ней прохожу. Не мог бы ты убить Аргулинов Бронированных Стражей, обитающих на Высохшем Болоте?		
1858	737) Видел? Конечно же ты видел? Это были не обычные Арголы. Это был Панцирный Аргол! Этот монстр до сих пор не был уничтожен, он является прямым предводителем Арголов! Если его не уничтожить, то снова придет опасность в наши края! Панцирный Аргол и так представляет собой огромную силу, но у него еще есть стражи, которые защищают его. Так что одному в этот раз справиться не получится. Найди себе союзников.		
1859	738) До сих пор Медведок было не так уж и много, поэтому они были незаметны, но оказывается у них имеются очень полезные ресурсы. Поэтому я думаю, что если уничтожить их предводителя, Короля Медведок, обитающего в Авиачасти и в 1,5 раза более развитого, чем обычные Медведки, можно получить еще больше полезных ресурсов. Не мог бы ты уничтожить его для меня? Я не останусь в долгу!		
1860	739) Медведки на данный момент является самым полезным существом Новуса. Последнее время, с популяризацией Короля Медведок, появился также интерес к Брутальным Медведкам. Но недавно была получена информация, что они пробрались в Разбитом Корабле Заставы 117. Так как Разбитый Корабль мы собираемся использовать в качестве Лаборатории, необходимо провести работы по очистке его от монстров. Я приготовлю для тебя соответствующую награду. 		
1861	Ужасно. Разрешенная мною Гильдия может быть изгнана. Кто-то напал на корабль Картелы, и вор спрятался среди членов Гильдии, у которой было собрание неподалеку. Скорее всего, вор уже очень далеко. Я подозреваю, что это дело рук Культистов. Тем более, что их торговцы сейчас находятся в Сеттовых Пустынях. Если подслушать их разговоры, мы сможем получить доказательства.		
1862	741) Добро пожаловать. Тебя послал Клерк? Я как раз ждал тебя. Посмотри эту Мантию. Погоди! Надеть её сейчас нельзя. Эффект этой мантии длится всего 10 минут. Ты говоришь, что пойдешь подслушивать Культистов? Ищи их в Сеттовых Руинах Сеттовых Пустынь. Там собралось трое из них, торопись.		
1863	742) Я разве не предупреждал, что мантия действует в течение 10-ти минут? Возвращайся ко мне, когда сможешь. Я приготовлю еще одну.		
1864	743) Я был прав! Это Культисты атаковали корабль Картелы. Но для того, чтобы полностью оправдать запятнанную честь Гильдии, нам необходимо найти неопровержимые доказательства. Кстати, выслушав разговоры Культистов, я пришел к выводу, что они отправляют ворованные предметы своему Главарю. Он находится в Крепости Шипоголовов Заставы 213. Предметы Картелы, которые можно использовать как доказательства, находятся там. Но место то опасно от самого входа. В первую очередь путь к их Главарю охраняют Стражи Царя Шипоголовов. Тебе надо будет уменьшить их число, перед тем как прорваться к Главарю.		
1865	744) Отлично. Нам осталось найти предметы с корабля Картелы. Скорее всего, они находятся среди вещей Яростного Шипоголова, хозяина этой местности. Тебе надо будет сразиться с ним, чтобы осмотреть его вещи. Если ты состоишь в Гильдии, попроси о помощи, если нет, один не отправляйся в любом случае, возьми соратников. Если победишь его, осмотри вещи.		
1866	745) На этих предметах нанесены символы Картелы, это точно они! Мы можем использовать эти предметы, как доказательство невиновности Гильдии.  Принеси мне Фляжку, находящуюся среди найденных вещей.		
1867	746) Мы получили сообщение от X. Он является членом Легиона Императора, был сильно поврежден и теперь изучает что-то в Заставе 117. Он не получил признания и стал Торговцем. Но в последнее исследование он решил вложить все свое состояние. Думаю, если ты хочешь заработать неплохую сумму, тебе надо попробовать сходить к нему. 		
1868	747) Мы встречались до этого? В любом случае я неплохо заплачу. Я пытаюсь найти документ, зовущийся Оракулом. И наконец-то я напал на след. Мне необходимо создать устройство поиска этого документа, но, как ты знаешь, на Новусе очень мало материалов. Но, если мы используем существ Новуса, вполне можем достичь необходимых результатов. Для этого вполне можно воспользоваться Царем Богомолов. 		
1869	Ну и ну! Не смог отличить приступника! Да за такое выгоняют из гильдии навсегда! Ступай к Кузнецу Джейдену и послушай, что говорят торговцы Новуса еще раз.		
1870	_		
1871	748) Найдено неизвестное существо Новуса. Они обитают в Каньонах и нападают на проходящие мимо караваны торговцев. Назвали его Малым Реликтовым Ящером, когда-то они были истреблены. Теперь они объявились вновь. Для повторной регистрации существа, мне необходимыего клетки. Собери их и возвращайся. 		
