string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	dword	dword	dword	float	float	float	float	float	long	dword	float	float	dword	float	dword	float	dword	float	dword	float	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	float	END
ikbtb51	1	700600	154	Бустер Стремительности [Ранг 51 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	26	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb51	-1	1	9	
ikbtb52	1	700600	154	Бустер Стремительности [Ранг 52 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	26,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb52	-1	1	9	
ikbtb53	1	700600	154	Бустер Стремительности [Ранг 53 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	27	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb53	-1	1	9	
ikbtb54	1	700600	154	Бустер Стремительности [Ранг 54 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	27,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb54	-1	1	9	
ikbtb55	1	700600	154	Бустер Стремительности [Ранг 55 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	28	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb55	-1	1	9	
ikbtb56	1	700600	154	Бустер Стремительности [Ранг 56 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	28,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb56	-1	1	9	
ikbtb57	1	700600	154	Бустер Стремительности [Ранг 57 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	29	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb57	-1	1	9	
ikbtb58	1	700600	154	Бустер Стремительности [Ранг 58 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	29,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb58	-1	1	9	
ikbtb59	1	700600	154	Бустер Стремительности [Ранг 59 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	30	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb59	-1	1	9	
ikbtb60	1	700600	154	Бустер Стремительности [Ранг 60 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	30,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb60	-1	1	9	
ikbtb61	1	700600	154	Бустер Стремительности [Ранг 61 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	31	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb61	-1	1	9	
ikbtb62	1	700600	154	Бустер Стремительности [Ранг 62 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	31,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb62	-1	1	9	
ikbtb63	1	700600	154	Бустер Стремительности [Ранг 63 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	32	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb63	-1	1	9	
ikbtb64	1	700600	154	Бустер Стремительности [Ранг 64 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	32,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb64	-1	1	9	
ikbtb65	1	700600	154	Бустер Стремительности [Ранг 65 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	33	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb65	-1	1	9	
ikbtb66	1	700600	154	Бустер Стремительности [Ранг 66 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	33,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb66	-1	1	9	
ikbtb67	1	700600	154	Бустер Стремительности [Ранг 67 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	34	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb67	-1	1	9	
ikbtb68	1	700600	154	Бустер Стремительности [Ранг 68 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	34,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb68	-1	1	9	
ikbtb69	1	700600	154	Бустер Стремительности [Ранг 69 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	35	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb69	-1	1	9	
ikbtb70	1	700600	154	Бустер Стремительности [Ранг 70 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	35,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb70	-1	1	9	
ikbtb71	1	700600	154	Бустер Стремительности [Ранг 71 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	36	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb71	-1	1	9	
ikbtb72	1	700600	154	Бустер Стремительности [Ранг 72 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	36,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb72	-1	1	9	
ikbtb73	1	700600	154	Бустер Стремительности [Ранг 73 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	37	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb73	-1	1	9	
ikbtb74	1	700600	154	Бустер Стремительности [Ранг 74 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	37,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb74	-1	1	9	
ikbtb75	1	700600	154	Бустер Стремительности [Ранг 75 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	38	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb75	-1	1	9	
ikbtb76	1	700600	154	Бустер Стремительности [Ранг 76 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	38,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb76	-1	1	9	
ikbtb77	1	700600	154	Бустер Стремительности [Ранг 77 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	39	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb77	-1	1	9	
ikbtb78	1	700600	154	Бустер Стремительности [Ранг 78 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	39,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb78	-1	1	9	
ikbtb79	1	700600	154	Бустер Стремительности [Ранг 79 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	40	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb79	-1	1	9	
ikbtb80	1	700600	154	Бустер Стремительности [Ранг 80 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	40,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb80	-1	1	9	
ikbtb81	1	700600	154	Бустер Стремительности [Ранг 81 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	41	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb81	-1	1	9	
ikbtb82	1	700600	154	Бустер Стремительности [Ранг 82 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	41,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb82	-1	1	9	
ikbtb83	1	700600	154	Бустер Стремительности [Ранг 83 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	42	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb83	-1	1	9	
ikbtb84	1	700600	154	Бустер Стремительности [Ранг 84 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	42,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb84	-1	1	9	
ikbtb85	1	700600	154	Бустер Стремительности [Ранг 85 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	43	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb85	-1	1	9	
ikbtb86	1	700600	154	Бустер Стремительности [Ранг 86 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	43,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb86	-1	1	9	
ikbtb87	1	700600	154	Бустер Стремительности [Ранг 87 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	44	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb87	-1	1	9	
ikbtb88	1	700600	154	Бустер Стремительности [Ранг 88 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	44,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb88	-1	1	9	
ikbtb89	1	700600	154	Бустер Стремительности [Ранг 89 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	45	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb89	-1	1	9	
ikbtb90	1	700600	154	Бустер Стремительности [Ранг 90 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	45,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb90	-1	1	9	
ikbtb91	1	700600	154	Бустер Стремительности [Ранг 91 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	46	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb91	-1	1	9	
ikbtb92	1	700600	154	Бустер Стремительности [Ранг 92 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	46,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb92	-1	1	9	
ikbtb93	1	700600	154	Бустер Стремительности [Ранг 93 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	47	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb93	-1	1	9	
ikbtb94	1	700600	154	Бустер Стремительности [Ранг 94 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	47,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb94	-1	1	9	
ikbtb95	1	700600	154	Бустер Стремительности [Ранг 95 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	48	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb95	-1	1	9	
ikbtb96	1	700600	154	Бустер Стремительности [Ранг 96 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	48,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb96	-1	1	9	
ikbtb97	1	700600	154	Бустер Стремительности [Ранг 97 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	49	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb97	-1	1	9	
ikbtb98	1	700600	154	Бустер Стремительности [Ранг 98 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	49,5	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb98	-1	1	9	
ikbtb99	1	700600	154	Бустер Стремительности [Ранг 99 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	50	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbtb99	-1	1	9	
ikbhb00	1	700600	154	Бустер Возвышения [Стандартный 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,002	0	0	0	0	0	0	0	1	1	1	0	1	7	tikbhb00	-1	1	9	
ikbhb01	1	700600	154	Бустер Возвышения [Ранг 1 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,004	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb01	-1	1	9	
ikbhb02	1	700600	154	Бустер Возвышения [Ранг 2 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,006	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb02	-1	1	9	
ikbhb03	1	700600	154	Бустер Возвышения [Ранг 1 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,008	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb03	-1	1	9	
ikbhb04	1	700600	154	Бустер Возвышения [Ранг 2 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,01	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb04	-1	1	9	
ikbhb05	1	700600	154	Бустер Возвышения [Ранг 1 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,012	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb05	-1	1	9	
ikbhb06	1	700600	154	Бустер Возвышения [Ранг 6 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,014	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb06	-1	1	9	
ikbhb07	1	700600	154	Бустер Возвышения [Ранг 7 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,016000001	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb07	-1	1	9	
ikbhb08	1	700600	154	Бустер Возвышения [Ранг 8 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,017999999	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb08	-1	1	9	
ikbhb09	1	700600	154	Бустер Возвышения [Ранг 9 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,02	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb09	-1	1	9	
ikbhb10	1	700600	154	Бустер Возвышения [Ранг 10 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,022	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb10	-1	1	9	
ikbhb11	1	700600	154	Бустер Возвышения [Ранг 11 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,024	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb11	-1	1	9	
ikbhb12	1	700600	154	Бустер Возвышения [Ранг 12 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,026000001	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb12	-1	1	9	
ikbhb13	1	700600	154	Бустер Возвышения [Ранг 13 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,028000001	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb13	-1	1	9	
ikbhb14	1	700600	154	Бустер Возвышения [Ранг 14 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,029999999	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb14	-1	1	9	
ikbhb15	1	700600	154	Бустер Возвышения [Ранг 15 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,032000002	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb15	-1	1	9	
ikbhb16	1	700600	154	Бустер Возвышения [Ранг 16 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,034000002	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb16	-1	1	9	
ikbhb17	1	700600	154	Бустер Возвышения [Ранг 17 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,035999998	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb17	-1	1	9	
ikbhb18	1	700600	154	Бустер Возвышения [Ранг 18 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,037999999	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb18	-1	1	9	
ikbhb19	1	700600	154	Бустер Возвышения [Ранг 19 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,039999999	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb19	-1	1	9	
ikbhb20	1	700600	154	Бустер Возвышения [Ранг 20 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,041999999	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb20	-1	1	9	
ikbhb21	1	700600	154	Бустер Возвышения [Ранг 21 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,044	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb21	-1	1	9	
ikbhb22	1	700600	154	Бустер Возвышения [Ранг 22 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,046	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb22	-1	1	9	
ikbhb23	1	700600	154	Бустер Возвышения [Ранг 23 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,048	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb23	-1	1	9	
ikbhb24	1	700600	154	Бустер Возвышения [Ранг 24 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,050000001	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb24	-1	1	9	
ikbhb25	1	700600	154	Бустер Возвышения [Ранг 25 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,052000001	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb25	-1	1	9	
ikbhb26	1	700600	154	Бустер Возвышения [Ранг 26 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,054000001	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb26	-1	1	9	
ikbhb27	1	700600	154	Бустер Возвышения [Ранг 27 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,056000002	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb27	-1	1	9	
ikbhb28	1	700600	154	Бустер Возвышения [Ранг 28 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,057999998	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb28	-1	1	9	
ikbhb29	1	700600	154	Бустер Возвышения [Ранг 29 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,059999999	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb29	-1	1	9	
ikbhb30	1	700600	154	Бустер Возвышения [Ранг 30 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,061999999	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb30	-1	1	9	
ikbhb31	1	700600	154	Бустер Возвышения [Ранг 31 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,064000003	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb31	-1	1	9	
ikbhb32	1	700600	154	Бустер Возвышения [Ранг 32 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,066	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb32	-1	1	9	
ikbhb33	1	700600	154	Бустер Возвышения [Ранг 33 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,068000004	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb33	-1	1	9	
ikbhb34	1	700600	154	Бустер Возвышения [Ранг 34 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,07	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb34	-1	1	9	
ikbhb35	1	700600	154	Бустер Возвышения [Ранг 35 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,071999997	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb35	-1	1	9	
ikbhb36	1	700600	154	Бустер Возвышения [Ранг 36 	6	5	6	0	11000	55	-1	0	-1	-1	-1	-1	0	100000	0	0	0	0	1000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0,074000001	0	0	0	0	0	0	0	1	1	1	0	1	0	tikbhb36	-1	1	9	
