clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	long	dword	dword	dword	dword	dword	byte	byte	byte	byte	byte	byte	byte	byte	long	byte	byte	byte	byte	byte	byte	byte	byte	float	float	float	float	dword	dword	dword	word	word	word	word	float	float	float	dword	END
ikbhb65	Бустер Возвышения [Ранг 65 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1043	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,131999999	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb66	Бустер Возвышения [Ранг 66 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1044	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,134000003	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb67	Бустер Возвышения [Ранг 67 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1045	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,136000007	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb68	Бустер Возвышения [Ранг 68 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1046	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,137999997	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb69	Бустер Возвышения [Ранг 69 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1047	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,140000001	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb70	Бустер Возвышения [Ранг 70 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1048	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,142000005	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb71	Бустер Возвышения [Ранг 71 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1049	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,143999994	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb72	Бустер Возвышения [Ранг 72 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1050	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,145999998	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb73	Бустер Возвышения [Ранг 73 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1051	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,148000002	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb74	Бустер Возвышения [Ранг 74 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1052	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,150000006	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb75	Бустер Возвышения [Ранг 75 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1053	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,151999995	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb76	Бустер Возвышения [Ранг 76 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1054	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,153999999	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb77	Бустер Возвышения [Ранг 77 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1055	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,156000003	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb78	Бустер Возвышения [Ранг 78 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1056	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,158000007	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb79	Бустер Возвышения [Ранг 79 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1057	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,159999996	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb80	Бустер Возвышения [Ранг 80 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1058	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,162	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb81	Бустер Возвышения [Ранг 81 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1059	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,164000005	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb82	Бустер Возвышения [Ранг 82 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1060	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,165999994	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb83	Бустер Возвышения [Ранг 83 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1061	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,167999998	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb84	Бустер Возвышения [Ранг 84 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1062	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,170000002	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb85	Бустер Возвышения [Ранг 85 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1063	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,172000006	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb86	Бустер Возвышения [Ранг 86 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1064	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,173999995	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb87	Бустер Возвышения [Ранг 87 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1065	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,175999999	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb88	Бустер Возвышения [Ранг 88 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1066	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,178000003	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb89	Бустер Возвышения [Ранг 89 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1067	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,180000007	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb90	Бустер Возвышения [Ранг 90 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1068	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,181999996	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb91	Бустер Возвышения [Ранг 91 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1069	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,184	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb92	Бустер Возвышения [Ранг 92 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1070	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,186000004	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb93	Бустер Возвышения [Ранг 93 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1071	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,187999994	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb94	Бустер Возвышения [Ранг 94 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1072	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,189999998	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb95	Бустер Возвышения [Ранг 95 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1073	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,192000002	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb96	Бустер Возвышения [Ранг 96 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1074	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,194000006	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb97	Бустер Возвышения [Ранг 97 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1075	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,195999995	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb98	Бустер Возвышения [Ранг 98 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1076	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,197999999	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbhb99	Бустер Возвышения [Ранг 99 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1077	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	5	0	0	0	0	0	0	0,200000003	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb00	Бустер Отражения [Стандартный 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1078	1	0	1	-1	5	0	7	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,001	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb01	Бустер Отражения [Ранг 1 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1079	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,002	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb02	Бустер Отражения [Ранг 2 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1080	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,003	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb03	Бустер Отражения [Ранг 1 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1081	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,004	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb04	Бустер Отражения [Ранг 2 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1082	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,005	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb05	Бустер Отражения [Ранг 1 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1083	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,006	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb06	Бустер Отражения [Ранг 6 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1084	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,007	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb07	Бустер Отражения [Ранг 7 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1085	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,008	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb08	Бустер Отражения [Ранг 8 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1086	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,009	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb09	Бустер Отражения [Ранг 9 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1087	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,01	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb10	Бустер Отражения [Ранг 10 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1088	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,011	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb11	Бустер Отражения [Ранг 11 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1089	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,012	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb12	Бустер Отражения [Ранг 12 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1090	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,013	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb13	Бустер Отражения [Ранг 13 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1091	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,014	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb14	Бустер Отражения [Ранг 14 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1092	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,015	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb15	Бустер Отражения [Ранг 15 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1093	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,016000001	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb16	Бустер Отражения [Ранг 16 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1094	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,017000001	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb17	Бустер Отражения [Ранг 17 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1095	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,017999999	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb18	Бустер Отражения [Ранг 18 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1096	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,018999999	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb19	Бустер Отражения [Ранг 19 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1097	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,02	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb20	Бустер Отражения [Ранг 20 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1098	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,021	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb21	Бустер Отражения [Ранг 21 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1099	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,022	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb22	Бустер Отражения [Ранг 22 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1100	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,023	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb23	Бустер Отражения [Ранг 23 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1101	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,024	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb24	Бустер Отражения [Ранг 24 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1102	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,025	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb25	Бустер Отражения [Ранг 25 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1103	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,026000001	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb26	Бустер Отражения [Ранг 26 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1104	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,027000001	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb27	Бустер Отражения [Ранг 27 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1105	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,028000001	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb28	Бустер Отражения [Ранг 28 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1106	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,028999999	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb29	Бустер Отражения [Ранг 29 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1107	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,029999999	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb30	Бустер Отражения [Ранг 30 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1108	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,030999999	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb31	Бустер Отражения [Ранг 31 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1109	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,032000002	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb32	Бустер Отражения [Ранг 32 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1110	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,033	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb33	Бустер Отражения [Ранг 33 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1111	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,034000002	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb34	Бустер Отражения [Ранг 34 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1112	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,035	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb35	Бустер Отражения [Ранг 35 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1113	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,035999998	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb36	Бустер Отражения [Ранг 36 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1114	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,037	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb37	Бустер Отражения [Ранг 37 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1115	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,037999999	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb38	Бустер Отражения [Ранг 38 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1116	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,039000001	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb39	Бустер Отражения [Ранг 39 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1117	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,039999999	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb40	Бустер Отражения [Ранг 40 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1118	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,041000001	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb41	Бустер Отражения [Ранг 41 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1119	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,041999999	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb42	Бустер Отражения [Ранг 42 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1120	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,043000001	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb43	Бустер Отражения [Ранг 43 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1121	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,044	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb44	Бустер Отражения [Ранг 44 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1122	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,045000002	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb45	Бустер Отражения [Ранг 45 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1123	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,046	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb46	Бустер Отражения [Ранг 46 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1124	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,046999998	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb47	Бустер Отражения [Ранг 47 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1125	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,048	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb48	Бустер Отражения [Ранг 48 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1126	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,048999999	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb49	Бустер Отражения [Ранг 49 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1127	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,050000001	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb50	Бустер Отражения [Ранг 50 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1128	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,050999999	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb51	Бустер Отражения [Ранг 51 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1129	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,052000001	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
ikbfb52	Бустер Отражения [Ранг 52 	700600	154	11000	8	0	0	100000	0	0	0	0	1000	1	1	1	0	1130	1	0	1	-1	5	0	0	0	0	55	-1	-1	-1	-1	0	0	0	0	1	22	0	0	0	0	0	0	-0,052999999	0	0	0	-1	0	0	0	0	0	0	0	0	9	0	
