clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	long	byte	byte	byte	byte	float	dword	bttype	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	xeh	dword	effbttype	dword	END
ibdbr39	Паралитический Газ	4203F2	41	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	242	1	0	0	-1	-1	0	0	0	1	3000	NO	0	0	0	0	0	0	0	0	0	0	0	9	0	-1	0	
ibdbr40	Ослабляющий Сопротивление	4203F3	42	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	243	1	0	0	-1	-1	0	0	0	1	3000	NO	0	0	0	0	0	0	0	0	0	0	0	A	0	-1	0	
ibdbr41	Ограничивающий Силы	4203F4	43	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	244	1	0	0	-1	-1	0	0	0	1	3000	NO	0	0	0	0	0	0	0	0	0	0	0	B	0	-1	0	
ibdbr42	Динамический Взрыв	4203F5	44	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	245	1	0	0	-1	-1	0	0	0	1	3000	NO	0	0	0	0	0	0	0	0	0	0	0	C	0	-1	0	
ibdbr43	Вспышка	4203F6	45	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	246	1	0	0	-1	-1	0	0	0	1	3000	O	0	0	0	0	0	0	0	0	0	0	0	D	0	-1	0	
ibdbr44	Удерживающая Сеть	4203F7	46	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	247	1	0	0	-1	-1	0	0	0	1	3000	O	0	0	0	0	0	0	0	0	0	0	0	E	0	-1	0	
ibdbr45	Ввести Вирус	4203F8	47	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	248	1	0	0	-1	-1	0	0	0	1	3000	O	0	0	0	0	0	0	0	0	0	0	0	F	0	-1	0	
ibdbr46	Подавление Рассудка	4203F9	48	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	249	1	0	0	-1	-1	0	0	0	1	3000	O	0	0	0	0	0	0	0	0	0	0	0	10	0	-1	0	
ibdbr47	Разрывное Боеприпас Вуклан	A203FA	49	11111	11	0	0	100	0	0	0	0	100	1	1	1	1	250	1	0	0	-1	-1	0	0	0	1,149999976	3000	FG	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibdbr48	Замораживающее Жидкое Топливо	4203FB	50	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	251	1	0	0	-1	1	0	0	0	1,25	3000	J	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibdbr49	Отравляющее Жидкое топливо	4203FC	51	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	252	1	0	0	-1	2	0	0	0	1,25	3000	J	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibdbr50	Минеральное Жидкое топливо	4203FD	52	00001	11	0	0	100	0	0	0	0	100	1	1	1	1	253	1	0	0	-1	3	0	0	0	1,25	3000	J	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibdbr51	Замораживающий Боеприпас	A203FE	53	11111	11	0	0	100	0	0	0	0	100	1	1	1	1	254	1	0	0	-1	1	0	0	0	1	3000	E	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx04	Огненная Стрела 	A20421	2	11111	11	0	0	100794	0	0	0	0	10079365	1	1	1	0	255	1	0	0	-1	0	0	0	0	1	30000	A	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx05	Ледяная Стрела 	A20422	3	11111	11	0	0	100794	0	0	0	0	10079365	1	1	1	0	256	1	0	0	-1	1	0	0	0	1	30000	A	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx06	Сланцевая Стрела 	A20423	4	11111	11	0	0	100794	0	0	0	0	10079365	1	1	1	0	257	1	0	0	-1	2	0	0	0	1	30000	A	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx07	Ураганная Стрела 	A20425	6	11111	11	0	0	100794	0	0	0	0	10079365	1	1	1	0	258	1	0	0	-1	3	0	0	0	1	30000	A	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx08	Взрывная Стрела 	A20426	7	11111	11	0	0	103175	0	0	0	0	10317460	1	1	1	0	259	1	0	0	-1	0	0	0	0	1	30000	A	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx09	Огненный Болт 	A20428	9	11111	11	0	0	100794	0	0	0	0	10079365	1	1	1	0	260	1	0	0	-1	0	0	0	0	1	30000	B	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx10	Ледяной Болт 	A20429	10	11111	11	0	0	100794	0	0	0	0	10079365	1	1	1	0	261	1	0	0	-1	1	0	0	0	1	30000	B	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx11	Сланцевый Болт 	A2042A	11	11111	11	0	0	100794	0	0	0	0	10079365	1	1	1	0	262	1	0	0	-1	2	0	0	0	1	30000	B	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx12	Ураганный Болт 	A2042C	13	11111	11	0	0	100794	0	0	0	0	10079365	1	1	1	0	263	1	0	0	-1	3	0	0	0	1	30000	B	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx13	Взрывной Болт 	A2042D	14	11111	11	0	0	103175	0	0	0	0	10317460	1	1	1	0	264	1	0	0	-1	0	0	0	0	1	30000	B	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx14	Энергоэлемент Mk.II 	A2042F	16	11111	11	0	0	100794	0	0	0	0	10079365	1	1	1	0	265	1	0	0	-1	-1	0	0	0	1,25	30000	CD	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx15	Циклонный Магазин 	A20385	18	11111	11	0	0	100794	0	0	0	0	10079365	1	1	1	0	266	1	0	0	-1	3	0	0	0	1	30000	E	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx16	Энергомагазин 	A20386	19	11111	11	0	0	100794	0	0	0	0	10079365	1	1	1	0	267	1	0	0	-1	-1	0	0	0	1,25	30000	H	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx17	Сланцевый Магазин 	A20389	22	11111	11	0	0	103175	0	0	0	0	10317460	1	1	1	0	268	1	0	0	-1	2	0	0	0	1	30000	E	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx18	Разрывной Магазин 	A2038A	23	11111	11	0	0	103175	0	0	0	0	10317460	1	1	1	0	269	1	0	0	-1	0	0	0	0	1	30000	E	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx19	Ядерная Ракета 	42038B	24	00001	11	0	0	150000	0	0	0	0	14999998	1	1	1	0	270	1	0	0	-1	0	0	0	0	1,25	30000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx20	Магнитная Ракета 	42038C	25	00001	11	0	0	150000	0	0	0	0	14999998	1	1	1	0	271	1	0	0	-1	3	0	0	0	1,25	30000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx21	Напалмовая Ракета 	42038D	26	00001	11	0	0	150000	0	0	0	0	14999998	1	1	1	0	272	1	0	0	-1	0	0	0	0	1,25	30000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx22	Токсичная Ракета 	42038E	27	00001	11	0	0	150000	0	0	0	0	14999998	1	1	1	0	273	1	0	0	-1	2	0	0	0	1,25	30000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx23	Циклонная Ракета 	42038F	28	00001	11	0	0	150000	0	0	0	0	14999998	1	1	1	0	274	1	0	0	-1	1	0	0	0	1,25	30000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx24	Световая Ракета 	420390	29	00001	11	0	0	138095	0	0	0	0	13809522	1	1	1	0	275	1	0	0	-1	0	0	0	0	1,25	30000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx25	Огненная Ракета 	420391	30	00001	11	0	0	138095	0	0	0	0	13809522	1	1	1	0	276	1	0	0	-1	0	0	0	0	1,25	30000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx26	Жидкое Топливо 	420392	31	00001	11	0	0	145238	0	0	0	0	14523808	1	1	1	0	277	1	0	0	-1	0	0	0	0	1,25	30000	J	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx27	Керамитовая Ракета 	420393	32	00001	11	0	0	138095	0	0	0	0	13809522	1	1	1	0	278	1	0	0	-1	-1	0	0	0	1,25	30000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx28	Ледяное Топливо 	4203AA	50	00001	11	0	0	150000	0	0	0	0	14999998	1	1	1	0	279	1	0	0	-1	1	0	0	0	1,25	30000	J	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx29	Сланцевое Топливо 	4203AD	51	00001	11	0	0	150000	0	0	0	0	14999998	1	1	1	0	280	1	0	0	-1	2	0	0	0	1,25	30000	J	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx30	Летучее Топливо 	4203B0	52	00001	11	0	0	150000	0	0	0	0	14999998	1	1	1	0	281	1	0	0	-1	3	0	0	0	1,25	30000	J	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibxxx31	Фрионный Магазин 	A203B3	53	11111	11	0	0	100794	0	0	0	0	10079365	1	1	1	0	282	1	0	0	-1	1	0	0	0	1	30000	E	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa01	Легкая Огненная Стрела	A20421	56	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	283	1	1	0	-1	0	0	0	0	1	50000	A	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa02	Легкая Ледяная Стрела	A20422	57	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	284	1	1	0	-1	1	0	0	0	1	50000	A	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa03	Легкая Отравленная Стрела	A20423	58	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	285	1	1	0	-1	2	0	0	0	1	50000	A	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa04	Легкая Искусственная Стрела	A20425	59	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	286	1	1	0	-1	3	0	0	0	1	50000	A	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa05	Легкая Разрывная Стрела	A20426	60	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	287	1	1	0	-1	0	0	0	0	1	50000	A	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa06	Легкий Огненный Болт	A20428	61	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	288	1	1	0	-1	0	0	0	0	1	50000	B	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa07	Легкий Ледяной Болт	A20429	62	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	289	1	1	0	-1	1	0	0	0	1	50000	B	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa08	Легкий Отравленный Болт	A2042A	63	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	290	1	1	0	-1	2	0	0	0	1	50000	B	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa09	Легкий Искусственный Болт	A2042C	64	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	291	1	1	0	-1	3	0	0	0	1	50000	B	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa10	Легкий Разрывной Болт	A2042D	65	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	292	1	1	0	-1	0	0	0	0	1	50000	B	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa11	Легкий Усовершенствованный Энергетический Элемент	A2042F	66	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	293	1	1	0	-1	-1	0	0	0	1,25	50000	CD	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa12	Легкий Искусственный Боеприпас	A20385	67	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	294	1	1	0	-1	3	0	0	0	1	50000	E	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa13	Легкий Энергетический Боеприпас	A20386	68	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	295	1	1	0	-1	-1	0	0	0	1,25	50000	H	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa14	Легкий Отравляющий Боеприпас	A20389	69	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	296	1	1	0	-1	2	0	0	0	1	50000	E	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa15	Легкий Разрывной Боеприпас	A2038A	70	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	297	1	1	0	-1	0	0	0	0	1	50000	E	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa16	Легкая Ядерная Ракета	42038B	71	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	298	1	1	0	-1	0	0	0	0	1,25	50000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa17	Легкая Магнитная Ракета	42038C	72	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	299	1	1	0	-1	3	0	0	0	1,25	50000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa18	Легкая Гибридная Ракета	42038D	73	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	300	1	1	0	-1	0	0	0	0	1,25	50000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa19	Легкая Токсичная Ракета	42038E	74	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	301	1	1	0	-1	2	0	0	0	1,25	50000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa20	Легкая Ураганная Ракета	42038F	75	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	302	1	1	0	-1	1	0	0	0	1,25	50000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa21	Легкая Световая Ракета	420390	76	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	303	1	1	0	-1	0	0	0	0	1,25	50000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa22	Легкая Самонаводящаяся Ракета	420391	77	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	304	1	1	0	-1	0	0	0	0	1,25	50000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa23	Легкое Жидкое Топливо	420392	78	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	305	1	1	0	-1	0	0	0	0	1,25	50000	J	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa24	Легкая Ракета с Керамитовым Наконечником	420393	79	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	306	1	1	0	-1	-1	0	0	0	1,25	50000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa25	Легкое Жидкое Ледяное Топливо	4203AA	80	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	307	1	1	0	-1	1	0	0	0	1,25	50000	J	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa26	Легкое Жидкое Отравляющее Топливо	4203AD	81	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	308	1	1	0	-1	2	0	0	0	1,25	50000	J	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa27	Легкое Жидкое Искусственное Топливо	4203B0	82	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	309	1	1	0	-1	3	0	0	0	1,25	50000	J	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa28	Легкий Ледяной Боеприпас	A203B3	83	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	310	1	1	0	-1	1	0	0	0	1	50000	E	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa29	Легкий Разрывной Боеприпас Системы Вулкан	A203A7	70	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	311	1	1	0	-1	-1	0	0	0	1,149999976	50000	FG	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibfex01	Кислотная Граната Новичка	420396	33	00001	11	0	0	1	0	0	0	0	1	0	1	0	0	312	1	0	0	-1	-1	0	0	0	1	100	LMNO	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	
ibfex02	Вакуумная Граната Новичка	420397	34	00001	11	0	0	1	0	0	0	0	1	0	1	0	0	313	1	0	0	-1	-1	0	0	0	1	100	LMNO	0	0	0	0	0	0	0	0	0	0	0	2	0	-1	0	
ibfex03	Дымовая Граната Новичка	420398	35	00001	11	0	0	1	0	0	0	0	1	0	1	0	0	314	1	0	0	-1	-1	0	0	0	1	100	LMNO	0	0	0	0	0	0	0	0	0	0	0	3	0	-1	0	
ibfex04	Шоковая Граната Новичка	420399	36	00001	11	0	0	1	0	0	0	0	1	0	1	0	0	315	1	0	0	-1	-1	0	0	0	1	100	LMNO	0	0	0	0	0	0	0	0	0	0	0	4	0	-1	0	
ibevt01	Фризерная батарея 5	A2039A	84	11111	11	0	0	200	0	0	0	0	1000	0	1	0	0	316	1	0	0	-1	1	0	0	0	1	5	E	0	0	0	0	0	0	0	0	0	0	0	15	0	-1	0	
ibevt02	Фризерная батарея 10	A2039B	85	11111	11	0	0	300	0	0	0	0	1000	0	1	0	0	317	1	0	0	-1	1	0	0	0	1	10	E	0	0	0	0	0	0	0	0	0	0	0	15	0	-1	0	
ibevt03	Фризерная батарея 15	A2039C	86	11111	11	0	0	400	0	0	0	0	1000	0	1	0	0	318	1	0	0	-1	1	0	0	0	1	15	E	0	0	0	0	0	0	0	0	0	0	0	15	0	-1	0	
ibevt04	Фризерная батарея 20	A2039D	87	11111	11	0	0	500	0	0	0	0	1000	0	1	0	0	319	1	0	0	-1	1	0	0	0	1	20	E	0	0	0	0	0	0	0	0	0	0	0	15	0	-1	0	
ibcsa30	Мощная Огненная Стрела	A20421	56	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	320	1	1	0	-1	0	0	0	0	1	10000	A	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa31	Мощная Ледяная Стрела	A20422	57	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	321	1	1	0	-1	1	0	0	0	1	10000	A	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa32	Мощная Отравленная Стрела	A20423	58	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	322	1	1	0	-1	2	0	0	0	1	10000	A	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa33	Мощная Искусственная Стрела	A20425	59	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	323	1	1	0	-1	3	0	0	0	1	10000	A	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa34	Мощная Разрывная Стрела	A20426	60	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	324	1	1	0	-1	0	0	0	0	1	10000	A	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa35	Мощный Огненный Болт	A20428	61	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	325	1	1	0	-1	0	0	0	0	1	10000	B	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa36	Мощный Ледяной Болт	A20429	62	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	326	1	1	0	-1	1	0	0	0	1	10000	B	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa37	Мощный Отравленный Болт	A2042A	63	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	327	1	1	0	-1	2	0	0	0	1	10000	B	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa38	Мощный Искусственный Болт	A2042C	64	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	328	1	1	0	-1	3	0	0	0	1	10000	B	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa39	Мощный Разрывной Болт	A2042D	65	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	329	1	1	0	-1	0	0	0	0	1	10000	B	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa40	Мощный Усовершенствованный Энергетический Элемент	A2042F	66	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	330	1	1	0	-1	-1	0	0	0	1,25	10000	CD	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa41	Мощный Искусственный Боеприпас	A20385	67	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	331	1	1	0	-1	3	0	0	0	1	10000	E	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa42	Мощный Энергетический Боеприпас	A20386	68	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	332	1	1	0	-1	-1	0	0	0	1,25	10000	H	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa43	Мощный Отравляющий Боеприпас	A20389	69	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	333	1	1	0	-1	2	0	0	0	1	10000	E	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa44	Мощный Разрывной Боеприпас	A2038A	70	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	334	1	1	0	-1	0	0	0	0	1	10000	E	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa45	Мощная Ядерная Ракета	42038B	71	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	335	1	1	0	-1	0	0	0	0	1,25	10000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa46	Мощная Магнитная Ракета	42038C	72	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	336	1	1	0	-1	3	0	0	0	1,25	10000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa47	Мощная Гибридная Ракета	42038D	73	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	337	1	1	0	-1	0	0	0	0	1,25	10000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa48	Мощная Токсичная Ракета	42038E	74	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	338	1	1	0	-1	2	0	0	0	1,25	10000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa49	Мощная Ураганная Ракета	42038F	75	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	339	1	1	0	-1	1	0	0	0	1,25	10000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa50	Мощная Световая Ракета	420390	76	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	340	1	1	0	-1	0	0	0	0	1,25	10000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa51	Мощная Самонаводящаяся Ракета	420391	77	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	341	1	1	0	-1	0	0	0	0	1,25	10000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa52	Мощное Жидкое Топливо	420392	78	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	342	1	1	0	-1	0	0	0	0	1,25	10000	J	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa53	Мощная Ракета с Керамитовым Наконечником	420393	79	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	343	1	1	0	-1	-1	0	0	0	1,25	10000	IK	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa54	Мощное Жидкое Ледяное Топливо	4203AA	80	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	344	1	1	0	-1	1	0	0	0	1,25	10000	J	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa55	Мощное Жидкое Отравляющее Топливо	4203AD	81	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	345	1	1	0	-1	2	0	0	0	1,25	10000	J	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa56	Мощное Жидкое Искусственное Топливо	4203B0	82	00001	11	0	0	1	0	0	0	0	50	0	1	0	1	346	1	1	0	-1	3	0	0	0	1,25	10000	J	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa57	Мощный Ледяной Боеприпас	A203B3	83	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	347	1	1	0	-1	1	0	0	0	1	10000	E	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa58	Мощный Разрывной Боеприпас Системы Вулкан	A203A7	70	11111	11	0	0	1	0	0	0	0	50	0	1	0	1	348	1	1	0	-1	-1	0	0	0	1,149999976	10000	FG	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa59	Керамический Усовершенствованный Энергоэлемент	A20430	16	11111	11	0	0	113000	0	0	0	0	50	1	1	1	1	349	1	1	0	-1	-1	0	0	0	1,350000024	1000	CD	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa60	Огненный Усовершенствованный Энергоэлемент	A20431	88	11111	11	0	0	113000	0	0	0	0	50	1	1	1	1	350	1	1	0	-1	0	0	0	0	1,25	1000	CD	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa61	Ледяной Усовершенствованный Энергоэлемент	A20432	89	11111	11	0	0	113000	0	0	0	0	50	1	1	1	1	351	1	1	0	-1	1	0	0	0	1,25	1000	CD	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa62	Сланцевая Усовершенствованный Энергоэлемент	A20433	90	11111	11	0	0	113000	0	0	0	0	50	1	1	1	1	352	1	1	0	-1	2	0	0	0	1,25	1000	CD	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa63	Ураганный Усовершенствованный Энергоэлемент	A20434	91	11111	11	0	0	113000	0	0	0	0	50	1	1	1	1	353	1	1	0	-1	3	0	0	0	1,25	1000	CD	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa64	Керамический Коробчатый Магазин	A203B6	23	11111	11	0	0	113000	0	0	0	0	50	1	1	1	1	354	1	1	0	-1	-1	0	0	0	1,299999952	1000	FG	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa65	Огненный Коробчатый Магазин	A203B7	92	11111	11	0	0	113000	0	0	0	0	50	1	1	1	1	355	1	1	0	-1	0	0	0	0	1,149999976	1000	FG	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa66	Ледяной Коробчатый Магазин	A203B8	93	11111	11	0	0	113000	0	0	0	0	50	1	1	1	1	356	1	1	0	-1	1	0	0	0	1,149999976	1000	FG	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa67	Сланцевый Коробчатый Магазин	A203B9	94	11111	11	0	0	113000	0	0	0	0	50	1	1	1	1	357	1	1	0	-1	2	0	0	0	1,149999976	1000	FG	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
ibcsa68	Ураганный Коробчатый Магазин	A203BA	95	11111	11	0	0	113000	0	0	0	0	50	1	1	1	1	358	1	1	0	-1	3	0	0	0	1,149999976	1000	FG	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	
