string[64]	dword	string[64]	dword	string[64]	dword	dword	string[64]	string[64]	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	dword	float	float	float	float	float	string[64]	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	dword	END
ibxxx09	1	A20428	9	Огненный Болт 	204	200	11111	B	-1	1	-1	0	100794	0	0	0	0	10079365	30000	1	0	0	0	0	0	0	1	-1	1	1	1	0	1	0	tibxxx09	0	0	0	
ibxxx10	1	A20429	10	Ледяной Болт 	204	200	11111	B	-1	1	-1	0	100794	0	0	0	0	10079365	30000	1	0	1	0	0	0	0	1	-1	1	1	1	0	1	0	tibxxx10	0	0	0	
ibxxx11	1	A2042A	11	Сланцевый Болт 	204	200	11111	B	-1	1	-1	0	100794	0	0	0	0	10079365	30000	1	0	2	0	0	0	0	1	-1	1	1	1	0	1	0	tibxxx11	0	0	0	
ibxxx12	1	A2042C	13	Ураганный Болт 	204	200	11111	B	-1	1	-1	0	100794	0	0	0	0	10079365	30000	1	0	3	0	0	0	0	1	-1	1	1	1	0	1	0	tibxxx12	0	0	0	
ibxxx13	1	A2042D	14	Взрывной Болт 	204	200	11111	B	-1	1	-1	0	103175	0	0	0	0	10317460	30000	1	6	0	0	0	0	0	1	-1	1	1	1	0	1	0	tibxxx13	0	0	0	
ibxxx14	1	A2042F	16	Энергоэлемент Mk.II 	204	200	11111	CD	-1	1	-1	0	100794	0	0	0	0	10079365	30000	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibxxx14	0	0	0	
ibxxx15	1	A20385	18	Циклонный Магазин 	203	200	11111	E	-1	1	-1	0	100794	0	0	0	0	10079365	30000	1	0	3	0	0	0	0	1	-1	1	1	1	0	1	0	tibxxx15	0	0	0	
ibxxx16	1	A20386	19	Энергомагазин 	203	200	11111	H	-1	1	-1	0	100794	0	0	0	0	10079365	30000	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibxxx16	0	0	0	
ibxxx17	1	A20389	22	Сланцевый Магазин 	203	200	11111	E	-1	1	-1	0	103175	0	0	0	0	10317460	30000	1	6	2	0	0	0	0	1	-1	1	1	1	0	1	0	tibxxx17	0	0	0	
ibxxx18	1	A2038A	23	Разрывной Магазин 	203	200	11111	E	-1	1	-1	0	103175	0	0	0	0	10317460	30000	1	6	0	0	0	0	0	1	-1	1	1	1	0	1	0	tibxxx18	0	0	0	
ibxxx19	1	42038B	24	Ядерная Ракета 	203	200	00001	IK	-1	1	-1	0	150000	0	0	0	0	14999998	30000	1	6	0	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibxxx19	0	0	0	
ibxxx20	1	42038C	25	Магнитная Ракета 	203	200	00001	IK	-1	1	-1	0	150000	0	0	0	0	14999998	30000	1	6	3	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibxxx20	0	0	0	
ibxxx21	1	42038D	26	Напалмовая Ракета 	203	200	00001	IK	-1	1	-1	0	150000	0	0	0	0	14999998	30000	1	6	0	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibxxx21	0	0	0	
ibxxx22	1	42038E	27	Токсичная Ракета 	203	200	00001	IK	-1	1	-1	0	150000	0	0	0	0	14999998	30000	1	6	2	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibxxx22	0	0	0	
ibxxx23	1	42038F	28	Циклонная Ракета 	203	200	00001	IK	-1	1	-1	0	150000	0	0	0	0	14999998	30000	1	6	1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibxxx23	0	0	0	
ibxxx24	1	420390	29	Световая Ракета 	203	200	00001	IK	-1	1	-1	0	138095	0	0	0	0	13809522	30000	1	0	0	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibxxx24	0	0	0	
ibxxx25	1	420391	30	Огненная Ракета 	203	200	00001	IK	-1	1	-1	0	138095	0	0	0	0	13809522	30000	1	0	0	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibxxx25	0	0	0	
ibxxx26	1	420392	31	Жидкое Топливо 	203	200	00001	J	-1	1	-1	0	145238	0	0	0	0	14523808	30000	1	5	0	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibxxx26	0	0	0	
ibxxx27	1	420393	32	Керамитовая Ракета 	203	200	00001	IK	-1	1	-1	0	138095	0	0	0	0	13809522	30000	1	0	-1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibxxx27	0	0	0	
ibxxx28	1	4203AA	50	Ледяное Топливо 	203	200	00001	J	-1	1	-1	0	150000	0	0	0	0	14999998	30000	1	6	1	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibxxx28	0	0	0	
ibxxx29	1	4203AD	51	Сланцевое Топливо 	203	200	00001	J	-1	1	-1	0	150000	0	0	0	0	14999998	30000	1	6	2	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibxxx29	0	0	0	
ibxxx30	1	4203B0	52	Летучее Топливо 	203	200	00001	J	-1	1	-1	0	150000	0	0	0	0	14999998	30000	1	6	3	0	0	0	0	1,25	-1	1	1	1	0	1	0	tibxxx30	0	0	0	
ibxxx31	1	A203B3	53	Фрионный Магазин 	203	200	11111	E	-1	1	-1	0	100794	0	0	0	0	10079365	30000	1	0	1	0	0	0	0	1	-1	1	1	1	0	1	0	tibxxx31	0	0	0	
ibcsa01	1	A20421	56	Легкая Огненная Стрела	204	200	11111	A	-1	1	-1	0	1	0	0	0	0	50	50000	1	0	0	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa01	1	0	0	
ibcsa02	1	A20422	57	Легкая Ледяная Стрела	204	200	11111	A	-1	1	-1	0	1	0	0	0	0	50	50000	1	0	1	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa02	1	0	0	
ibcsa03	1	A20423	58	Легкая Отравленная Стрела	204	200	11111	A	-1	1	-1	0	1	0	0	0	0	50	50000	1	0	2	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa03	1	0	0	
ibcsa04	1	A20425	59	Легкая Искусственная Стрела	204	200	11111	A	-1	1	-1	0	1	0	0	0	0	50	50000	1	0	3	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa04	1	0	0	
ibcsa05	1	A20426	60	Легкая Разрывная Стрела	204	200	11111	A	-1	1	-1	0	1	0	0	0	0	50	50000	1	6	0	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa05	1	0	0	
ibcsa06	1	A20428	61	Легкий Огненный Болт	204	200	11111	B	-1	1	-1	0	1	0	0	0	0	50	50000	1	0	0	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa06	1	0	0	
ibcsa07	1	A20429	62	Легкий Ледяной Болт	204	200	11111	B	-1	1	-1	0	1	0	0	0	0	50	50000	1	0	1	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa07	1	0	0	
ibcsa08	1	A2042A	63	Легкий Отравленный Болт	204	200	11111	B	-1	1	-1	0	1	0	0	0	0	50	50000	1	0	2	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa08	1	0	0	
ibcsa09	1	A2042C	64	Легкий Искусственный Болт	204	200	11111	B	-1	1	-1	0	1	0	0	0	0	50	50000	1	0	3	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa09	1	0	0	
ibcsa10	1	A2042D	65	Легкий Разрывной Болт	204	200	11111	B	-1	1	-1	0	1	0	0	0	0	50	50000	1	6	0	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa10	1	0	0	
ibcsa11	1	A2042F	66	Легкий Усовершенствованный Энергетический Элемент	204	200	11111	CD	-1	1	-1	0	1	0	0	0	0	50	50000	1	0	-1	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa11	1	0	0	
ibcsa12	1	A20385	67	Легкий Искусственный Боеприпас	203	200	11111	E	-1	1	-1	0	1	0	0	0	0	50	50000	1	0	3	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa12	1	0	0	
ibcsa13	1	A20386	68	Легкий Энергетический Боеприпас	203	200	11111	H	-1	1	-1	0	1	0	0	0	0	50	50000	1	0	-1	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa13	1	0	0	
ibcsa14	1	A20389	69	Легкий Отравляющий Боеприпас	203	200	11111	E	-1	1	-1	0	1	0	0	0	0	50	50000	1	6	2	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa14	1	0	0	
ibcsa15	1	A2038A	70	Легкий Разрывной Боеприпас	203	200	11111	E	-1	1	-1	0	1	0	0	0	0	50	50000	1	6	0	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa15	1	0	0	
ibcsa16	1	42038B	71	Легкая Ядерная Ракета	203	200	00001	IK	-1	1	-1	0	1	0	0	0	0	50	50000	1	6	0	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa16	1	0	0	
ibcsa17	1	42038C	72	Легкая Магнитная Ракета	203	200	00001	IK	-1	1	-1	0	1	0	0	0	0	50	50000	1	6	3	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa17	1	0	0	
ibcsa18	1	42038D	73	Легкая Гибридная Ракета	203	200	00001	IK	-1	1	-1	0	1	0	0	0	0	50	50000	1	6	0	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa18	1	0	0	
ibcsa19	1	42038E	74	Легкая Токсичная Ракета	203	200	00001	IK	-1	1	-1	0	1	0	0	0	0	50	50000	1	6	2	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa19	1	0	0	
ibcsa20	1	42038F	75	Легкая Ураганная Ракета	203	200	00001	IK	-1	1	-1	0	1	0	0	0	0	50	50000	1	6	1	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa20	1	0	0	
ibcsa21	1	420390	76	Легкая Световая Ракета	203	200	00001	IK	-1	1	-1	0	1	0	0	0	0	50	50000	1	0	0	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa21	1	0	0	
ibcsa22	1	420391	77	Легкая Самонаводящаяся Ракета	203	200	00001	IK	-1	1	-1	0	1	0	0	0	0	50	50000	1	0	0	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa22	1	0	0	
ibcsa23	1	420392	78	Легкое Жидкое Топливо	203	200	00001	J	-1	1	-1	0	1	0	0	0	0	50	50000	1	5	0	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa23	1	0	0	
ibcsa24	1	420393	79	Легкая Ракета с Керамитовым Наконечником	203	200	00001	IK	-1	1	-1	0	1	0	0	0	0	50	50000	1	0	-1	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa24	1	0	0	
ibcsa25	1	4203AA	80	Легкое Жидкое Ледяное Топливо	203	200	00001	J	-1	1	-1	0	1	0	0	0	0	50	50000	1	6	1	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa25	1	0	0	
ibcsa26	1	4203AD	81	Легкое Жидкое Отравляющее Топливо	203	200	00001	J	-1	1	-1	0	1	0	0	0	0	50	50000	1	6	2	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa26	1	0	0	
ibcsa27	1	4203B0	82	Легкое Жидкое Искусственное Топливо	203	200	00001	J	-1	1	-1	0	1	0	0	0	0	50	50000	1	6	3	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa27	1	0	0	
ibcsa28	1	A203B3	83	Легкий Ледяной Боеприпас	203	200	11111	E	-1	1	-1	0	1	0	0	0	0	50	50000	1	0	1	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa28	1	0	0	
ibcsa29	1	A203A7	70	Легкий Разрывной Боеприпас Системы Вулкан	203	200	11111	FG	-1	1	-1	0	1	0	0	0	0	50	50000	1	6	-1	0	0	0	0	1,149999976	-1	1	0	0	1	1	0	tibcsa29	1	0	0	
ibfex01	1	420396	33	Кислотная Граната Новичка	203	200	00001	LMNO	-1	1	-1	0	1	0	0	0	0	1	100	1	0	-1	0	0	0	0	1	1	1	0	0	0	1	0	tibfex01	0	0	0	
ibfex02	1	420397	34	Вакуумная Граната Новичка	203	200	00001	LMNO	-1	1	-1	0	1	0	0	0	0	1	100	1	0	-1	0	0	0	0	1	2	1	0	0	0	1	0	tibfex02	0	0	0	
ibfex03	1	420398	35	Дымовая Граната Новичка	203	200	00001	LMNO	-1	1	-1	0	1	0	0	0	0	1	100	1	0	-1	0	0	0	0	1	3	1	0	0	0	1	0	tibfex03	0	0	0	
ibfex04	1	420399	36	Шоковая Граната Новичка	203	200	00001	LMNO	-1	1	-1	0	1	0	0	0	0	1	100	1	0	-1	0	0	0	0	1	4	1	0	0	0	1	0	tibfex04	0	0	0	
ibevt01	1	A2039A	84	Фризерная батарея 5	203	200	11111	E	-1	1	-1	0	200	0	0	0	0	1000	5	1	0	1	0	0	0	0	1	15	1	0	0	0	1	0	tibevt01	0	0	0	
ibevt02	1	A2039B	85	Фризерная батарея 10	203	200	11111	E	-1	1	-1	0	300	0	0	0	0	1000	10	1	0	1	0	0	0	0	1	15	1	0	0	0	1	0	tibevt02	0	0	0	
ibevt03	1	A2039C	86	Фризерная батарея 15	203	200	11111	E	-1	1	-1	0	400	0	0	0	0	1000	15	1	0	1	0	0	0	0	1	15	1	0	0	0	1	0	tibevt03	0	0	0	
ibevt04	1	A2039D	87	Фризерная батарея 20	203	200	11111	E	-1	1	-1	0	500	0	0	0	0	1000	20	1	0	1	0	0	0	0	1	15	1	0	0	0	1	0	tibevt04	0	0	0	
ibcsa30	1	A20421	56	Мощная Огненная Стрела	204	200	11111	A	-1	1	-1	0	1	0	0	0	0	50	10000	1	0	0	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa30	1	0	0	
ibcsa31	1	A20422	57	Мощная Ледяная Стрела	204	200	11111	A	-1	1	-1	0	1	0	0	0	0	50	10000	1	0	1	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa31	1	0	0	
ibcsa32	1	A20423	58	Мощная Отравленная Стрела	204	200	11111	A	-1	1	-1	0	1	0	0	0	0	50	10000	1	0	2	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa32	1	0	0	
ibcsa33	1	A20425	59	Мощная Искусственная Стрела	204	200	11111	A	-1	1	-1	0	1	0	0	0	0	50	10000	1	0	3	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa33	1	0	0	
ibcsa34	1	A20426	60	Мощная Разрывная Стрела	204	200	11111	A	-1	1	-1	0	1	0	0	0	0	50	10000	1	6	0	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa34	1	0	0	
ibcsa35	1	A20428	61	Мощный Огненный Болт	204	200	11111	B	-1	1	-1	0	1	0	0	0	0	50	10000	1	0	0	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa35	1	0	0	
ibcsa36	1	A20429	62	Мощный Ледяной Болт	204	200	11111	B	-1	1	-1	0	1	0	0	0	0	50	10000	1	0	1	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa36	1	0	0	
ibcsa37	1	A2042A	63	Мощный Отравленный Болт	204	200	11111	B	-1	1	-1	0	1	0	0	0	0	50	10000	1	0	2	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa37	1	0	0	
ibcsa38	1	A2042C	64	Мощный Искусственный Болт	204	200	11111	B	-1	1	-1	0	1	0	0	0	0	50	10000	1	0	3	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa38	1	0	0	
ibcsa39	1	A2042D	65	Мощный Разрывной Болт	204	200	11111	B	-1	1	-1	0	1	0	0	0	0	50	10000	1	6	0	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa39	1	0	0	
ibcsa40	1	A2042F	66	Мощный Усовершенствованный Энергетический Элемент	204	200	11111	CD	-1	1	-1	0	1	0	0	0	0	50	10000	1	0	-1	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa40	1	0	0	
ibcsa41	1	A20385	67	Мощный Искусственный Боеприпас	203	200	11111	E	-1	1	-1	0	1	0	0	0	0	50	10000	1	0	3	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa41	1	0	0	
ibcsa42	1	A20386	68	Мощный Энергетический Боеприпас	203	200	11111	H	-1	1	-1	0	1	0	0	0	0	50	10000	1	0	-1	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa42	1	0	0	
ibcsa43	1	A20389	69	Мощный Отравляющий Боеприпас	203	200	11111	E	-1	1	-1	0	1	0	0	0	0	50	10000	1	6	2	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa43	1	0	0	
ibcsa44	1	A2038A	70	Мощный Разрывной Боеприпас	203	200	11111	E	-1	1	-1	0	1	0	0	0	0	50	10000	1	6	0	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa44	1	0	0	
ibcsa45	1	42038B	71	Мощная Ядерная Ракета	203	200	00001	IK	-1	1	-1	0	1	0	0	0	0	50	10000	1	6	0	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa45	1	0	0	
ibcsa46	1	42038C	72	Мощная Магнитная Ракета	203	200	00001	IK	-1	1	-1	0	1	0	0	0	0	50	10000	1	6	3	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa46	1	0	0	
ibcsa47	1	42038D	73	Мощная Гибридная Ракета	203	200	00001	IK	-1	1	-1	0	1	0	0	0	0	50	10000	1	6	0	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa47	1	0	0	
ibcsa48	1	42038E	74	Мощная Токсичная Ракета	203	200	00001	IK	-1	1	-1	0	1	0	0	0	0	50	10000	1	6	2	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa48	1	0	0	
ibcsa49	1	42038F	75	Мощная Ураганная Ракета	203	200	00001	IK	-1	1	-1	0	1	0	0	0	0	50	10000	1	6	1	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa49	1	0	0	
ibcsa50	1	420390	76	Мощная Световая Ракета	203	200	00001	IK	-1	1	-1	0	1	0	0	0	0	50	10000	1	0	0	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa50	1	0	0	
ibcsa51	1	420391	77	Мощная Самонаводящаяся Ракета	203	200	00001	IK	-1	1	-1	0	1	0	0	0	0	50	10000	1	0	0	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa51	1	0	0	
ibcsa52	1	420392	78	Мощное Жидкое Топливо	203	200	00001	J	-1	1	-1	0	1	0	0	0	0	50	10000	1	5	0	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa52	1	0	0	
ibcsa53	1	420393	79	Мощная Ракета с Керамитовым Наконечником	203	200	00001	IK	-1	1	-1	0	1	0	0	0	0	50	10000	1	0	-1	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa53	1	0	0	
ibcsa54	1	4203AA	80	Мощное Жидкое Ледяное Топливо	203	200	00001	J	-1	1	-1	0	1	0	0	0	0	50	10000	1	6	1	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa54	1	0	0	
ibcsa55	1	4203AD	81	Мощное Жидкое Отравляющее Топливо	203	200	00001	J	-1	1	-1	0	1	0	0	0	0	50	10000	1	6	2	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa55	1	0	0	
ibcsa56	1	4203B0	82	Мощное Жидкое Искусственное Топливо	203	200	00001	J	-1	1	-1	0	1	0	0	0	0	50	10000	1	6	3	0	0	0	0	1,25	-1	1	0	0	1	1	0	tibcsa56	1	0	0	
ibcsa57	1	A203B3	83	Мощный Ледяной Боеприпас	203	200	11111	E	-1	1	-1	0	1	0	0	0	0	50	10000	1	0	1	0	0	0	0	1	-1	1	0	0	1	1	0	tibcsa57	1	0	0	
ibcsa58	1	A203A7	70	Мощный Разрывной Боеприпас Системы Вулкан	203	200	11111	FG	-1	1	-1	0	1	0	0	0	0	50	10000	1	6	-1	0	0	0	0	1,149999976	-1	1	0	0	1	1	0	tibcsa58	1	0	0	
ibcsa59	1	A20430	16	Керамический Усовершенствованный Энергоэлемент	204	200	11111	CD	-1	1	-1	0	113000	0	0	0	0	50	1000	1	0	-1	0	0	0	0	1,350000024	-1	1	1	1	1	1	0	tibcsa59	1	0	0	
ibcsa60	1	A20431	88	Огненный Усовершенствованный Энергоэлемент	204	200	11111	CD	-1	1	-1	0	113000	0	0	0	0	50	1000	1	0	0	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibcsa60	1	0	0	
ibcsa61	1	A20432	89	Ледяной Усовершенствованный Энергоэлемент	204	200	11111	CD	-1	1	-1	0	113000	0	0	0	0	50	1000	1	0	1	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibcsa61	1	0	0	
ibcsa62	1	A20433	90	Сланцевая Усовершенствованный Энергоэлемент	204	200	11111	CD	-1	1	-1	0	113000	0	0	0	0	50	1000	1	0	2	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibcsa62	1	0	0	
ibcsa63	1	A20434	91	Ураганный Усовершенствованный Энергоэлемент	204	200	11111	CD	-1	1	-1	0	113000	0	0	0	0	50	1000	1	0	3	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibcsa63	1	0	0	
ibcsa64	1	A203B6	23	Керамический Коробчатый Магазин	203	200	11111	FG	-1	1	-1	0	113000	0	0	0	0	50	1000	1	6	-1	0	0	0	0	1,299999952	-1	1	1	1	1	1	0	tibcsa64	1	0	0	
ibcsa65	1	A203B7	92	Огненный Коробчатый Магазин	203	200	11111	FG	-1	1	-1	0	113000	0	0	0	0	50	1000	1	6	0	0	0	0	0	1,149999976	-1	1	1	1	1	1	0	tibcsa65	1	0	0	
ibcsa66	1	A203B8	93	Ледяной Коробчатый Магазин	203	200	11111	FG	-1	1	-1	0	113000	0	0	0	0	50	1000	1	6	1	0	0	0	0	1,149999976	-1	1	1	1	1	1	0	tibcsa66	1	0	0	
ibcsa67	1	A203B9	94	Сланцевый Коробчатый Магазин	203	200	11111	FG	-1	1	-1	0	113000	0	0	0	0	50	1000	1	6	2	0	0	0	0	1,149999976	-1	1	1	1	1	1	0	tibcsa67	1	0	0	
ibcsa68	1	A203BA	95	Ураганный Коробчатый Магазин	203	200	11111	FG	-1	1	-1	0	113000	0	0	0	0	50	1000	1	6	3	0	0	0	0	1,149999976	-1	1	1	1	1	1	0	tibcsa68	1	0	0	
ibcsa99	1	A20430	16	Керамический Усовершенствованный Энергоэлемент	204	200	11111	CD	-1	1	-1	0	50	0	0	0	0	50	10000	1	0	-1	0	0	0	0	1,350000024	-1	1	1	1	1	1	0	tibcsa99	1	0	0	
ibcsb00	1	A20431	88	Огненный Усовершенствованный Энергоэлемент	204	200	11111	CD	-1	1	-1	0	50	0	0	0	0	50	10000	1	0	0	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibcsb00	1	0	0	
ibcsb01	1	A20432	89	Ледяной Усовершенствованный Энергоэлемент	204	200	11111	CD	-1	1	-1	0	50	0	0	0	0	50	10000	1	0	1	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibcsb01	1	0	0	
ibcsb02	1	A20433	90	Ядовитый Усовершенствованный Энергоэлемент	204	200	11111	CD	-1	1	-1	0	50	0	0	0	0	50	10000	1	0	2	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibcsb02	1	0	0	
ibcsb03	1	A20434	91	Минеральный Усовершенствованный Энергоэлемент	204	200	11111	CD	-1	1	-1	0	50	0	0	0	0	50	10000	1	0	3	0	0	0	0	1,25	-1	1	1	1	1	1	0	tibcsb03	1	0	0	
ibcsb04	1	A203B6	23	Керамический Коробчатый Магазин	203	200	11111	FG	-1	1	-1	0	50	0	0	0	0	50	10000	1	6	-1	0	0	0	0	1,299999952	-1	1	1	1	1	1	0	tibcsb04	1	0	0	
ibcsb05	1	A203B7	92	Огненный Коробчатый Магазин	203	200	11111	FG	-1	1	-1	0	50	0	0	0	0	50	10000	1	6	0	0	0	0	0	1,149999976	-1	1	1	1	1	1	0	tibcsb05	1	0	0	
ibcsb06	1	A203B8	93	Ледяной Коробчатый Магазин	203	200	11111	FG	-1	1	-1	0	50	0	0	0	0	50	10000	1	6	1	0	0	0	0	1,149999976	-1	1	1	1	1	1	0	tibcsb06	1	0	0	
ibcsb07	1	A203B9	94	Ядовитый Коробчатый Магазин	203	200	11111	FG	-1	1	-1	0	50	0	0	0	0	50	10000	1	6	2	0	0	0	0	1,149999976	-1	1	1	1	1	1	0	tibcsb07	1	0	0	
ibcsb08	1	A203BA	95	Минеральный Коробчатый Магазин	203	200	11111	FG	-1	1	-1	0	50	0	0	0	0	50	10000	1	6	3	0	0	0	0	1,149999976	-1	1	1	1	1	1	0	tibcsb08	1	0	0	
ibint01	1	A2040F	16	Улучшеная Лучеваой Боеприпас	204	200	11111	CD	-1	1	-1	0	500	0	0	0	0	50	500	1	0	-1	0	0	0	0	1,399999976	-1	1	1	1	1	1	0	tibint01	0	0	0	
ibint02	1	A203A6	49	Улучшенный Магазин Разрывных Потрон	203	200	11111	FG	-1	1	-1	0	500	0	0	0	0	50	500	1	6	-1	0	0	0	0	1,399999976	-1	1	1	1	1	1	0	tibint02	0	0	0	
ibint03	1	420393	32	Улучшенный Магазин Керамических Ракет	203	200	00001	IK	-1	1	-1	0	500	0	0	0	0	50	500	1	0	-1	0	0	0	0	1,299999952	-1	1	1	1	1	1	0	tibint03	0	0	0	
ibint04	1	420392	31	Улучшеное Жидкое Топливо	203	200	00001	J	-1	1	-1	0	500	0	0	0	0	50	500	1	5	-1	0	0	0	0	1,299999952	-1	1	1	1	1	1	0	tibint04	0	0	0	
ibcsb09	1	420396	128	Легкая Кислотная Граната 	203	200	00001	LMNO	-1	1	-1	0	100	0	0	0	0	100	5000	1	0	-1	0	0	0	0	1	1	1	1	1	1	1	0	tibcsb09	1	0	0	
ibcsb10	1	420397	129	Легкая Вакуумная Граната 	203	200	00001	LMNO	-1	1	-1	0	100	0	0	0	0	100	5000	1	0	-1	0	0	0	0	1	2	1	1	1	1	1	0	tibcsb10	1	0	0	
ibcsb11	1	420398	130	Легкая Дымовая Граната 	203	200	00001	LMNO	-1	1	-1	0	100	0	0	0	0	100	5000	1	0	-1	0	0	0	0	1	3	1	1	1	1	1	0	tibcsb11	1	0	0	
ibcsb12	1	420399	131	Легкая Шоковая Граната 	203	200	00001	LMNO	-1	1	-1	0	100	0	0	0	0	100	5000	1	0	-1	0	0	0	0	1	4	1	1	1	1	1	0	tibcsb12	1	0	0	
ibcsb13	1	42039A	132	Легкая Ментальная Граната 	203	200	00001	MNO	-1	1	-1	0	100	0	0	0	0	100	5000	1	0	-1	0	0	0	0	1	5	1	1	1	1	1	0	tibcsb13	1	0	0	
ibcsb14	1	42039B	133	Легкая Оглушающая Граната 	203	200	00001	MNO	-1	1	-1	0	100	0	0	0	0	100	5000	1	0	-1	0	0	0	0	1	6	1	1	1	1	1	0	tibcsb14	1	0	0	
ibcsb15	1	42039C	134	Легкая Разъедающая Граната 	203	200	00001	MNO	-1	1	-1	0	100	0	0	0	0	100	5000	1	0	-1	0	0	0	0	1	7	1	1	1	1	1	0	tibcsb15	1	0	0	
ibcsb16	1	42039D	135	Легкая Ослабляющая Граната 	203	200	00001	MNO	-1	1	-1	0	100	0	0	0	0	100	5000	1	0	-1	0	0	0	0	1	8	1	1	1	1	1	0	tibcsb16	1	0	0	
ibcsb17	1	42039E	136	Легкая Паралитическая Граната 	203	200	00001	NO	-1	1	-1	0	100	0	0	0	0	100	5000	1	0	-1	0	0	0	0	1	9	1	1	1	1	1	0	tibcsb17	1	0	0	
ibcsb18	1	42039F	137	Легкая Стихийная Граната 	203	200	00001	NO	-1	1	-1	0	100	0	0	0	0	100	5000	1	0	-1	0	0	0	0	1	A	1	1	1	1	1	0	tibcsb18	1	0	0	
ibcsb19	1	4203A0	138	Легкая Антимагическая Граната 	203	200	00001	NO	-1	1	-1	0	100	0	0	0	0	100	5000	1	0	-1	0	0	0	0	1	B	1	1	1	1	1	0	tibcsb19	1	0	0	
