string[64]	dword	string[64]	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	string[8]	dword	END
iucfa35	55	00110	iyyyy10	23	iyyyy03	11	irriu03	10	irrus03	4	0	0	iucfa35	9525	iucfb35	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuawa35	55	00001	iyyyy07	10	iyyyy03	12	irriu03	12	irria03	4	0	0	iuawa35	9525	iuawb35	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuara35	55	00001	iyyyy18	22	iyyyy03	12	irriu03	12	irria03	4	0	0	iuara35	9525	iuarb35	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuafa35	55	00001	iyyyy18	22	iyyyy03	12	irriu03	12	irria03	4	0	0	iuafa35	9525	iuafb35	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubwa37	60	11000	iyyyy14	19	iyyyy03	13	irriu03	12	irrio03	4	0	0	iubwa37	9555	iubwb37	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubra37	60	11000	iyyyy10	27	iyyyy03	13	irriu03	12	irrio03	4	0	0	iubra37	9555	iubrb37	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubfa37	60	11000	iyyyy10	27	iyyyy03	13	irriu03	12	irrio03	4	0	0	iubfa37	9555	iubfb37	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucwa37	60	00110	iyyyy14	19	iyyyy03	13	irriu03	12	irrus03	4	0	0	iucwa37	9555	iucwb37	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucra37	60	00110	iyyyy10	27	iyyyy03	13	irriu03	12	irrus03	4	0	0	iucra37	9555	iucrb37	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucfa37	60	00110	iyyyy10	27	iyyyy03	13	irriu03	12	irrus03	4	0	0	iucfa37	9555	iucfb37	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuawa37	60	00001	iyyyy07	12	iyyyy03	15	irriu03	14	irria03	5	0	0	iuawa37	9555	iuawb37	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuara37	60	00001	iyyyy18	26	iyyyy03	15	irriu03	14	irria03	5	0	0	iuara37	9555	iuarb37	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuafa37	60	00001	iyyyy18	26	iyyyy03	15	irriu03	14	irria03	5	0	0	iuafa37	9555	iuafb37	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubwa39	65	11000	iyyyy15	7	iyyyy03	15	irriu03	14	irrio03	5	0	0	iubwa39	9585	iubwb39	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubra39	65	11000	iyyyy11	6	iyyyy03	15	irriu03	14	irrio03	5	0	0	iubra39	9585	iubrb39	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubfa39	65	11000	iyyyy11	6	iyyyy03	15	irriu03	14	irrio03	5	0	0	iubfa39	9585	iubfb39	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucwa39	65	00110	iyyyy15	7	iyyyy03	15	irriu03	14	irrus03	5	0	0	iucwa39	9585	iucwb39	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucra39	65	00110	iyyyy11	6	iyyyy03	15	irriu03	14	irrus03	5	0	0	iucra39	9585	iucrb39	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucfa39	65	00110	iyyyy11	6	iyyyy03	15	irriu03	14	irrus03	5	0	0	iucfa39	9585	iucfb39	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuawa39	65	00001	iyyyy07	14	iyyyy03	17	irriu03	16	irria03	6	0	0	iuawa39	9585	iuawb39	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuara39	65	00001	iyyyy19	6	iyyyy03	17	irriu03	16	irria03	6	0	0	iuara39	9585	iuarb39	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuafa39	65	00001	iyyyy19	6	iyyyy03	17	irriu03	16	irria03	6	0	0	iuafa39	9585	iuafb39	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubwa41	71	11000	iyyyy15	8	iyyyy03	18	irriu03	17	irrio03	6	0	0	iubwa41	9615	iubwb41	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubra41	71	11000	iyyyy11	7	iyyyy03	18	irriu03	17	irrio03	6	0	0	iubra41	9615	iubrb41	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubfa41	71	11000	iyyyy11	7	iyyyy03	18	irriu03	17	irrio03	6	0	0	iubfa41	9615	iubfb41	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucwa41	71	00110	iyyyy15	8	iyyyy03	18	irriu03	17	irrus03	6	0	0	iucwa41	9615	iucwb41	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucra41	71	00110	iyyyy11	7	iyyyy03	18	irriu03	17	irrus03	6	0	0	iucra41	9615	iucrb41	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucfa41	71	00110	iyyyy11	7	iyyyy03	18	irriu03	17	irrus03	6	0	0	iucfa41	9615	iucfb41	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuawa41	71	00001	iyyyy07	17	iyyyy03	20	irriu03	19	irria03	7	0	0	iuawa41	9615	iuawb41	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuara41	71	00001	iyyyy19	7	iyyyy03	20	irriu03	19	irria03	7	0	0	iuara41	9615	iuarb41	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuafa41	71	00001	iyyyy19	7	iyyyy03	20	irriu03	19	irria03	7	0	0	iuafa41	9615	iuafb41	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubwa43	77	11000	iyyyy15	10	iyyyy03	20	irriu03	19	irrio03	7	0	0	iubwa43	9645	iubwb43	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubra43	77	11000	iyyyy11	8	iyyyy03	20	irriu03	19	irrio03	7	0	0	iubra43	9645	iubrb43	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubfa43	77	11000	iyyyy11	8	iyyyy03	20	irriu03	19	irrio03	7	0	0	iubfa43	9645	iubfb43	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucwa43	77	00110	iyyyy15	10	iyyyy03	20	irriu03	19	irrus03	7	0	0	iucwa43	9645	iucwb43	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucra43	77	00110	iyyyy11	8	iyyyy03	20	irriu03	19	irrus03	7	0	0	iucra43	9645	iucrb43	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucfa43	77	00110	iyyyy11	8	iyyyy03	20	irriu03	19	irrus03	7	0	0	iucfa43	9645	iucfb43	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuawa43	77	00001	iyyyy07	19	iyyyy03	23	irriu03	22	irria03	8	0	0	iuawa43	9645	iuawb43	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuara43	77	00001	iyyyy19	8	iyyyy03	23	irriu03	22	irria03	8	0	0	iuara43	9645	iuarb43	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuafa43	77	00001	iyyyy19	8	iyyyy03	23	irriu03	22	irria03	8	0	0	iuafa43	9645	iuafb43	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubwa45	83	11000	iyyyy15	11	iyyyy03	23	irriu03	22	irrio03	8	0	0	iubwa45	9675	iubwb45	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubra45	83	11000	iyyyy11	9	iyyyy03	23	irriu03	22	irrio03	8	0	0	iubra45	9675	iubrb45	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubfa45	83	11000	iyyyy11	9	iyyyy03	23	irriu03	22	irrio03	8	0	0	iubfa45	9675	iubfb45	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucwa45	83	00110	iyyyy15	11	iyyyy03	23	irriu03	22	irrus03	8	0	0	iucwa45	9675	iucwb45	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucra45	83	00110	iyyyy11	9	iyyyy03	23	irriu03	22	irrus03	8	0	0	iucra45	9675	iucrb45	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucfa45	83	00110	iyyyy11	9	iyyyy03	23	irriu03	22	irrus03	8	0	0	iucfa45	9675	iucfb45	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuawa45	83	00001	iyyyy07	22	iyyyy03	27	irriu03	25	irria03	9	0	0	iuawa45	9675	iuawb45	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuara45	83	00001	iyyyy19	9	iyyyy03	27	irriu03	25	irria03	9	0	0	iuara45	9675	iuarb45	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuafa45	83	00001	iyyyy19	9	iyyyy03	27	irriu03	25	irria03	9	0	0	iuafa45	9675	iuafb45	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubwa47	89	11000	iyyyy23	5	iyyyy04	6	irriu03	25	irrio03	9	0	0	iubwa47	9705	iubwb47	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubra47	89	11000	iyyyy23	5	iyyyy04	6	irriu03	25	irrio03	9	0	0	iubra47	9705	iubrb47	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubfa47	89	11000	iyyyy23	5	iyyyy04	6	irriu03	25	irrio03	9	0	0	iubfa47	9705	iubfb47	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucwa47	89	00110	iyyyy23	5	iyyyy04	6	irriu03	25	irrus03	9	0	0	iucwa47	9705	iucwb47	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucra47	89	00110	iyyyy23	5	iyyyy04	6	irriu03	25	irrus03	9	0	0	iucra47	9705	iucrb47	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucfa47	89	00110	iyyyy23	5	iyyyy04	6	irriu03	25	irrus03	9	0	0	iucfa47	9705	iucfb47	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuawa47	89	00001	iyyyy23	6	iyyyy04	7	irriu03	28	irria03	10	0	0	iuawa47	9705	iuawb47	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuara47	89	00001	iyyyy24	5	iyyyy04	7	irriu03	28	irria03	10	0	0	iuara47	9705	iuarb47	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuafa47	89	00001	iyyyy24	5	iyyyy04	7	irriu03	28	irria03	10	0	0	iuafa47	9705	iuafb47	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubwa50	99	11000	iyyyy24	6	iyyyy04	8	irriu03	34	irrio03	12	0	0	iubwa50	9750	iubwb50	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubra50	99	11000	iyyyy24	6	iyyyy04	8	irriu03	34	irrio03	12	0	0	iubra50	9750	iubrb50	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubfa50	99	11000	iyyyy24	6	iyyyy04	8	irriu03	34	irrio03	12	0	0	iubfa50	9750	iubfb50	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucwa50	99	00110	iyyyy24	6	iyyyy04	8	irriu03	34	irrus03	12	0	0	iucwa50	9750	iucwb50	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucra50	99	00110	iyyyy24	6	iyyyy04	8	irriu03	34	irrus03	12	0	0	iucra50	9750	iucrb50	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucfa50	99	00110	iyyyy24	6	iyyyy04	8	irriu03	34	irrus03	12	0	0	iucfa50	9750	iucfb50	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuawa50	99	00001	iyyyy24	7	iyyyy04	9	irriu03	39	irria03	13	0	0	iuawa50	9750	iuawb50	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuara50	99	00001	iyyyy24	7	iyyyy04	9	irriu03	39	irria03	13	0	0	iuara50	9750	iuarb50	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuafa50	99	00001	iyyyy24	7	iyyyy04	9	irriu03	39	irria03	13	0	0	iuafa50	9750	iuafb50	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubwa53	99	11000	iyyyy24	7	iyyyy04	10	irriu03	41	irrio03	14	0	0	iubwa53	9825	iubwb53	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubra53	99	11000	iyyyy24	7	iyyyy04	10	irriu03	41	irrio03	14	0	0	iubra53	9825	iubrb53	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubfa53	99	11000	iyyyy24	7	iyyyy04	10	irriu03	41	irrio03	14	0	0	iubfa53	9825	iubfb53	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucwa53	99	00110	iyyyy24	7	iyyyy04	10	irriu03	41	irrus03	14	0	0	iucwa53	9825	iucwb53	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucra53	99	00110	iyyyy24	7	iyyyy04	10	irriu03	41	irrus03	14	0	0	iucra53	9825	iucrb53	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iucfa53	99	00110	iyyyy24	7	iyyyy04	10	irriu03	41	irrus03	14	0	0	iucfa53	9825	iucfb53	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuawa53	99	00001	iyyyy24	7	iyyyy04	10	irriu03	41	irria03	14	0	0	iuawa53	9825	iuawb53	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuara53	99	00001	iyyyy24	8	iyyyy04	11	irriu03	47	irria03	16	0	0	iuara53	9825	iuarb53	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iuafa53	99	00001	iyyyy24	8	iyyyy04	11	irriu03	47	irria03	16	0	0	iuafa53	9825	iuafb53	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
iubwa55	99	11000	iyyyy24	8	iyyyy04	12	irriu03	50	irrio03	17	0	0	iubwa55	9825	iubwb55	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
