clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	long	dword	END
iycsd46	Прочный Модификатор Покровительства 3~5 Щит [Тип В 	A30237	317	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	969	1	1	0	0	0	
iycsd47	Прочный Модификатор Покровительства 4~6 Щит [Тип В 	A30237	318	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	970	1	1	0	0	0	
iycsd48	Прочный Модификатор Покровительства 3~7 Щит [Тип В 	A30237	319	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	971	1	1	0	0	0	
iycsd49	Прочный Модификатор Покровительства 4~7 Щит [Тип В 	A30237	320	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	972	1	1	0	0	0	
iycsd50	Прочный Модификатор Покровительства 5~7 Щит [Тип В 	A30237	321	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	973	1	1	0	0	0	
iycsd51	Прочный Модификатор Покровительства 3~4	A30237	349	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	974	1	1	0	0	0	
iycsd52	Прочный Модификатор Покровительства 3~4	A30237	350	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	975	1	1	0	0	0	
iycsd53	Прочный Модификатор Покровительства 3~4 Штаны	A30237	351	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	976	1	1	0	0	0	
iycsd54	Прочный Модификатор Покровительства 3~4 Перчатки	A30237	352	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	977	1	1	0	0	0	
iycsd55	Прочный Модификатор Покровительства 3~4 Ботинки	A30237	353	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	978	1	1	0	0	0	
iycsd56	Прочный Модификатор Покровительства 3~5	A30237	354	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	979	1	1	0	0	0	
iycsd57	Прочный Модификатор Покровительства 3~5	A30237	355	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	980	1	1	0	0	0	
iycsd58	Прочный Модификатор Покровительства 3~5 Штаны	A30237	356	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	981	1	1	0	0	0	
iycsd59	Прочный Модификатор Покровительства 3~5 Перчатки	A30237	357	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	982	1	1	0	0	0	
iycsd60	Прочный Модификатор Покровительства 3~5 Ботинки	A30237	358	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	983	1	1	0	0	0	
iycsd61	Прочный Модификатор Покровительства 4~6	A30237	359	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	984	1	1	0	0	0	
iycsd62	Прочный Модификатор Покровительства 4~6	A30237	360	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	985	1	1	0	0	0	
iycsd63	Прочный Модификатор Покровительства 4~6 Штаны	A30237	361	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	986	1	1	0	0	0	
iycsd64	Прочный Модификатор Покровительства 4~6 Перчатки	A30237	362	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	987	1	1	0	0	0	
iycsd65	Прочный Модификатор Покровительства 4~6 Ботинки	A30237	363	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	988	1	1	0	0	0	
iycsd66	Прочный Модификатор Покровительства 3~7	A30237	364	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	989	1	1	0	0	0	
iycsd67	Прочный Модификатор Покровительства 3~7	A30237	365	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	990	1	1	0	0	0	
iycsd68	Прочный Модификатор Покровительства 3~7 Штаны	A30237	366	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	991	1	1	0	0	0	
iycsd69	Прочный Модификатор Покровительства 3~7 Перчатки	A30237	367	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	992	1	1	0	0	0	
iycsd70	Прочный Модификатор Покровительства 3~7 Ботинки	A30237	368	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	993	1	1	0	0	0	
iycsd71	Прочный Модификатор Покровительства 4~7	A30237	369	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	994	1	1	0	0	0	
iycsd72	Прочный Модификатор Покровительства 4~7	A30237	370	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	995	1	1	0	0	0	
iycsd73	Прочный Модификатор Покровительства 4~7 Штаны	A30237	371	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	996	1	1	0	0	0	
iycsd74	Прочный Модификатор Покровительства 4~7 Перчатки	A30237	372	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	997	1	1	0	0	0	
iycsd75	Прочный Модификатор Покровительства 4~7 Ботинки	A30237	373	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	998	1	1	0	0	0	
iycsd76	Прочный Модификатор Покровительства 5~7	A30237	374	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	999	1	1	0	0	0	
iycsd77	Прочный Модификатор Покровительства 5~7	A30237	375	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	1000	1	1	0	0	0	
iycsd78	Прочный Модификатор Покровительства 5~7 Штаны	A30237	376	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	1001	1	1	0	0	0	
iycsd79	Прочный Модификатор Покровительства 5~7 Перчатки	A30237	377	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	1002	1	1	0	0	0	
iycsd80	Прочный Модификатор Покровительства 5~7 Ботинки	A30237	378	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	1003	1	1	0	0	0	
iycsd81	Прочный Модификатор Покровительства 3~4 Щит 	A30237	379	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	1004	1	1	0	0	0	
iycsd82	Прочный Модификатор Покровительства 3~5 Щит 	A30237	380	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	1005	1	1	0	0	0	
iycsd83	Прочный Модификатор Покровительства 4~6 Щит 	A30237	381	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	1006	1	1	0	0	0	
iycsd84	Прочный Модификатор Покровительства 3~7 Щит 	A30237	382	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	1007	1	1	0	0	0	
iycsd85	Прочный Модификатор Покровительства 4~7 Щит 	A30237	383	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	1008	1	1	0	0	0	
iycsd86	Прочный Модификатор Покровительства 5~7 Щит 	A30237	384	11111	20	1	0	1	0	0	0	0	20	0	1	0	1	1009	1	1	0	0	0	
iycsd87	Прочный Модификатор Покровительства 1~4	A30237	502	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1010	1	1	0	0	0	
iycsd88	Прочный Модификатор Покровительства 1~5	A30237	503	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1011	1	1	0	0	0	
iycsd89	Прочный Модификатор Покровительства 2~4	A30237	504	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1012	1	1	0	0	0	
iycsd90	Прочный Модификатор Покровительства 2~5	A30237	505	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1013	1	1	0	0	0	
iycsd91	Прочный Модификатор Покровительства 2~6	A30237	506	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1014	1	1	0	0	0	
iycsd92	Прочный Модификатор Покровительства 3~6	A30237	507	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1015	1	1	0	0	0	
iycsd93	Прочный Модификатор Покровительства 4~5	A30237	508	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1016	1	1	0	0	0	
iycsd94	Прочный Модификатор Покровительства 5~6	A30237	509	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1017	1	1	0	0	0	
iycsd95	Прочный Модификатор Покровительства 6~7	A30237	510	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1018	1	1	0	0	0	
iycsd96	Прочный Модификатор Покровительства 1~4 [Тип В 	A30237	511	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1019	1	1	0	0	0	
iycsd97	Прочный Модификатор Покровительства 1~5 [Тип В 	A30237	512	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1020	1	1	0	0	0	
iycsd98	Прочный Модификатор Покровительства 2~4 [Тип В 	A30237	513	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1021	1	1	0	0	0	
iycsd99	Прочный Модификатор Покровительства 2~5 [Тип В 	A30237	514	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1022	1	1	0	0	0	
iycse01	Прочный Модификатор Покровительства 2~6 [Тип В 	A30237	515	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1023	1	1	0	0	0	
iycse02	Прочный Модификатор Покровительства 3~6 [Тип В 	A30237	516	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1024	1	1	0	0	0	
iycse03	Прочный Модификатор Покровительства 4~5 [Тип В 	A30237	517	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1025	1	1	0	0	0	
iycse04	Прочный Модификатор Покровительства 5~6 [Тип В 	A30237	518	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1026	1	1	0	0	0	
iycse05	Прочный Модификатор Покровительства 6~7 [Тип В 	A30237	519	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1027	1	1	0	0	0	
iycse06	Прочный Модификатор Покровительства 1~4 [Тип С 	A30237	520	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1028	1	1	0	0	0	
iycse07	Прочный Модификатор Покровительства 1~5 [Тип С 	A30237	521	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1029	1	1	0	0	0	
iycse08	Прочный Модификатор Покровительства 2~4 [Тип С 	A30237	522	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1030	1	1	0	0	0	
iycse09	Прочный Модификатор Покровительства 2~5 [Тип С 	A30237	523	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1031	1	1	0	0	0	
iycse10	Прочный Модификатор Покровительства 2~6 [Тип С 	A30237	524	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1032	1	1	0	0	0	
iycse11	Прочный Модификатор Покровительства 3~6 [Тип С 	A30237	525	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1033	1	1	0	0	0	
iycse12	Прочный Модификатор Покровительства 4~5 [Тип С 	A30237	526	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1034	1	1	0	0	0	
iycse13	Прочный Модификатор Покровительства 5~6 [Тип С 	A30237	527	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1035	1	1	0	0	0	
iycse14	Прочный Модификатор Покровительства 3~4 [Тип С 	A30237	528	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1036	1	1	0	0	0	
iycse15	Прочный Модификатор Покровительства 3~5 [Тип С 	A30237	529	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1037	1	1	0	0	0	
iycse16	Прочный Модификатор Покровительства 4~6 [Тип С 	A30237	530	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1038	1	1	0	0	0	
iycse17	Прочный Модификатор Покровительства 3~7 [Тип С 	A30237	531	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1039	1	1	0	0	0	
iycse18	Прочный Модификатор Покровительства 4~7 [Тип С 	A30237	532	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1040	1	1	0	0	0	
iycse19	Прочный Модификатор Покровительства 5~7 [Тип С 	A30237	533	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1041	1	1	0	0	0	
iycse20	Прочный Модификатор Покровительства 6~7 [Тип С 	A30237	534	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1042	1	1	0	0	0	
iycse21	Прочный Модификатор Мудрости Шлем 3~4 [Тип В 	A30237	824	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1043	1	1	0	0	0	
iycse22	Прочный Модификатор Мудрости Шлем 3~5 [Тип В 	A30237	825	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1044	1	1	0	0	0	
iycse23	Прочный Модификатор Мудрости Шлем 4~6 [Тип В 	A30237	826	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1045	1	1	0	0	0	
iycse24	Прочный Модификатор Мудрости Шлем 3~7 [Тип В 	A30237	827	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1046	1	1	0	0	0	
iycse25	Прочный Модификатор Мудрости Шлем 4~7 [Тип В 	A30237	828	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1047	1	1	0	0	0	
iycse26	Прочный Модификатор Мудрости Шлем 5~7 [Тип В 	A30237	829	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1048	1	1	0	0	0	
iycse27	Прочный Модификатор Мудрости Шлем 3~4	A30237	830	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1049	1	1	0	0	0	
iycse28	Прочный Модификатор Мудрости Шлем 3~5	A30237	831	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1050	1	1	0	0	0	
iycse29	Прочный Модификатор Мудрости Шлем 4~6	A30237	832	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1051	1	1	0	0	0	
iycse30	Прочный Модификатор Мудрости Шлем 3~7	A30237	833	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1052	1	1	0	0	0	
iycse31	Прочный Модификатор Мудрости Шлем 4~7	A30237	834	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1053	1	1	0	0	0	
iycse32	Прочный Модификатор Мудрости Шлем 5~7	A30237	835	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1054	1	1	0	0	0	
iycse33	Прочный Модификатор Мудрости Шлем 1~4	A30237	836	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1055	1	1	0	0	0	
iycse34	Прочный Модификатор Мудрости Шлем 1~5	A30237	837	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1056	1	1	0	0	0	
iycse35	Прочный Модификатор Мудрости Шлем 2~4	A30237	838	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1057	1	1	0	0	0	
iycse36	Прочный Модификатор Мудрости Шлем 2~5	A30237	839	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1058	1	1	0	0	0	
iycse37	Прочный Модификатор Мудрости Шлем 2~6	A30237	840	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1059	1	1	0	0	0	
iycse38	Прочный Модификатор Мудрости Шлем 3~6	A30237	841	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1060	1	1	0	0	0	
iycse39	Прочный Модификатор Мудрости Шлем 4~5	A30237	842	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1061	1	1	0	0	0	
iycse40	Прочный Модификатор Мудрости Шлем 5~6	A30237	843	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1062	1	1	0	0	0	
iycse41	Прочный Модификатор Мудрости Шлем 6~7	A30237	844	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1063	1	1	0	0	0	
iycse42	Прочный Модификатор Мудрости Шлем 1~4 [Тип В 	A30237	845	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1064	1	1	0	0	0	
iycse43	Прочный Модификатор Мудрости Шлем 1~5 [Тип В 	A30237	846	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1065	1	1	0	0	0	
iycse44	Прочный Модификатор Мудрости Шлем 2~4 [Тип В 	A30237	847	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1066	1	1	0	0	0	
iycse45	Прочный Модификатор Мудрости Шлем 2~5 [Тип В 	A30237	848	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1067	1	1	0	0	0	
iycse46	Прочный Модификатор Мудрости Шлем 2~6 [Тип В 	A30237	849	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1068	1	1	0	0	0	
iycse47	Прочный Модификатор Мудрости Шлем 3~6 [Тип В 	A30237	850	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1069	1	1	0	0	0	
iycse48	Прочный Модификатор Мудрости Шлем 4~5 [Тип В 	A30237	851	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1070	1	1	0	0	0	
iycse49	Прочный Модификатор Мудрости Шлем 5~6 [Тип В 	A30237	852	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1071	1	1	0	0	0	
iycse50	Прочный Модификатор Мудрости Шлем 6~7 [Тип В 	A30237	853	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1072	1	1	0	0	0	
iycse51	Прочный Модификатор Мудрости Шлем 1~4 [Тип C 	A30237	854	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1073	1	1	0	0	0	
iycse52	Прочный Модификатор Мудрости Шлем 1~5 [Тип C 	A30237	855	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1074	1	1	0	0	0	
iycse53	Прочный Модификатор Мудрости Шлем 2~4 [Тип C 	A30237	856	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1075	1	1	0	0	0	
iycse54	Прочный Модификатор Мудрости Шлем 2~5 [Тип C 	A30237	857	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1076	1	1	0	0	0	
iycse55	Прочный Модификатор Мудрости Шлем 2~6 [Тип C 	A30237	858	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1077	1	1	0	0	0	
iycse56	Прочный Модификатор Мудрости Шлем 3~6 [Тип C 	A30237	859	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1078	1	1	0	0	0	
iycse57	Прочный Модификатор Мудрости Шлем 4~5 [Тип C 	A30237	860	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1079	1	1	0	0	0	
iycse58	Прочный Модификатор Мудрости Шлем 5~6 [Тип C 	A30237	861	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1080	1	1	0	0	0	
iycse59	Прочный Модификатор Мудрости Шлем 3~4 [Тип C 	A30237	862	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1081	1	1	0	0	0	
iycse60	Прочный Модификатор Мудрости Шлем 3~5 [Тип C 	A30237	863	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1082	1	1	0	0	0	
iycse61	Прочный Модификатор Мудрости Шлем 4~6 [Тип C 	A30237	864	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1083	1	1	0	0	0	
iycse62	Прочный Модификатор Мудрости Шлем 3~7 [Тип C 	A30237	865	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1084	1	1	0	0	0	
iycse63	Прочный Модификатор Мудрости Шлем 4~7 [Тип C 	A30237	866	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1085	1	1	0	0	0	
iycse64	Прочный Модификатор Мудрости Шлем 5~7 [Тип C 	A30237	867	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1086	1	1	0	0	0	
iycse65	Прочный Модификатор Мудрости Шлем 6~7 [Тип C 	A30237	868	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1087	1	1	0	0	0	
iycse66	Прочный Модификатор Тьмы Перчатки 3~4 [Тип В 	A30237	869	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1088	1	1	0	0	0	
iycse67	Прочный Модификатор Тьмы Перчатки 3~5 [Тип В 	A30237	870	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1089	1	1	0	0	0	
iycse68	Прочный Модификатор Тьмы Перчатки 4~6 [Тип В 	A30237	871	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1090	1	1	0	0	0	
iycse69	Прочный Модификатор Тьмы Перчатки 3~7 [Тип В 	A30237	872	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1091	1	1	0	0	0	
iycse70	Прочный Модификатор Тьмы Перчатки 4~7 [Тип В 	A30237	873	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1092	1	1	0	0	0	
iycse71	Прочный Модификатор Тьмы Перчатки 5~7 [Тип В 	A30237	874	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1093	1	1	0	0	0	
iycse72	Прочный Модификатор Тьмы Перчатки 3~4	A30237	875	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1094	1	1	0	0	0	
iycse73	Прочный Модификатор Тьмы Перчатки 3~5	A30237	876	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1095	1	1	0	0	0	
iycse74	Прочный Модификатор Тьмы Перчатки 4~6	A30237	877	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1096	1	1	0	0	0	
iycse75	Прочный Модификатор Тьмы Перчатки 3~7	A30237	878	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1097	1	1	0	0	0	
iycse76	Прочный Модификатор Тьмы Перчатки 4~7	A30237	879	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1098	1	1	0	0	0	
iycse77	Прочный Модификатор Тьмы Перчатки 5~7	A30237	880	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1099	1	1	0	0	0	
iycse78	Прочный Модификатор Тьмы Перчатки 1~4	A30237	881	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1100	1	1	0	0	0	
iycse79	Прочный Модификатор Тьмы Перчатки 1~5	A30237	882	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1101	1	1	0	0	0	
iycse80	Прочный Модификатор Тьмы Перчатки 2~4	A30237	883	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1102	1	1	0	0	0	
iycse81	Прочный Модификатор Тьмы Перчатки 2~5	A30237	884	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1103	1	1	0	0	0	
iycse82	Прочный Модификатор Тьмы Перчатки 2~6	A30237	885	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1104	1	1	0	0	0	
iycse83	Прочный Модификатор Тьмы Перчатки 3~6	A30237	886	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1105	1	1	0	0	0	
iycse84	Прочный Модификатор Тьмы Перчатки 4~5	A30237	887	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1106	1	1	0	0	0	
iycse85	Прочный Модификатор Тьмы Перчатки 5~6	A30237	888	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1107	1	1	0	0	0	
iycse86	Прочный Модификатор Тьмы Перчатки 6~7	A30237	889	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1108	1	1	0	0	0	
iycse87	Прочный Модификатор Тьмы Перчатки 1~4 [Тип В 	A30237	890	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1109	1	1	0	0	0	
iycse88	Прочный Модификатор Тьмы Перчатки 1~5 [Тип В 	A30237	891	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1110	1	1	0	0	0	
iycse89	Прочный Модификатор Тьмы Перчатки 2~4 [Тип В 	A30237	892	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1111	1	1	0	0	0	
iycse90	Прочный Модификатор Тьмы Перчатки 2~5 [Тип В 	A30237	893	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1112	1	1	0	0	0	
iycse91	Прочный Модификатор Тьмы Перчатки 2~6 [Тип В 	A30237	894	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1113	1	1	0	0	0	
iycse92	Прочный Модификатор Тьмы Перчатки 3~6 [Тип В 	A30237	895	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1114	1	1	0	0	0	
iycse93	Прочный Модификатор Тьмы Перчатки 4~5 [Тип В 	A30237	896	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1115	1	1	0	0	0	
iycse94	Прочный Модификатор Тьмы Перчатки 5~6 [Тип В 	A30237	897	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1116	1	1	0	0	0	
iycse95	Прочный Модификатор Тьмы Перчатки 6~7 [Тип В 	A30237	898	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1117	1	1	0	0	0	
iycse96	Прочный Модификатор Тьмы Перчатки 1~4 [Тип C 	A30237	899	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1118	1	1	0	0	0	
iycse97	Прочный Модификатор Тьмы Перчатки 1~5 [Тип C 	A30237	900	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1119	1	1	0	0	0	
iycse98	Прочный Модификатор Тьмы Перчатки 2~4 [Тип C 	A30237	901	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1120	1	1	0	0	0	
iycse99	Прочный Модификатор Тьмы Перчатки 2~5 [Тип C 	A30237	902	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1121	1	1	0	0	0	
iycsf01	Прочный Модификатор Тьмы Перчатки 2~6 [Тип C 	A30237	903	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1122	1	1	0	0	0	
iycsf02	Прочный Модификатор Тьмы Перчатки 3~6 [Тип C 	A30237	904	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1123	1	1	0	0	0	
iycsf03	Прочный Модификатор Тьмы Перчатки 4~5 [Тип C 	A30237	905	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1124	1	1	0	0	0	
iycsf04	Прочный Модификатор Тьмы Перчатки 5~6 [Тип C 	A30237	906	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1125	1	1	0	0	0	
iycsf05	Прочный Модификатор Тьмы Перчатки 3~4 [Тип C 	A30237	907	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1126	1	1	0	0	0	
iycsf06	Прочный Модификатор Тьмы Перчатки 3~5 [Тип C 	A30237	908	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1127	1	1	0	0	0	
iycsf07	Прочный Модификатор Тьмы Перчатки 4~6 [Тип C 	A30237	909	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1128	1	1	0	0	0	
iycsf08	Прочный Модификатор Тьмы Перчатки 3~7 [Тип C 	A30237	910	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1129	1	1	0	0	0	
iycsf09	Прочный Модификатор Тьмы Перчатки 4~7 [Тип C 	A30237	911	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1130	1	1	0	0	0	
iycsf10	Прочный Модификатор Тьмы Перчатки 5~7 [Тип C 	A30237	912	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1131	1	1	0	0	0	
iycsf11	Прочный Модификатор Тьмы Перчатки 6~7 [Тип C 	A30237	913	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1132	1	1	0	0	0	
iycsf12	Прочный Модификатор Милосердия Перчатки 3~4 [Тип В 	A30237	914	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1133	1	1	0	0	0	
iycsf13	Прочный Модификатор Милосердия Перчатки 3~5 [Тип В 	A30237	915	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1134	1	1	0	0	0	
iycsf14	Прочный Модификатор Милосердия Перчатки 4~6 [Тип В 	A30237	916	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1135	1	1	0	0	0	
iycsf15	Прочный Модификатор Милосердия Перчатки 3~7 [Тип В 	A30237	917	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1136	1	1	0	0	0	
iycsf16	Прочный Модификатор Милосердия Перчатки 4~7 [Тип В 	A30237	918	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1137	1	1	0	0	0	
iycsf17	Прочный Модификатор Милосердия Перчатки 5~7 [Тип В 	A30237	919	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1138	1	1	0	0	0	
iycsf18	Прочный Модификатор Милосердия Перчатки 3~4	A30237	920	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1139	1	1	0	0	0	
iycsf19	Прочный Модификатор Милосердия Перчатки 3~5	A30237	921	11111	20	0	0	1	0	0	0	0	1	0	1	0	1	1140	1	1	0	0	0	
