string[64]	dword	string[64]	dword	string[64]	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	END
iycsd84	1	A30237	382	Прочный Модификатор Покровительства 3~7 Щит 	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsd84	1	0	
iycsd85	1	A30237	383	Прочный Модификатор Покровительства 4~7 Щит 	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsd85	1	0	
iycsd86	1	A30237	384	Прочный Модификатор Покровительства 5~7 Щит 	302	300	11111	1	1	0	0	0	0	20	1	0	0	1	1	tiycsd86	1	0	
iycsd87	1	A30237	502	Прочный Модификатор Покровительства 1~4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsd87	1	0	
iycsd88	1	A30237	503	Прочный Модификатор Покровительства 1~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsd88	1	0	
iycsd89	1	A30237	504	Прочный Модификатор Покровительства 2~4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsd89	1	0	
iycsd90	1	A30237	505	Прочный Модификатор Покровительства 2~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsd90	1	0	
iycsd91	1	A30237	506	Прочный Модификатор Покровительства 2~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsd91	1	0	
iycsd92	1	A30237	507	Прочный Модификатор Покровительства 3~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsd92	1	0	
iycsd93	1	A30237	508	Прочный Модификатор Покровительства 4~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsd93	1	0	
iycsd94	1	A30237	509	Прочный Модификатор Покровительства 5~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsd94	1	0	
iycsd95	1	A30237	510	Прочный Модификатор Покровительства 6~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsd95	1	0	
iycsd96	1	A30237	511	Прочный Модификатор Покровительства 1~4 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsd96	1	0	
iycsd97	1	A30237	512	Прочный Модификатор Покровительства 1~5 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsd97	1	0	
iycsd98	1	A30237	513	Прочный Модификатор Покровительства 2~4 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsd98	1	0	
iycsd99	1	A30237	514	Прочный Модификатор Покровительства 2~5 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsd99	1	0	
iycse01	1	A30237	515	Прочный Модификатор Покровительства 2~6 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse01	1	0	
iycse02	1	A30237	516	Прочный Модификатор Покровительства 3~6 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse02	1	0	
iycse03	1	A30237	517	Прочный Модификатор Покровительства 4~5 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse03	1	0	
iycse04	1	A30237	518	Прочный Модификатор Покровительства 5~6 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse04	1	0	
iycse05	1	A30237	519	Прочный Модификатор Покровительства 6~7 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse05	1	0	
iycse06	1	A30237	520	Прочный Модификатор Покровительства 1~4 [Тип С 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse06	1	0	
iycse07	1	A30237	521	Прочный Модификатор Покровительства 1~5 [Тип С 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse07	1	0	
iycse08	1	A30237	522	Прочный Модификатор Покровительства 2~4 [Тип С 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse08	1	0	
iycse09	1	A30237	523	Прочный Модификатор Покровительства 2~5 [Тип С 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse09	1	0	
iycse10	1	A30237	524	Прочный Модификатор Покровительства 2~6 [Тип С 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse10	1	0	
iycse11	1	A30237	525	Прочный Модификатор Покровительства 3~6 [Тип С 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse11	1	0	
iycse12	1	A30237	526	Прочный Модификатор Покровительства 4~5 [Тип С 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse12	1	0	
iycse13	1	A30237	527	Прочный Модификатор Покровительства 5~6 [Тип С 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse13	1	0	
iycse14	1	A30237	528	Прочный Модификатор Покровительства 3~4 [Тип С 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse14	1	0	
iycse15	1	A30237	529	Прочный Модификатор Покровительства 3~5 [Тип С 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse15	1	0	
iycse16	1	A30237	530	Прочный Модификатор Покровительства 4~6 [Тип С 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse16	1	0	
iycse17	1	A30237	531	Прочный Модификатор Покровительства 3~7 [Тип С 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse17	1	0	
iycse18	1	A30237	532	Прочный Модификатор Покровительства 4~7 [Тип С 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse18	1	0	
iycse19	1	A30237	533	Прочный Модификатор Покровительства 5~7 [Тип С 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse19	1	0	
iycse20	1	A30237	534	Прочный Модификатор Покровительства 6~7 [Тип С 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse20	1	0	
iycse21	1	A30237	824	Прочный Модификатор Мудрости Шлем 3~4 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse21	1	0	
iycse22	1	A30237	825	Прочный Модификатор Мудрости Шлем 3~5 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse22	1	0	
iycse23	1	A30237	826	Прочный Модификатор Мудрости Шлем 4~6 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse23	1	0	
iycse24	1	A30237	827	Прочный Модификатор Мудрости Шлем 3~7 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse24	1	0	
iycse25	1	A30237	828	Прочный Модификатор Мудрости Шлем 4~7 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse25	1	0	
iycse26	1	A30237	829	Прочный Модификатор Мудрости Шлем 5~7 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse26	1	0	
iycse27	1	A30237	830	Прочный Модификатор Мудрости Шлем 3~4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse27	1	0	
iycse28	1	A30237	831	Прочный Модификатор Мудрости Шлем 3~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse28	1	0	
iycse29	1	A30237	832	Прочный Модификатор Мудрости Шлем 4~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse29	1	0	
iycse30	1	A30237	833	Прочный Модификатор Мудрости Шлем 3~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse30	1	0	
iycse31	1	A30237	834	Прочный Модификатор Мудрости Шлем 4~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse31	1	0	
iycse32	1	A30237	835	Прочный Модификатор Мудрости Шлем 5~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse32	1	0	
iycse33	1	A30237	836	Прочный Модификатор Мудрости Шлем 1~4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse33	1	0	
iycse34	1	A30237	837	Прочный Модификатор Мудрости Шлем 1~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse34	1	0	
iycse35	1	A30237	838	Прочный Модификатор Мудрости Шлем 2~4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse35	1	0	
iycse36	1	A30237	839	Прочный Модификатор Мудрости Шлем 2~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse36	1	0	
iycse37	1	A30237	840	Прочный Модификатор Мудрости Шлем 2~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse37	1	0	
iycse38	1	A30237	841	Прочный Модификатор Мудрости Шлем 3~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse38	1	0	
iycse39	1	A30237	842	Прочный Модификатор Мудрости Шлем 4~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse39	1	0	
iycse40	1	A30237	843	Прочный Модификатор Мудрости Шлем 5~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse40	1	0	
iycse41	1	A30237	844	Прочный Модификатор Мудрости Шлем 6~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse41	1	0	
iycse42	1	A30237	845	Прочный Модификатор Мудрости Шлем 1~4 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse42	1	0	
iycse43	1	A30237	846	Прочный Модификатор Мудрости Шлем 1~5 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse43	1	0	
iycse44	1	A30237	847	Прочный Модификатор Мудрости Шлем 2~4 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse44	1	0	
iycse45	1	A30237	848	Прочный Модификатор Мудрости Шлем 2~5 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse45	1	0	
iycse46	1	A30237	849	Прочный Модификатор Мудрости Шлем 2~6 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse46	1	0	
iycse47	1	A30237	850	Прочный Модификатор Мудрости Шлем 3~6 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse47	1	0	
iycse48	1	A30237	851	Прочный Модификатор Мудрости Шлем 4~5 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse48	1	0	
iycse49	1	A30237	852	Прочный Модификатор Мудрости Шлем 5~6 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse49	1	0	
iycse50	1	A30237	853	Прочный Модификатор Мудрости Шлем 6~7 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse50	1	0	
iycse51	1	A30237	854	Прочный Модификатор Мудрости Шлем 1~4 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse51	1	0	
iycse52	1	A30237	855	Прочный Модификатор Мудрости Шлем 1~5 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse52	1	0	
iycse53	1	A30237	856	Прочный Модификатор Мудрости Шлем 2~4 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse53	1	0	
iycse54	1	A30237	857	Прочный Модификатор Мудрости Шлем 2~5 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse54	1	0	
iycse55	1	A30237	858	Прочный Модификатор Мудрости Шлем 2~6 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse55	1	0	
iycse56	1	A30237	859	Прочный Модификатор Мудрости Шлем 3~6 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse56	1	0	
iycse57	1	A30237	860	Прочный Модификатор Мудрости Шлем 4~5 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse57	1	0	
iycse58	1	A30237	861	Прочный Модификатор Мудрости Шлем 5~6 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse58	1	0	
iycse59	1	A30237	862	Прочный Модификатор Мудрости Шлем 3~4 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse59	1	0	
iycse60	1	A30237	863	Прочный Модификатор Мудрости Шлем 3~5 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse60	1	0	
iycse61	1	A30237	864	Прочный Модификатор Мудрости Шлем 4~6 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse61	1	0	
iycse62	1	A30237	865	Прочный Модификатор Мудрости Шлем 3~7 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse62	1	0	
iycse63	1	A30237	866	Прочный Модификатор Мудрости Шлем 4~7 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse63	1	0	
iycse64	1	A30237	867	Прочный Модификатор Мудрости Шлем 5~7 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse64	1	0	
iycse65	1	A30237	868	Прочный Модификатор Мудрости Шлем 6~7 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse65	1	0	
iycse66	1	A30237	869	Прочный Модификатор Тьмы Перчатки 3~4 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse66	1	0	
iycse67	1	A30237	870	Прочный Модификатор Тьмы Перчатки 3~5 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse67	1	0	
iycse68	1	A30237	871	Прочный Модификатор Тьмы Перчатки 4~6 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse68	1	0	
iycse69	1	A30237	872	Прочный Модификатор Тьмы Перчатки 3~7 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse69	1	0	
iycse70	1	A30237	873	Прочный Модификатор Тьмы Перчатки 4~7 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse70	1	0	
iycse71	1	A30237	874	Прочный Модификатор Тьмы Перчатки 5~7 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse71	1	0	
iycse72	1	A30237	875	Прочный Модификатор Тьмы Перчатки 3~4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse72	1	0	
iycse73	1	A30237	876	Прочный Модификатор Тьмы Перчатки 3~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse73	1	0	
iycse74	1	A30237	877	Прочный Модификатор Тьмы Перчатки 4~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse74	1	0	
iycse75	1	A30237	878	Прочный Модификатор Тьмы Перчатки 3~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse75	1	0	
iycse76	1	A30237	879	Прочный Модификатор Тьмы Перчатки 4~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse76	1	0	
iycse77	1	A30237	880	Прочный Модификатор Тьмы Перчатки 5~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse77	1	0	
iycse78	1	A30237	881	Прочный Модификатор Тьмы Перчатки 1~4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse78	1	0	
iycse79	1	A30237	882	Прочный Модификатор Тьмы Перчатки 1~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse79	1	0	
iycse80	1	A30237	883	Прочный Модификатор Тьмы Перчатки 2~4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse80	1	0	
iycse81	1	A30237	884	Прочный Модификатор Тьмы Перчатки 2~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse81	1	0	
iycse82	1	A30237	885	Прочный Модификатор Тьмы Перчатки 2~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse82	1	0	
iycse83	1	A30237	886	Прочный Модификатор Тьмы Перчатки 3~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse83	1	0	
iycse84	1	A30237	887	Прочный Модификатор Тьмы Перчатки 4~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse84	1	0	
iycse85	1	A30237	888	Прочный Модификатор Тьмы Перчатки 5~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse85	1	0	
iycse86	1	A30237	889	Прочный Модификатор Тьмы Перчатки 6~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse86	1	0	
iycse87	1	A30237	890	Прочный Модификатор Тьмы Перчатки 1~4 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse87	1	0	
iycse88	1	A30237	891	Прочный Модификатор Тьмы Перчатки 1~5 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse88	1	0	
iycse89	1	A30237	892	Прочный Модификатор Тьмы Перчатки 2~4 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse89	1	0	
iycse90	1	A30237	893	Прочный Модификатор Тьмы Перчатки 2~5 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse90	1	0	
iycse91	1	A30237	894	Прочный Модификатор Тьмы Перчатки 2~6 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse91	1	0	
iycse92	1	A30237	895	Прочный Модификатор Тьмы Перчатки 3~6 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse92	1	0	
iycse93	1	A30237	896	Прочный Модификатор Тьмы Перчатки 4~5 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse93	1	0	
iycse94	1	A30237	897	Прочный Модификатор Тьмы Перчатки 5~6 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse94	1	0	
iycse95	1	A30237	898	Прочный Модификатор Тьмы Перчатки 6~7 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse95	1	0	
iycse96	1	A30237	899	Прочный Модификатор Тьмы Перчатки 1~4 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse96	1	0	
iycse97	1	A30237	900	Прочный Модификатор Тьмы Перчатки 1~5 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse97	1	0	
iycse98	1	A30237	901	Прочный Модификатор Тьмы Перчатки 2~4 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse98	1	0	
iycse99	1	A30237	902	Прочный Модификатор Тьмы Перчатки 2~5 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycse99	1	0	
iycsf01	1	A30237	903	Прочный Модификатор Тьмы Перчатки 2~6 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf01	1	0	
iycsf02	1	A30237	904	Прочный Модификатор Тьмы Перчатки 3~6 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf02	1	0	
iycsf03	1	A30237	905	Прочный Модификатор Тьмы Перчатки 4~5 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf03	1	0	
iycsf04	1	A30237	906	Прочный Модификатор Тьмы Перчатки 5~6 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf04	1	0	
iycsf05	1	A30237	907	Прочный Модификатор Тьмы Перчатки 3~4 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf05	1	0	
iycsf06	1	A30237	908	Прочный Модификатор Тьмы Перчатки 3~5 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf06	1	0	
iycsf07	1	A30237	909	Прочный Модификатор Тьмы Перчатки 4~6 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf07	1	0	
iycsf08	1	A30237	910	Прочный Модификатор Тьмы Перчатки 3~7 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf08	1	0	
iycsf09	1	A30237	911	Прочный Модификатор Тьмы Перчатки 4~7 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf09	1	0	
iycsf10	1	A30237	912	Прочный Модификатор Тьмы Перчатки 5~7 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf10	1	0	
iycsf11	1	A30237	913	Прочный Модификатор Тьмы Перчатки 6~7 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf11	1	0	
iycsf12	1	A30237	914	Прочный Модификатор Милосердия Перчатки 3~4 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf12	1	0	
iycsf13	1	A30237	915	Прочный Модификатор Милосердия Перчатки 3~5 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf13	1	0	
iycsf14	1	A30237	916	Прочный Модификатор Милосердия Перчатки 4~6 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf14	1	0	
iycsf15	1	A30237	917	Прочный Модификатор Милосердия Перчатки 3~7 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf15	1	0	
iycsf16	1	A30237	918	Прочный Модификатор Милосердия Перчатки 4~7 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf16	1	0	
iycsf17	1	A30237	919	Прочный Модификатор Милосердия Перчатки 5~7 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf17	1	0	
iycsf18	1	A30237	920	Прочный Модификатор Милосердия Перчатки 3~4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf18	1	0	
iycsf19	1	A30237	921	Прочный Модификатор Милосердия Перчатки 3~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf19	1	0	
iycsf20	1	A30237	922	Прочный Модификатор Милосердия Перчатки 4~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf20	1	0	
iycsf21	1	A30237	923	Прочный Модификатор Милосердия Перчатки 3~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf21	1	0	
iycsf22	1	A30237	924	Прочный Модификатор Милосердия Перчатки 4~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf22	1	0	
iycsf23	1	A30237	925	Прочный Модификатор Милосердия Перчатки 5~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf23	1	0	
iycsf24	1	A30237	926	Прочный Модификатор Милосердия Перчатки 1~4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf24	1	0	
iycsf25	1	A30237	927	Прочный Модификатор Милосердия Перчатки 1~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf25	1	0	
iycsf26	1	A30237	928	Прочный Модификатор Милосердия Перчатки 2~4	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf26	1	0	
iycsf27	1	A30237	929	Прочный Модификатор Милосердия Перчатки 2~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf27	1	0	
iycsf28	1	A30237	930	Прочный Модификатор Милосердия Перчатки 2~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf28	1	0	
iycsf29	1	A30237	931	Прочный Модификатор Милосердия Перчатки 3~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf29	1	0	
iycsf30	1	A30237	932	Прочный Модификатор Милосердия Перчатки 4~5	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf30	1	0	
iycsf31	1	A30237	933	Прочный Модификатор Милосердия Перчатки 5~6	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf31	1	0	
iycsf32	1	A30237	934	Прочный Модификатор Милосердия Перчатки 6~7	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf32	1	0	
iycsf33	1	A30237	935	Прочный Модификатор Милосердия Перчатки 1~4 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf33	1	0	
iycsf34	1	A30237	936	Прочный Модификатор Милосердия Перчатки 1~5 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf34	1	0	
iycsf35	1	A30237	937	Прочный Модификатор Милосердия Перчатки 2~4 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf35	1	0	
iycsf36	1	A30237	938	Прочный Модификатор Милосердия Перчатки 2~5 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf36	1	0	
iycsf37	1	A30237	939	Прочный Модификатор Милосердия Перчатки 2~6 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf37	1	0	
iycsf38	1	A30237	940	Прочный Модификатор Милосердия Перчатки 3~6 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf38	1	0	
iycsf39	1	A30237	941	Прочный Модификатор Милосердия Перчатки 4~5 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf39	1	0	
iycsf40	1	A30237	942	Прочный Модификатор Милосердия Перчатки 5~6 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf40	1	0	
iycsf41	1	A30237	943	Прочный Модификатор Милосердия Перчатки 6~7 [Тип В 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf41	1	0	
iycsf42	1	A30237	944	Прочный Модификатор Милосердия Перчатки 1~4 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf42	1	0	
iycsf43	1	A30237	945	Прочный Модификатор Милосердия Перчатки 1~5 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf43	1	0	
iycsf44	1	A30237	946	Прочный Модификатор Милосердия Перчатки 2~4 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf44	1	0	
iycsf45	1	A30237	947	Прочный Модификатор Милосердия Перчатки 2~5 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf45	1	0	
iycsf46	1	A30237	948	Прочный Модификатор Милосердия Перчатки 2~6 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf46	1	0	
iycsf47	1	A30237	949	Прочный Модификатор Милосердия Перчатки 3~6 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf47	1	0	
iycsf48	1	A30237	950	Прочный Модификатор Милосердия Перчатки 4~5 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf48	1	0	
iycsf49	1	A30237	951	Прочный Модификатор Милосердия Перчатки 5~6 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf49	1	0	
iycsf50	1	A30237	952	Прочный Модификатор Милосердия Перчатки 3~4 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf50	1	0	
iycsf51	1	A30237	953	Прочный Модификатор Милосердия Перчатки 3~5 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf51	1	0	
iycsf52	1	A30237	954	Прочный Модификатор Милосердия Перчатки 4~6 [Тип C 	302	300	11111	0	1	0	0	0	0	1	1	0	0	1	1	tiycsf52	1	0	
