string[64]	dword	dword	dword	string[64]	string[64]	string[64]	string[64]	dword	dword	dword	string[64]	string[64]	string[64]	dword	string[64]	dword	dword	dword	dword	dword	dword	string[8]	dword	string[8]	dword	string[8]	dword	float	dword	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	dword	long	string[64]	dword	dword	float	float	float	float	float	float	float	dword	dword	dword	dword	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	float	float	float	float	float	float	float	dword	dword	dword	dword	dword	dword	dword	dword	float	float	float	float	dword	END
4F104	-1	0	11	-1	-1	AR3 3 3	AR3 3 3	2	1	0	000010	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
4F105	-1	0	11	-1	-1	AR3 4 1	AR3 4 1	2	1	0	000010	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
4F106	-1	0	11	-1	-1	AR3 4 2	AR3 4 2	2	1	0	000010	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
4F107	-1	0	11	-1	-1	AR3 4 3	AR3 4 3	2	1	0	000010	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
4F108	-1	0	11	-1	-1	AR3 5 1	AR3 5 1	2	1	0	000010	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
4F109	-1	0	11	-1	-1	AR3 5 2	AR3 5 2	2	1	0	000010	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
4F10A	-1	0	11	-1	-1	AR3 5 3	AR3 5 3	2	1	0	000010	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
4F10B	-1	0	11	-1	-1	AR3 6 1	AR3 6 1	2	1	0	000010	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
4F10C	-1	0	11	-1	-1	AR3 6 2	AR3 6 2	2	1	0	000010	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
4F10D	-1	0	11	-1	-1	AR3 6 3	AR3 6 3	2	1	0	000010	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
4F10E	-1	0	11	-1	-1	AR3 7 1	AR3 7 1	2	1	0	000010	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
4F10F	-1	0	11	-1	-1	AR3 7 2	AR3 7 2	2	1	0	000010	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
4F110	-1	0	11	-1	-1	AR3 7 3	AR3 7 3	2	1	0	000010	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
4F111	-1	0	11	-1	-1	AR3 8 1	AR3 8 1	2	1	0	000010	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
4F112	-1	0	11	-1	-1	AR3 8 2	AR3 8 2	2	1	0	000010	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
4F113	-1	0	11	-1	-1	AR3 8 3	AR3 8 3	2	1	0	000010	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F114	-1	65	9	-1	-1	Душа Эйдана	Edian'sSoul	0	1	1	110000	10000	100000000000	-1	0000000000000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	0	0	4	0,349999994	0,349999994	0,349999994	0,349999994	0,349999994	0,349999994	0,349999994	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	120	120	120	120	120	120	0	0	0	0	0	6	
7F115	-1	0	9	-1	-1	BF1 1 2	BF1 1 2	0	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F116	-1	0	9	-1	-1	BF1 1 3	BF1 1 3	0	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F117	-1	66	9	-1	-1	Возвращение	Recall	0	1	1	110000	01000	100000000000	-1	0000000000000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	600000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	135	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	6	
7F118	-1	67	9	-1	-1	Ветер перемен	HealWind	0	1	1	110000	10000	100000000000	-1	0000000001000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	6000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	22	0	0,5	0,5	0,5	0,5	0,5	0,5	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	6	
7F119	-1	0	9	-1	-1	BF1 2 3	BF1 2 3	0	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	60	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	6	
7F11A	-1	68	10	-1	-1	Сила Древних	SageForce	1	1	1	110000	10000	100000000000	-1	0000000000000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	0	1	8	50	50	50	50	50	50	50	1	31	30	30	30	30	30	30	30	0	4	0,100000001	0,100000001	0,100000001	0,100000001	0,100000001	0,100000001	0,100000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	240	240	240	240	240	240	240	0	0	0	0	0	6	
7011B	-1	69	10	-1	-1	Смертоносный Посох	DeadlyStaff	1	1	1	110000	00110	100000000000	-1	0000000001000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	20000	0	-1	-1	-1	2	0	0	0	0	0	0	0	7880	7880	7880	7880	7880	7880	7880	1,953125	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	6	
7111C	-1	70	10	-1	-1	Поток Силы	ForceImpact	1	1	1	110000	00110	100000000000	-1	0000000001000000	0	-1	-1	0	90	120	-1	-1	-1	-1	-1	-1	30000	0	-1	-1	-1	1	0	0	0	0	0	0	0	7880	7880	7880	7880	7880	7880	7880	3,051758051	0	160	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	6	
7F11D	-1	71	10	-1	-1	Ледяной Щит	ForceFreezing	1	1	1	110000	10000	100000000000	-1	0000000001000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	60000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	0	2	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	30	30	30	30	30	30	0	0	0	0	0	6	
7F11E	-1	72	10	-1	-1	Перенос	ReturnGate(B)	1	1	1	110000	10000	100000000000	-1	0000000001000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	300000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	29	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	
7F11F	-1	73	10	-1	-1	Спасение	Escape(B)	1	1	1	110000	10000	100000000000	-1	0000000001000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	6	
7F120	-1	74	10	-1	-1	Круг Восстановления	RecoveryCircle	1	1	1	110000	10000	100000000000	-1	0000000001000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	8000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	22	0	0,800000012	0,800000012	0,800000012	0,800000012	0,800000012	0,800000012	0,800000012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	
7F121	-1	75	10	-1	-1	Сбитый прицел	NervePalsy	1	1	1	110000	00100	100000000000	-1	0000000001000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	60000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	120	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	2	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	30	30	30	30	30	30	0	0	0	0	0	6	
7F122	-1	76	10	-1	-1	Магический прорыв	JudiciousBrain	1	1	1	110000	10000	100000000000	-1	0000000001000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	0	1	13	-2000	-2000	-2000	-2000	-2000	-2000	-2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	240	240	240	240	240	240	240	0	0	0	0	0	6	
7F123	-1	0	10	-1	-1	BF2 4 1	BF2 4 1	1	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F124	-1	0	10	-1	-1	BF2 4 2	BF2 4 2	1	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F125	-1	0	10	-1	-1	BF2 4 3	BF2 4 3	1	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	90	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F126	-1	0	11	-1	-1	BF3 1 1	BF3 1 1	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F127	-1	0	11	-1	-1	BF3 1 2	BF3 1 2	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F128	-1	0	11	-1	-1	BF3 1 3	BF3 1 3	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F129	-1	0	11	-1	-1	BF3 2 1	BF3 2 1	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
7F12A	-1	0	11	-1	-1	BF3 2 2	BF3 2 2	2	1	0	110000	00000	100000000000	-1	0000000000000000	0	-1	-1	0	120	0	-1	-1	-1	-1	-1	-1	10000	0	-1	-1	-1	0	8	8	8	8	8	8	8	0	0	0	0	0	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	
