xeh	dword	byte	byte	byte	byte	string[32]	string[32]	string[32]	string[32]	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	byte	byte	byte	byte	byte	byte	byte	byte	byte	byte	word	float	float	float	float	float	float	float	dword	dword	dword	dword	dword	dword	dword	stb	byte	stb	byte	stb16	word	dword	dword	dword	dword	dword	byte	byte	word	word	word	float	float	string[512]	byte	byte	word	dword	dword	dword	xeh	stb12	xeh	byte	byte	byte	byte	hex	hex	hex	byte	byte	byte	byte	byte	byte	word	END
Code	Icon	Class	IsActive	MastIndex	Lv	MastEngName	MastKorName	EngName	Name	Unk1	Unk2	Unk3	Unk4	Unk5	Unk6	Unk7	Unk8	Unk9	none	none	unit1	unit2	unit3	unit4	unit5	unit6	unit7	Hz1	Hz2	Hz3	Hz4	Hz5	Hz6	Hz7	Hz8	Hz9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	HZ1	HZ2	HZ3	HZ4	HZ5	HZ6	HZ7	HZ8	HZ9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	HZ1	HZ2	HZ3	HZ4	HZ5	HZ6	HZ7	HZ8	HZ9	none	none	unit1	unit2	unit3	unit4	unit5	unit6	unit7	HZ1	HZ2	HZ3	HZ4	HZ5	HZ6	HZ7	HZ8	HZ9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	HZ1	HZ2	HZ3	HZ4	HZ5	HZ6	HZ7	HZ8	HZ9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	HZ1	HZ2	HZ3	HZ4	HZ5	HZ6	HZ7	HZ8	HZ9	none	none	Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	ContEffSec1	ContEffSec2	ContEffSec3	ContEffSec4	ContEffSec5	ContEffSec6	ContEffSec7	UsableRace	Class	ActableDst	NeedMastIndex	FixWeapon	none	none	none	none	none	IsFixShield	SpecialType	NeedSpecialType	NeedHP	NeedFP	NeedSP	ActDealy	ActDistance	Description	EffectClass	none	none	IsCumulType	CumulCounter	NewEffCOunt	EffectCode	GradeLimit	RangeEffCode	none	none	none	none	none	none	none	none	none	none	none	Property	none	none
9309	50	3	1	14	2	Wave&Blizzard	їюАМєк&єнё®АЪµе	Frost Nova	Ледяные шипы	0	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	13	0000000001000000	0	0	0	0	0	0	-1	-1	0	225	0	18000	10	Атакует цели множеством ледяных шипов	1	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	1	0	0
930A	51	3	1	14	2	Wave&Blizzard	їюАМєк&єнё®АЪµе	Block	Растерянность	2	0	0	0	0	0	0	0	1	0	0	-10	-12	-15	-20	-25	-30	-50	2	1	1	1	1	1	1	1	1	0	0	-10	-12	-15	-20	-25	-30	-50	2	3	3	3	3	3	3	3	1	0	0	-5	-7	-10	-12	-15	-18	-20	2	30	30	30	30	30	30	30	1	0	0	-10	-12	-15	-20	-25	-30	-50	2	31	31	31	31	31	31	31	1	0	0	-10	-12	-15	-20	-25	-30	-50	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	36000	45000	54000	63000	75000	90000	111100	2	00110	13	0000000001000000	0	0	0	0	0	0	-1	-1	0	90	0	18000	120	Уменьшает способность цели к уклонению от атак	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	1	0	0
930B	52	3	1	14	2	Wave&Blizzard	їюАМєк&єнё®АЪµе	Dulling	Усталость	2	9	9	9	9	9	9	9	1	0	0	100	120	150	180	210	250	300	2	10	10	10	10	10	10	10	1	0	0	100	120	150	180	210	250	300	2	11	11	11	11	11	11	11	1	0	0	500	700	900	1100	1300	1500	2000	2	12	12	12	12	12	12	12	1	0	0	500	700	900	1100	1300	1500	2000	2	13	13	13	13	13	13	13	1	0	0	500	700	900	1100	1300	1500	2000	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	36000	45000	54000	63000	75000	90000	111100	2	00110	13	0000000001000000	0	0	0	0	0	0	-1	-1	0	90	0	18000	120	Уменьшает скорость атак объекта	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	1	0	0
930C	53	3	1	15	3	Flood&Nova	ЗГ·Їµе&іл№Щ	Lava Aqua	Облако пара	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	14	0000000001000000	0	0	0	0	0	0	-1	-1	0	120	0	24000	120	Атакует цель паровым взрывом	0	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	1	0	0
930D	54	3	1	15	3	Flood&Nova	ЗГ·Їµе&іл№Щ	Snow Drift	Метель	0	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	14	0000000001000000	0	0	0	0	0	0	-1	-1	0	300	0	24000	10	Атакует цель ледяной метелью	1	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	1	0	0
930E	55	3	1	15	3	Flood&Nova	ЗГ·Їµе&іл№Щ	Counteraction	Ледяной Плен	2	15	15	15	15	15	15	15	0	0	0	-0,5	-0,550000012	-0,600000024	-0,649999976	-0,699999988	-0,800000012	-0,899999976	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	36000	45000	54000	63000	75000	90000	111100	2	00100	14	0000000001000000	0	0	0	0	0	0	-1	-1	0	120	0	6000	120	Уменьшает HP и FP объекта	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	1	0	0
930F	56	3	1	15	3	Flood&Nova	ЗГ·Їµе&іл№Щ	Limit Critical	Оковы	2	14	14	14	14	14	14	14	1	0	0	-10	-12	-15	-18	-21	-25	-30	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	36000	45000	54000	63000	75000	90000	111100	2	00100	14	0000000001000000	0	0	0	0	0	0	-1	-1	0	120	0	6000	120	Уменьшает способность объекта атаковать	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	1	0	0
9400	57	4	1	16	0	Earth&Poison	ѕоЅє&ЖчАМБр	Vain Fall	Земляной Ком	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	-1	0000000001000000	0	0	0	0	0	0	-1	-1	0	30	0	6000	120	Атакует цель мощным ударом Силы Земли	0	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	2	0	0
9401	58	4	1	16	0	Earth&Poison	ѕоЅє&ЖчАМБр	Poison Stinking	Ядовитый газ	0	6	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	-1	0000000001000000	0	0	0	0	0	0	-1	-1	0	90	0	6000	120	Массовое поражение земляным ядовитым газом	5	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	2	0	0
9402	59	4	1	16	0	Earth&Poison	ѕоЅє&ЖчАМБр	Blind Soul	Безмолвие	2	3	3	3	3	3	3	3	2	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	36000	45000	54000	63000	75000	90000	111100	2	00100	-1	0000000001000000	0	0	0	0	0	0	-1	-1	0	30	0	6000	120	Не позволяет объекту использовать Положительные Силы	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	2	0	0
9403	60	4	1	16	0	Earth&Poison	ѕоЅє&ЖчАМБр	Mute Soul	Слабодушие	2	4	4	4	4	4	4	4	2	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	36000	45000	54000	63000	75000	90000	111100	2	00110	-1	0000000001000000	0	0	0	0	0	0	-1	-1	0	30	0	6000	120	Не позволяет объекту использовать Отрицательные Силы	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	2	0	0
9404	61	4	1	17	1	Stone&Venom	ЅєЕж&єЈіС	Rock Blade	Каменный клинок	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	16	0000000001000000	0	0	0	0	0	0	-1	-1	0	60	0	12000	120	Атакует цель сокрушительным осколком скалы	4	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	2	0	0
9405	62	4	1	17	1	Stone&Venom	ЅєЕж&єЈіС	Poison Breath	Ядовитое дыхание	0	6	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	16	0000000001000000	0	0	0	0	0	0	-1	-1	0	180	0	12000	120	Массовое поражение грибным ядом	5	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	2	0	0
9406	63	4	1	17	1	Stone&Venom	ЅєЕж&єЈіС	Desolate	Забытье	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	36000	45000	54000	63000	75000	90000	111100	2	00100	16	0000000001000000	0	0	0	0	0	0	-1	-1	0	60	0	12000	120	Не позволяет объекту использовать Положительные Умения	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	2	0	0
9407	64	4	1	17	1	Stone&Venom	ЅєЕж&єЈіС	Spin A Web	Зыбучие Пески	2	7	7	7	7	7	7	7	2	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	36000	45000	54000	63000	75000	90000	111100	2	00110	16	0000000001000000	0	0	0	0	0	0	-1	-1	0	60	0	12000	120	Лишает объект способности бегать	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	2	0	0
9408	65	4	1	18	2	Shake&Toxin	Ѕ¦АМЕ©&ЕОЅЕ	Fuse Venom Breath	Отравление	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	17	0000000001000000	0	0	0	0	0	0	-1	-1	0	90	0	18000	120	Отравляет цель волной токсичного яда	0	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	2	0	0
9409	66	4	1	18	2	Shake&Toxin	Ѕ¦АМЕ©&ЕОЅЕ	Sand Storm	Песчаная Буря	0	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	17	0000000001000000	0	0	0	0	0	0	-1	-1	0	180	0	18000	120	Атакует цели мощной песчаной бурей	2	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	2	0	0
940A	67	4	1	18	2	Shake&Toxin	Ѕ¦АМЕ©&ЕОЅЕ	Dismantle	Путы	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	36000	45000	54000	63000	75000	90000	111100	2	00100	17	0000000001000000	0	0	0	0	0	0	-1	-1	0	90	0	18000	120	Не позволяет объекту использовать атакующие Умения	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	2	0	0
940B	68	4	1	18	2	Shake&Toxin	Ѕ¦АМЕ©&ЕОЅЕ	Grow Lax	Изоляция	2	1	1	1	1	1	1	1	2	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	36000	45000	54000	63000	75000	90000	111100	2	00110	17	0000000001000000	0	0	0	0	0	0	-1	-1	0	90	0	18000	120	Не позволяет объекту использовать атакующие Силы	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	2	0	0
940C	69	4	1	19	3	Shinking&Virus	ЅМЕ·&№ЩАМ·ЇЅє	Virus Disease	Болезненный вирус	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	18	0000000001000000	0	0	0	0	0	0	-1	-1	0	120	0	24000	120	Заражает цель вирусом	0	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	2	0	0
940D	70	4	1	19	3	Shinking&Virus	ЅМЕ·&№ЩАМ·ЇЅє	Gravel Rain	Каменная лавина	0	5	5	5	5	5	5	5	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	18	0000000001000000	0	0	0	0	0	0	-1	-1	0	240	0	24000	120	Бьет по цели разрушительной каменной лавиной	2	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	2	0	0
940E	71	4	1	19	3	Shinking&Virus	ЅМЕ·&№ЩАМ·ЇЅє	Bleeding	Удушье	2	10	10	10	10	10	10	10	2	0	0	0	0	0	0	0	0	0	2	18	18	18	18	18	18	18	0	0	0	-0,200000003	-0,300000012	-0,400000006	-0,5	-0,600000024	-0,699999988	-0,800000012	2	19	19	19	19	19	19	19	0	0	0	-0,200000003	-0,300000012	-0,400000006	-0,5	-0,600000024	-0,699999988	-0,800000012	2	20	20	20	20	20	20	20	0	0	0	-0,200000003	-0,300000012	-0,400000006	-0,5	-0,600000024	-0,699999988	-0,800000012	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	36000	45000	54000	63000	75000	90000	111100	2	00100	18	0000000001000000	0	0	0	0	0	0	-1	-1	0	120	0	6000	120	Уменьшает скорость восстановления HP/FP/SP объекта	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	2	0	0
940F	72	4	1	19	3	Shinking&Virus	ЅМЕ·&№ЩАМ·ЇЅє	Immobility	Сеть охотника	2	6	6	6	6	6	6	6	2	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	36000	45000	54000	63000	75000	90000	111100	2	00100	18	0000000001000000	0	0	0	0	0	0	-1	-1	0	120	0	6000	120	Обездвиживает объект	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	2	0	0
9500	73	5	1	20	0	Air&Electric	їЎѕо&АП·єЖ®ёЇ	Electric Ball	Электрический шар	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	-1	0000000001000000	0	0	0	0	0	0	-1	-1	0	30	0	6000	120	Атакует цель мощным электрическим разрядом	0	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	3	0	0
9501	74	5	1	20	0	Air&Electric	їЎѕо&АП·єЖ®ёЇ	Air Splinter	Ураган	0	4	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00110	-1	0000000001000000	0	0	0	0	0	0	-1	-1	0	75	0	6000	10	Массовое поражение бушующим ураганом	1	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	3	0	0
9502	75	5	1	20	0	Air&Electric	їЎѕо&АП·єЖ®ёЇ	Thawing	Усмирение	1	7	7	7	7	7	7	7	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111100	2	00100	-1	0000000001000000	0	0	0	0	0	0	-1	-1	0	30	0	6000	120	Нейтрализует эффект последнего примененного к объекту Положительного Умения	6	0	0	0	-1	-1	-1	100000000000	-1	0	-1	-1	-1	ffffffff	ffffffff	ffffffff	-1	-1	-1	0	3	0	0
