string[64]	dword	string[64]	dword	string[64]	dword	dword	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	string[64]	dword	dword	dword	END
bxcsb68	1	A20812	375	Коробка Серьги Изгнанного Разбойника 	208	250	11111	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcsb68	0	0	0	
bxcsb69	1	A20812	376	Коробка Серьги Освобожденного Изгнанника 	208	250	11111	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcsb69	0	0	0	
bxcsb70	1	A20812	376	Коробка Серьги Освобожденного Изгнанника 	208	250	11111	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcsb70	0	0	0	
bxcsb71	1	A20812	376	Коробка Серьги Освобожденного Изгнанника 	208	250	11111	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcsb71	0	0	0	
bxcsb72	1	A20812	377	Коробка Серьги Мертвого Изгнанника 	208	250	11111	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcsb72	0	0	0	
bxcsb73	1	A20812	377	Коробка Серьги Мертвого Изгнанника 	208	250	11111	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcsb73	0	0	0	
bxcsb74	1	A20812	377	Коробка Серьги Мертвого Изгнанника 	208	250	11111	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcsb74	0	0	0	
bxres01	1	A20812	380	Коробка Алого Камня	208	250	11111	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxres01	0	0	0	
bxbul01	1	A20812	379	Коробка Боеприпасов [Тип В 	208	250	11111	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxbul01	0	0	0	
bxbul02	1	A20812	379	Коробка Боеприпасов [Тип В 	208	250	11111	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxbul02	0	0	0	
bxbul03	1	A20812	379	Коробка Боеприпасов [Тип В 	208	250	11111	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxbul03	0	0	0	
bxcjh02	1	A20801	229	Коробка Аксессуаров Прицельного Ускорителя 	208	250	11111	1	0	-1	0	10000	0	0	0	0	100	1	1	1	1	1	tbxcjh02	0	0	0	
bxcjh03	1	A20801	229	Коробка Аксессуаров Кровавого Ускорителя 	208	250	11111	1	0	-1	0	10000	0	0	0	0	100	1	1	1	1	1	tbxcjh03	0	0	0	
bxcsc01	1	A20812	317	Малый_Набор_Модификации_Щита	208	250	11000	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcsc01	1	0	0	
bxcsc02	1	A20812	318	Средний_Набор_Модификации_Щита	208	250	11000	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcsc02	1	0	0	
bxcsc03	1	A20812	319	Большой_Набор_Модификации_Щита	208	250	11000	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcsc03	1	0	0	
bxcsc04	1	A20812	320	Малый_Набор_Модификации_Щита	208	250	00110	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcsc04	1	0	0	
bxcsc05	1	A20812	321	Средний_Набор_Модификации_Щита	208	250	00110	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcsc05	1	0	0	
bxcsc06	1	A20812	322	Большой_Набор_Модификации_Щита	208	250	00110	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcsc06	1	0	0	
bxcsc07	1	A20812	323	Малый_Набор_Модификации_Щита	208	250	00001	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcsc07	1	0	0	
bxcsc08	1	A20812	324	Средний_Набор_Модификации_Щита	208	250	00001	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcsc08	1	0	0	
bxcsc09	1	A20812	325	Большой_Набор_Модификации_Щита	208	250	00001	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcsc09	1	0	0	
bxcjh04	1	A20801	384	Коробка_Изменения_Свойств	208	250	11111	1	0	-1	0	1	0	0	0	0	100	1	1	1	1	1	tbxcjh04	1	0	0	
bxgol01	1	A20812	424	Золотая Коробочка Героя	208	250	11111	1	11	-1	1	1	0	0	0	0	100	1	1	0	0	1	tbxgol01	0	0	0	
bxgol02	1	A20812	423	Золотая Коробочка Новичка 30 уровня	208	250	11111	30	11	-1	1	1	0	0	0	0	100	1	0	0	0	1	tbxgol02	0	0	0	
bxgol03	1	A20812	422	Светящаяся Золотая Коробочка	208	250	11111	1	11	-1	1	1	0	0	0	0	100	1	1	0	0	1	tbxgol03	0	0	0	
bxgol04	1	A20812	421	Коробка С Золотым Слитком	208	250	11111	1	11	-1	1	1	0	0	0	0	100	1	1	0	0	1	tbxgol04	0	0	0	
bxgol05	1	A20812	423	Золотая Коробочка Новичка 40 уровня	208	250	11111	40	11	-1	1	1	0	0	0	0	100	1	0	0	0	1	tbxgol05	0	0	0	
bxbwc57	1	A20812	266	Наградная коробочка воина Федерации 57 уровень	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbwc57	0	0	0	
bxbrc57	1	A20812	266	Наградная коробочка стрелка Федерации 57 уровень	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbrc57	0	0	0	
bxbfc57	1	A20812	266	Наградная коробочка мага Федерации 57 уровень	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbfc57	0	0	0	
bxcwc57	1	A20812	266	Наградная коробочка воина Альянса 57 уровень	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxcwc57	0	0	0	
bxcrc57	1	A20812	266	Наградная коробочка стрелка Альянса 57 уровень	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxcrc57	0	0	0	
bxcfc57	1	A20812	266	Наградная коробочка мага Альянса 57 уровень	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxcfc57	0	0	0	
bxawc57	1	A20812	266	Наградная коробочка воина Империи 57 уровень	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxawc57	0	0	0	
bxarc57	1	A20812	266	Наградная коробочка стрелка Империи 57 уровень	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxarc57	0	0	0	
bxafc57	1	A20812	266	Наградная коробочка ракетчика Империи 57 уровень	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxafc57	0	0	0	
bxbwc60	1	A20812	266	Наградная коробочка воина Федерации 60 уровень	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbwc60	0	0	0	
bxbrc60	1	A20812	266	Наградная коробочка стрелка Федерации 60 уровень	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbrc60	0	0	0	
bxbfc60	1	A20812	266	Наградная коробочка мага Федерации 60 уровень	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbfc60	0	0	0	
bxcwc60	1	A20812	266	Наградная коробочка воина Альянса 60 уровень	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxcwc60	0	0	0	
bxcrc60	1	A20812	266	Наградная коробочка стрелка Альянса 60 уровень	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxcrc60	0	0	0	
bxcfc60	1	A20812	266	Наградная коробочка мага Альянса 60 уровень	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxcfc60	0	0	0	
bxawc60	1	A20812	266	Наградная коробочка воина Империи 60 уровень	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxawc60	0	0	0	
bxarc60	1	A20812	266	Наградная коробочка стрелка Империи 60 уровень	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxarc60	0	0	0	
bxafc60	1	A20812	266	Наградная коробочка ракетчика Империи 60 уровень	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxafc60	0	0	0	
bxbwc63	1	A20812	266	Наградная коробочка воина Федерации 63 уровень	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbwc63	0	0	0	
bxbrc63	1	A20812	266	Наградная коробочка стрелка Федерации 63 уровень	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbrc63	0	0	0	
bxbfc63	1	A20812	266	Наградная коробочка мага Федерации 63 уровень	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbfc63	0	0	0	
bxcwc63	1	A20812	266	Наградная коробочка воина Альянса 63 уровень	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxcwc63	0	0	0	
bxcrc63	1	A20812	266	Наградная коробочка стрелка Альянса 63 уровень	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxcrc63	0	0	0	
bxcfc63	1	A20812	266	Наградная коробочка мага Альянса 63 уровень	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxcfc63	0	0	0	
bxawc63	1	A20812	266	Наградная коробочка воина Империи 63 уровень	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxawc63	0	0	0	
bxarc63	1	A20812	266	Наградная коробочка стрелка Империи 63 уровень	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxarc63	0	0	0	
bxafc63	1	A20812	266	Наградная коробочка ракетчика Империи 63 уровень	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxafc63	0	0	0	
bxbwc65	1	A20812	266	Наградная коробочка воина Федерации 65 уровень	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbwc65	0	0	0	
bxbrc65	1	A20812	266	Наградная коробочка стрелка Федерации 65 уровень	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbrc65	0	0	0	
bxbfc65	1	A20812	266	Наградная коробочка мага Федерации 65 уровень	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbfc65	0	0	0	
bxcwc65	1	A20812	266	Наградная коробочка воина Альянса 65 уровень	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxcwc65	0	0	0	
bxcrc65	1	A20812	266	Наградная коробочка стрелка Альянса 65 уровень	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxcrc65	0	0	0	
bxcfc65	1	A20812	266	Наградная коробочка мага Альянса 65 уровень	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxcfc65	0	0	0	
bxawc65	1	A20812	266	Наградная коробочка воина Империи 65 уровень	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxawc65	0	0	0	
bxarc65	1	A20812	266	Наградная коробочка стрелка Империи 65 уровень	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxarc65	0	0	0	
bxafc65	1	A20812	266	Наградная коробочка ракетчика Империи 65 уровень	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxafc65	0	0	0	
bxron01	1	A20812	317	Коробка Удачи Леона <малая>	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxron01	1	0	0	
bxron02	1	A20812	318	Коробка Удачи Леона <средняя>	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxron02	1	0	0	
bxron03	1	A20812	319	Коробка Удачи Леона <большая>	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxron03	1	0	0	
bxron04	1	A20812	320	Коробка Удачи Леона <малая>	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxron04	1	0	0	
bxron05	1	A20812	321	Коробка Удачи Леона <средняя>	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxron05	1	0	0	
bxron06	1	A20812	322	Коробка Удачи Леона <большая>	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxron06	1	0	0	
bxron07	1	A20812	323	Коробка Удачи Леона <малая>	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxron07	1	0	0	
bxron08	1	A20812	324	Коробка Удачи Леона <средняя>	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxron08	1	0	0	
bxron09	1	A20812	325	Коробка Удачи Леона <большая>	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxron09	1	0	0	
bxeup01	1	A20812	434	Коробка_Модификации_Аксессуаров_	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxeup01	1	0	0	
bxeup02	1	A20812	434	Коробка_Модификации_Аксессуаров_	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxeup02	1	0	0	
bxeup03	1	A20812	434	Коробка_Модификации_Аксессуаров_	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxeup03	1	0	0	
bxbbb01	1	A20812	451	Лотерейная_Коробка_с_Изумрудами	208	250	11111	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbbb01	1	0	0	
bxbbb02	1	A20812	452	Лотерейная_Коробка_[Медальонов_и_Генераторов	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbbb03	1	0	0	
bxbbb03	1	A20812	453	Лотерейная_Коробка_[Медальонов_и_Генераторов	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbbb04	1	0	0	
bxbbb04	1	A20812	454	Лотерейная_Коробка_[Медальонов_и_Генераторов	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbbb05	1	0	0	
bxbbb05	1	A20812	319	Лотерейная Коробка[Cash]	208	250	11111	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbbb05	1	0	0	
bxbbb05	1	A20812	319	Лотерейная Коробка [Cash  	208	250	11111	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbbb05	1	0	0	
bxbbb05	1	A20812	319	Лотерейная Коробка [Cash  	208	250	11111	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxbbb05	1	0	0	
bxsau01	1	A20812	437	Малый_Набор_Модификации_SP-брони_	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxsau01	1	0	0	
bxsau02	1	A20812	438	Средний_Набор_Модификации_SP-брони_	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxsau02	1	0	0	
bxsau03	1	A20812	439	Большой_Набор_Модификации_SP-брони_	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxsau03	1	0	0	
bxsau04	1	A20812	437	Малый_Набор_Модификации_SP-брони_	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxsau04	1	0	0	
bxsau05	1	A20812	438	Средний_Набор_Модификации_SP-брони_	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxsau05	1	0	0	
bxsau06	1	A20812	439	Большой_Набор_Модификации_SP-брони_	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxsau06	1	0	0	
bxsau07	1	A20812	437	Малый_Набор_Модификации_SP-брони_	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxsau07	1	0	0	
bxsau08	1	A20812	438	Средний_Набор_Модификации_SP-брони_	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxsau08	1	0	0	
bxsau09	1	A20812	439	Большой_Набор_Модификации_SP-брони_	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxsau09	1	0	0	
bxeup04	1	A20812	460	Благословенная_Коробка_Модификации_Аксессуаров	208	250	11000	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxeup04	1	0	0	
bxeup05	1	A20812	461	Благословенная_Коробка_Модификации_Аксессуаров	208	250	00110	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxeup05	1	0	0	
bxeup06	1	A20812	462	Благословенная_Коробка_Модификации_Аксессуаров	208	250	00001	1	0	-1	0	1	0	0	0	0	50	1	1	1	1	1	tbxeup06	1	0	0	
