clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	END
bxgol01	Золотая Коробочка Героя	A20812	424	11111	31	1	0	1	0	0	0	0	100	1	1	0	0	330	1	0	0	-1	1	11	0	0	
bxgol02	Золотая Коробочка Новичка 30 уровня	A20812	423	11111	31	1	0	1	0	0	0	0	100	0	1	0	0	331	1	0	0	-1	30	11	0	0	
bxgol03	Светящаяся Золотая Коробочка	A20812	422	11111	31	1	0	1	0	0	0	0	100	1	1	0	0	332	1	0	0	-1	1	11	0	0	
bxgol04	Коробка С Золотым Слитком	A20812	421	11111	31	1	0	1	0	0	0	0	100	1	1	0	0	333	1	0	0	-1	1	11	0	0	
bxgol05	Золотая Коробочка Новичка 40 уровня	A20812	423	11111	31	1	0	1	0	0	0	0	100	0	1	0	0	334	1	0	0	-1	40	11	0	0	
bxbwc57	Наградная коробочка воина Федерации 57 уровень	A20812	266	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	335	1	0	0	-1	1	0	0	0	
bxbrc57	Наградная коробочка стрелка Федерации 57 уровень	A20812	266	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	336	1	0	0	-1	1	0	0	0	
bxbfc57	Наградная коробочка мага Федерации 57 уровень	A20812	266	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	337	1	0	0	-1	1	0	0	0	
bxcwc57	Наградная коробочка воина Альянса 57 уровень	A20812	266	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	338	1	0	0	-1	1	0	0	0	
bxcrc57	Наградная коробочка стрелка Альянса 57 уровень	A20812	266	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	339	1	0	0	-1	1	0	0	0	
bxcfc57	Наградная коробочка мага Альянса 57 уровень	A20812	266	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	340	1	0	0	-1	1	0	0	0	
bxawc57	Наградная коробочка воина Империи 57 уровень	A20812	266	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	341	1	0	0	-1	1	0	0	0	
bxarc57	Наградная коробочка стрелка Империи 57 уровень	A20812	266	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	342	1	0	0	-1	1	0	0	0	
bxafc57	Наградная коробочка ракетчика Империи 57 уровень	A20812	266	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	343	1	0	0	-1	1	0	0	0	
bxbwc60	Наградная коробочка воина Федерации 60 уровень	A20812	266	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	344	1	0	0	-1	1	0	0	0	
bxbrc60	Наградная коробочка стрелка Федерации 60 уровень	A20812	266	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	345	1	0	0	-1	1	0	0	0	
bxbfc60	Наградная коробочка мага Федерации 60 уровень	A20812	266	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	346	1	0	0	-1	1	0	0	0	
bxcwc60	Наградная коробочка воина Альянса 60 уровень	A20812	266	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	347	1	0	0	-1	1	0	0	0	
bxcrc60	Наградная коробочка стрелка Альянса 60 уровень	A20812	266	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	348	1	0	0	-1	1	0	0	0	
bxcfc60	Наградная коробочка мага Альянса 60 уровень	A20812	266	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	349	1	0	0	-1	1	0	0	0	
bxawc60	Наградная коробочка воина Империи 60 уровень	A20812	266	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	350	1	0	0	-1	1	0	0	0	
bxarc60	Наградная коробочка стрелка Империи 60 уровень	A20812	266	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	351	1	0	0	-1	1	0	0	0	
bxafc60	Наградная коробочка ракетчика Империи 60 уровень	A20812	266	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	352	1	0	0	-1	1	0	0	0	
bxbwc63	Наградная коробочка воина Федерации 63 уровень	A20812	266	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	353	1	0	0	-1	1	0	0	0	
bxbrc63	Наградная коробочка стрелка Федерации 63 уровень	A20812	266	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	354	1	0	0	-1	1	0	0	0	
bxbfc63	Наградная коробочка мага Федерации 63 уровень	A20812	266	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	355	1	0	0	-1	1	0	0	0	
bxcwc63	Наградная коробочка воина Альянса 63 уровень	A20812	266	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	356	1	0	0	-1	1	0	0	0	
bxcrc63	Наградная коробочка стрелка Альянса 63 уровень	A20812	266	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	357	1	0	0	-1	1	0	0	0	
bxcfc63	Наградная коробочка мага Альянса 63 уровень	A20812	266	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	358	1	0	0	-1	1	0	0	0	
bxawc63	Наградная коробочка воина Империи 63 уровень	A20812	266	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	359	1	0	0	-1	1	0	0	0	
bxarc63	Наградная коробочка стрелка Империи 63 уровень	A20812	266	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	360	1	0	0	-1	1	0	0	0	
bxafc63	Наградная коробочка ракетчика Империи 63 уровень	A20812	266	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	361	1	0	0	-1	1	0	0	0	
bxbwc65	Наградная коробочка воина Федерации 65 уровень	A20812	266	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	362	1	0	0	-1	1	0	0	0	
bxbrc65	Наградная коробочка стрелка Федерации 65 уровень	A20812	266	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	363	1	0	0	-1	1	0	0	0	
bxbfc65	Наградная коробочка мага Федерации 65 уровень	A20812	266	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	364	1	0	0	-1	1	0	0	0	
bxcwc65	Наградная коробочка воина Альянса 65 уровень	A20812	266	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	365	1	0	0	-1	1	0	0	0	
bxcrc65	Наградная коробочка стрелка Альянса 65 уровень	A20812	266	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	366	1	0	0	-1	1	0	0	0	
bxcfc65	Наградная коробочка мага Альянса 65 уровень	A20812	266	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	367	1	0	0	-1	1	0	0	0	
bxawc65	Наградная коробочка воина Империи 65 уровень	A20812	266	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	368	1	0	0	-1	1	0	0	0	
bxarc65	Наградная коробочка стрелка Империи 65 уровень	A20812	266	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	369	1	0	0	-1	1	0	0	0	
bxafc65	Наградная коробочка ракетчика Империи 65 уровень	A20812	266	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	370	1	0	0	-1	1	0	0	0	
bxron01	Коробка Удачи Леона <малая>	A20812	317	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	371	1	1	0	-1	1	0	0	0	
bxron02	Коробка Удачи Леона <средняя>	A20812	318	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	372	1	1	0	-1	1	0	0	0	
bxron03	Коробка Удачи Леона <большая>	A20812	319	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	373	1	1	0	-1	1	0	0	0	
bxron04	Коробка Удачи Леона <малая>	A20812	320	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	374	1	1	0	-1	1	0	0	0	
bxron05	Коробка Удачи Леона <средняя>	A20812	321	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	375	1	1	0	-1	1	0	0	0	
bxron06	Коробка Удачи Леона <большая>	A20812	322	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	376	1	1	0	-1	1	0	0	0	
bxron07	Коробка Удачи Леона <малая>	A20812	323	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	377	1	1	0	-1	1	0	0	0	
bxron08	Коробка Удачи Леона <средняя>	A20812	324	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	378	1	1	0	-1	1	0	0	0	
bxron09	Коробка Удачи Леона <большая>	A20812	325	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	379	1	1	0	-1	1	0	0	0	
bxeup01	Коробка_Модификации_Аксессуаров_	A20812	434	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	380	1	1	0	-1	1	0	0	0	
bxeup02	Коробка_Модификации_Аксессуаров_	A20812	434	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	381	1	1	0	-1	1	0	0	0	
bxeup03	Коробка_Модификации_Аксессуаров_	A20812	434	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	382	1	1	0	-1	1	0	0	0	
bxbbb01	Лотерейная_Коробка_с_Изумрудами	A20812	451	11111	31	0	0	1	0	0	0	0	50	1	1	1	1	383	1	1	0	-1	1	0	0	0	
bxbbb02	Лотерейная_Коробка_[Медальонов_и_Генераторов	A20812	452	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	385	1	1	0	-1	1	0	0	0	
bxbbb03	Лотерейная_Коробка_[Медальонов_и_Генераторов	A20812	453	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	386	1	1	0	-1	1	0	0	0	
bxbbb04	Лотерейная_Коробка_[Медальонов_и_Генераторов	A20812	454	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	387	1	1	0	-1	1	0	0	0	
bxbbb05	Лотерейная Коробка[Cash]	A20812	319	11111	31	0	0	1	0	0	0	0	50	1	1	1	1	387	1	1	0	-1	1	0	0	0	
bxbbb05	Лотерейная Коробка [Cash  	A20812	319	11111	31	0	0	1	0	0	0	0	50	1	1	1	1	387	1	1	0	-1	1	0	0	0	
bxbbb05	Лотерейная Коробка [Cash  	A20812	319	11111	31	0	0	1	0	0	0	0	50	1	1	1	1	387	1	1	0	-1	1	0	0	0	
bxsau01	Малый_Набор_Модификации_SP-брони_	A20812	437	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	390	1	1	0	-1	1	0	0	0	
bxsau02	Средний_Набор_Модификации_SP-брони_	A20812	438	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	391	1	1	0	-1	1	0	0	0	
bxsau03	Большой_Набор_Модификации_SP-брони_	A20812	439	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	392	1	1	0	-1	1	0	0	0	
bxsau04	Малый_Набор_Модификации_SP-брони_	A20812	437	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	393	1	1	0	-1	1	0	0	0	
bxsau05	Средний_Набор_Модификации_SP-брони_	A20812	438	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	394	1	1	0	-1	1	0	0	0	
bxsau06	Большой_Набор_Модификации_SP-брони_	A20812	439	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	395	1	1	0	-1	1	0	0	0	
bxsau07	Малый_Набор_Модификации_SP-брони_	A20812	437	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	396	1	1	0	-1	1	0	0	0	
bxsau08	Средний_Набор_Модификации_SP-брони_	A20812	438	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	397	1	1	0	-1	1	0	0	0	
bxsau09	Большой_Набор_Модификации_SP-брони_	A20812	439	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	398	1	1	0	-1	1	0	0	0	
bxeup04	Благословенная_Коробка_Модификации_Аксессуаров	A20812	460	11000	31	0	0	1	0	0	0	0	50	1	1	1	1	399	1	1	0	-1	1	0	0	0	
bxeup05	Благословенная_Коробка_Модификации_Аксессуаров	A20812	461	00110	31	0	0	1	0	0	0	0	50	1	1	1	1	400	1	1	0	-1	1	0	0	0	
bxeup06	Благословенная_Коробка_Модификации_Аксессуаров	A20812	462	00001	31	0	0	1	0	0	0	0	50	1	1	1	1	401	1	1	0	-1	1	0	0	0	
