string[64]	dword	string[64]	dword	string[64]	dword	dword	dword	string[64]	dword	float	string[64]	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	float	float	dword	float	float	dword	float	float	dword	float	float	dword	float	float	dword	dword	dword	dword	dword	string[64]	dword	dword	dword	END
irqsa07	1	A301BB	130	Изумрод Урона	301	300	130	11111	-1	-1	-1	1	1	1	1	0	0	0	0	-1	-1	-1	0	3	-1	1	15	-0,300000012	-0,300000012	16	-0,300000012	-0,300000012	17	-0,300000012	-0,300000012	18	-0,300000012	-0,300000012	24	-0,300000012	-0,300000012	0	0	0	0	1	tirqsa07	0	0	0	
irqsa08	1	A301BC	131	Изумруд Здоровья	301	300	131	11111	-1	-1	-1	1	1	1	1	0	0	0	0	-1	-1	-1	0	3	-1	1	18	0,200000003	0,200000003	24	0,200000003	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	tirqsa08	0	0	1	
irqsa09	1	A301BB	130	Изумруд 100% опыта	301	300	130	11111	-1	-1	-1	1	1	1	1	0	0	0	0	-1	-1	-1	0	3	-1	1	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	tirqsa09	0	0	1	
irqsa10	1	A301BC	131	Изумруд 100% шанса выпадения предметов	301	300	131	11111	-1	-1	-1	1	1	1	1	0	0	0	0	-1	-1	-1	0	3	-1	1	74	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	tirqsa10	0	0	1	
ircpc01	1	A3018F	136	Премиум Генератор Агрессии	301	300	136	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3687	1	28	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	1	tircpc01	0	0	0	
ircpc02	1	A30190	137	Премиум Генератор Спокойствия	301	300	137	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3688	1	28	-5	-5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	0	1	tircpc02	0	0	0	
ircpc03	1	A3015F	86	Премиум Карта	301	300	86	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	2	5	0,699999988	0,699999988	6	0,699999988	0,699999988	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	tircpc03	1	0	0	
irchm34	1	A30133	138	Семечко_[2_часа	301	300	138	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	1	82	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	tirchm34	1	0	1	
irchm35	1	A30133	138	Семечко_[4_часа	301	300	138	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	1	82	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	tirchm35	1	0	1	
irchm36	1	A30133	138	Семечко_[6_часов	301	300	138	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	1	82	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	tirchm36	1	0	1	
irchm37	1	A30133	138	Семечко_[12_часов	301	300	138	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	1	82	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	tirchm37	1	0	1	
irchm38	1	A301A3	94	Медальон Прозрения Почета	301	300	94	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3672	1	76	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm38	0	0	1	
irchm39	1	A301A4	95	Медальон Скорости Почета	301	300	95	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3673	1	41	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm39	0	0	1	
irchm40	1	A301A6	98	Медальон Лидера Почета	301	300	98	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3676	1	53	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm40	0	0	1	
irchm41	1	A301A7	102	Медальон Регенерации Почета	301	300	102	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3680	1	12	0,007	0,021	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm41	0	0	1	
irchm42	1	A301A8	104	Генератор атаки Почета	301	300	104	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	0	3682	1	18	0,029999999	0,150000006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm42	0	0	1	
irchm43	1	A301A9	105	Генератор Защиты Почета	301	300	105	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	1	3683	1	24	0,029999999	0,150000006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm43	0	0	1	
irchm44	1	A3018F	109	Генератор Агрессии Почета	301	300	109	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3687	1	28	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm44	0	0	1	
irchm45	1	A30190	110	Генератор Спокойствия Почета	301	300	110	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	2	3688	1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm45	0	0	1	
irmap04	1	A30156	139	Часть Гривы	301	300	139	11111	-1	-1	-1	0	150000	150000	150000	0	0	0	0	100	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tirmap04	0	0	1	
irmap05	1	A30156	140	Часть Жара	301	300	140	11111	-1	-1	-1	0	150000	150000	150000	0	0	0	0	100	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tirmap05	0	0	1	
irmap06	1	A30156	141	Часть Песка	301	300	141	11111	-1	-1	-1	0	100000	100000	100000	0	0	0	0	100	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tirmap06	0	0	1	
irmap07	1	A30156	142	Часть Хаоса	301	300	142	11111	-1	-1	-1	0	150000	150000	150000	0	0	0	0	100	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tirmap07	0	0	1	
irmap08	1	A30156	143	Часть Дыма	301	300	143	11111	-1	-1	-1	0	150000	150000	150000	0	0	0	0	100	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tirmap08	0	0	1	
irmap09	1	A30156	144	Часть Тайны	301	300	144	11111	-1	-1	-1	0	150000	150000	150000	0	0	0	0	100	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tirmap09	0	0	1	
irmap10	1	A30156	145	Часть Мести	301	300	145	11111	-1	-1	-1	0	100000	100000	100000	0	0	0	0	100	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tirmap10	0	0	1	
irmap11	1	A30156	146	Часть Куклы	301	300	146	11111	-1	-1	-1	0	100000	100000	100000	0	0	0	0	100	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tirmap11	0	0	1	
irmap12	1	A30156	147	Часть Ночного Кошмара	301	300	147	11111	-1	-1	-1	0	100000	100000	100000	0	0	0	0	100	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tirmap12	0	0	1	
irmap13	1	A30156	148	Часть Иллюзии	301	300	148	11111	-1	-1	-1	0	150000	150000	150000	0	0	0	0	100	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tirmap13	0	0	1	
irmap14	1	A301D8	132	Кристальный Артифакт	301	300	132	11111	-1	-1	-1	0	150000	150000	150000	0	0	0	0	100	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tirmap14	0	0	1	
irres02	1	A301D9	75	Часть Красного Камня	301	300	75	11111	-1	-1	-1	0	3	3	3	0	0	0	0	3	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	tirres02	0	0	0	
irchm46	1	A30180	94	Медальон Прозрения	301	300	94	11111	-1	-1	-1	3	3000	3000	3000	3000	0	0	0	3	-1	-1	0	2	3672	1	76	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm46	0	0	1	
irchm47	1	A30181	95	Очарование Спринта	301	300	95	11111	-1	-1	-1	3	3000	3000	3000	3000	0	0	0	3	-1	-1	0	2	3673	1	41	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm47	0	0	1	
irchm48	1	A30184	98	Медальон Лидера	301	300	98	11111	-1	-1	-1	3	3000	3000	3000	3000	0	0	0	3	-1	-1	0	2	3676	1	53	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm48	0	0	1	
irchm49	1	A30187	101	Священный Медальон	301	300	101	11111	-1	-1	-1	3	3000	3000	3000	3000	0	0	0	3	-1	-1	0	2	3679	1	77	0,300000012	0,300000012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm49	0	0	1	
irchm50	1	A30188	102	Медальон Регенерации	301	300	102	11111	-1	-1	-1	3	3000	3000	3000	3000	0	0	0	3	-1	-1	0	2	3680	1	12	0,01	0,050000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm50	0	0	1	
irchm51	1	A3018A	104	Генератор Атаки	301	300	104	11111	-1	-1	-1	3	3000	3000	3000	3000	0	0	0	3	-1	-1	0	0	3682	1	18	0,039999999	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm51	0	0	1	
irchm52	1	A3018B	105	Генератор Защиты	301	300	105	11111	-1	-1	-1	3	3000	3000	3000	3000	0	0	0	3	-1	-1	0	1	3683	1	24	0,039999999	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm52	0	0	1	
irchm53	1	A3018D	107	Генератор Совершенства	301	300	107	11111	-1	-1	-1	3	3000	3000	3000	3000	0	0	0	3	-1	-1	0	2	3685	2	48	7	21	78	10	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm53	0	0	1	
irchm54	1	73018E	108	Генератор MAU	301	300	108	11000	-1	-1	-1	3	3000	3000	3000	3000	0	0	0	3	-1	-1	0	2	3686	2	29	0,100000001	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm54	0	0	1	
irchm55	1	A3018F	109	Генератор Агрессии	301	300	109	11111	-1	-1	-1	3	3000	3000	3000	3000	0	0	0	3	-1	-1	0	2	3687	1	28	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm55	0	0	1	
irchm56	1	A30190	110	Генератор Спокойствия	301	300	110	11111	-1	-1	-1	3	3000	3000	3000	3000	0	0	0	3	-1	-1	0	2	3688	1	28	-5	-5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm56	0	0	1	
irchm57	1	830189	103	Медальон Согласия	301	300	103	00110	-1	-1	-1	3	3000	3000	3000	3000	0	0	0	3	-1	-1	0	2	3681	1	33	0,100000001	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tirchm57	0	0	1	
ircry03	1	A301FF	89	Коробочка Талик	301	300	89	11111	-1	-1	-1	0	1	1	1	0	0	0	0	0	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	0	1	tircry03	0	0	0	
ircme55	1	A3018F	108	Благословление MAU	301	300	108	11111	-1	-1	-1	3	3000	3000	3000	0	0	0	0	3	-1	-1	0	2	3686	2	29	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	tircme55	0	0	1	
irpre02	1	A3015F	167	Премиум-карточка 1	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	1,5	1,5	6	1,5	1,5	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre02	1	0	0	
irpre03	1	A3015F	167	Премиум-карточка 2	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	2	2	6	2	2	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre03	1	0	0	
irpre04	1	A3015F	167	Премиум-карточка 3	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	2,5	2,5	6	2,5	2,5	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre04	1	0	0	
irpre05	1	A3015F	167	Премиум-карточка 4	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	3	3	6	3	3	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre05	1	0	0	
irpre06	1	A3015F	167	Премиум-карточка 5	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	3,5	3,5	6	3,5	3,5	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre06	1	0	0	
irpre07	1	A3015F	167	Премиум-карточка 6	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	4	4	6	4	4	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre07	1	0	0	
irpre08	1	A3015F	167	Премиум-карточка 7	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	4,5	4,5	6	4,5	4,5	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre08	1	0	0	
irpre09	1	A3015F	167	Премиум-карточка 8	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	5	5	6	5	5	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre09	1	0	0	
irpre10	1	A3015F	167	Премиум-карточка 9	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	5,5	5,5	6	5,5	5,5	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre10	1	0	0	
irpre11	1	A3015F	167	Премиум-карточка 10	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	6	6	6	6	6	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre11	1	0	0	
irpre12	1	A3015F	167	Премиум-карточка 11	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	6,5	6,5	6	6,5	6,5	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre12	1	0	0	
irpre13	1	A3015F	167	Премиум-карточка 12	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	7	7	6	7	7	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre13	1	0	0	
irpre14	1	A3015F	167	Премиум-карточка 13	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	7,5	7,5	6	7,5	7,5	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre14	1	0	0	
irpre15	1	A3015F	167	Премиум-карточка 14	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	8	8	6	8	8	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre15	1	0	0	
irpre16	1	A3015F	167	Премиум-карточка 15	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	8,5	8,5	6	8,5	8,5	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre16	1	0	0	
irpre17	1	A3015F	167	Премиум-карточка 16	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	9	9	6	9	9	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre17	1	0	0	
irpre18	1	A3015F	167	Премиум-карточка 17	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	9,5	9,5	6	9,5	9,5	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre18	1	0	0	
irpre19	1	A3015F	167	Премиум-карточка 18	301	300	167	11111	-1	-1	-1	0	5	5	5	0	0	0	0	1	-1	-1	0	-1	-1	4	5	10	10	6	10	10	18	0,050000001	0,050000001	24	0,050000001	0,050000001	-1	-1	-1	0	0	0	0	1	tirpre19	1	0	0	
irrtn01	1	A3018F	108	Благословленное Снаряжение MAU Восставшего	301	300	108	11000	-1	-1	-1	0	1	1	1	0	0	0	0	1	-1	-1	0	2	3686	2	29	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	1	tirrtn01	0	0	1	
iruge01	1	A30144	162	Сверкающий Рубин Удачи	301	300	162	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tiruge01	1	0	0	
iruge02	1	A30145	163	Сверкающий Алмаз Удачи	301	300	163	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tiruge02	1	0	0	
iruge03	1	A30146	164	Сверкающий Топаз Удачи	301	300	164	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tiruge03	1	0	0	
iruge04	1	A30147	165	Сверкающий Обсидиан Удачи	301	300	165	11111	-1	-1	-1	0	1	1	1	0	0	0	0	1000	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1	1	tiruge04	1	0	0	
ircha01	1	A30180	150	Медальон_Прозрения_30_дней	301	300	94	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3672	1	76	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha01	1	0	1	
ircha02	1	A30181	151	Медальон_Скорости_30_дней	301	300	95	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3673	1	41	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha02	1	0	1	
ircha03	1	A30184	152	Медальон_Лидера_30_дней	301	300	98	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3676	1	53	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha03	1	0	1	
ircha04	1	A30187	153	Священный_Медальон_30_дней	301	300	101	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3679	1	77	0,300000012	0,300000012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha04	1	0	1	
ircha05	1	A30188	154	Медальон_Регенерации_30_дней	301	300	102	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3680	1	12	0,01	0,050000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha05	1	0	1	
ircha06	1	830189	155	Медальон_Согласия_30_дней	301	300	103	00110	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3681	1	33	0,100000001	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha06	1	0	1	
ircha07	1	A3018A	156	Генератор_Атаки_30_дней	301	300	104	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	0	3682	1	18	0,039999999	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha07	1	0	1	
ircha08	1	A3018B	157	Генератор_Защиты_30_дней	301	300	105	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	1	3683	1	24	0,039999999	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha08	1	0	1	
ircha09	1	A3018D	158	Генератор_Совершенства_30_дней	301	300	107	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3685	2	48	7	21	78	10	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha09	1	0	1	
ircha10	1	73018E	159	Генератор_MAU_30_дней	301	300	108	11000	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3686	1	29	0,100000001	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha10	1	0	1	
ircha11	1	A3018F	160	Генератор_Агрессии_30_дней	301	300	109	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3687	1	28	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha11	1	0	1	
ircha12	1	A30190	161	Генератор_Спокойствия_30_дней	301	300	110	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3688	1	28	-5	-5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha12	1	0	1	
ircha13	1	A30180	150	Медальон Прозрения 14 дней	301	300	94	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3672	1	76	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha13	1	0	1	
ircha14	1	A30181	151	Медальон Скорости 14 дней	301	300	95	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3673	1	41	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha14	1	0	1	
ircha15	1	A30184	152	Медальон Лидера 14 дней	301	300	98	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3676	1	53	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha15	1	0	1	
ircha16	1	A30187	153	Священный Медальон 14 дней	301	300	101	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3679	1	77	0,300000012	0,300000012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha16	1	0	1	
ircha17	1	A30188	154	Медальон Регенерации 14 дней	301	300	102	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3680	1	12	0,01	0,050000001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha17	1	0	1	
ircha18	1	830189	155	Медальон Согласия 14 дней	301	300	103	00110	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3681	1	33	0,100000001	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha18	1	0	1	
ircha19	1	A3018A	156	Генератор атаки 14 дней	301	300	104	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	0	3682	1	18	0,039999999	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha19	1	0	1	
ircha20	1	A3018B	157	Генератор защиты 14 дней	301	300	105	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	1	3683	1	24	0,039999999	0,200000003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha20	1	0	1	
ircha21	1	A3018D	158	Генератор совершенства 14 дней 	301	300	107	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3685	2	48	7	21	78	10	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha21	1	0	1	
ircha22	1	73018E	159	Генератор MAU 14 дней	301	300	108	11000	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3686	1	29	0,100000001	0,5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha22	1	0	1	
ircha23	1	A3018F	160	Генератор Агрессии 14 дней	301	300	109	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3687	1	28	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha23	1	0	1	
ircha24	1	A30190	161	Генератор Спокойствия 14 дней	301	300	110	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3688	1	28	-5	-5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha24	1	0	1	
ircha25	1	A30181	151	Медальон Скорости [Высокого Качества  14 дней	301	300	95	11111	-1	-1	-1	0	1	1	1	1	0	0	0	0	-1	-1	0	2	3673	1	41	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	tircha25	1	0	1	
