clcode	string[64]	xeh	dword	stb	byte	byte	word	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	dword	byte	byte	word	float	float	byte	byte	word	float	float	byte	byte	word	float	float	byte	byte	word	float	float	byte	byte	word	float	float	res	dword	dword	dword	dword	dword	dword	END
irqsa05	Орден Военной Доблести	A301BA	128	11111	17	1	0	1	0	0	0	0	-1	0	1	0	0	181	1	0	1	0	1	2	0	0	0,050000001	0,050000001	8	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	-1	0	128	0	
irqsa07	Изумрод Урона	A301BB	130	11111	17	1	0	1	0	0	0	0	-1	0	0	0	0	182	1	0	0	0	1	15	0	0	-0,300000012	-0,300000012	16	0	0	-0,300000012	-0,300000012	17	0	0	-0,300000012	-0,300000012	18	0	0	-0,300000012	-0,300000012	24	0	0	-0,300000012	-0,300000012	1	0	3	-1	0	130	0	
irqsa08	Изумруд Здоровья	A301BC	131	11111	17	1	0	1	0	0	0	0	-1	0	0	0	0	183	1	0	1	0	1	18	0	0	0,200000003	0,200000003	24	0	0	0,200000003	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	-1	0	131	0	
irqsa09	Изумруд 100% опыта	A301BB	130	11111	17	1	0	1	0	0	0	0	-1	0	0	0	0	184	1	0	1	0	1	2	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	-1	0	130	0	
irqsa10	Изумруд 100% шанса выпадения предметов	A301BC	131	11111	17	1	0	1	0	0	0	0	-1	0	0	0	0	185	1	0	1	0	1	74	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	3	-1	0	131	0	
ircpc01	Премиум Генератор Агрессии	A3018F	136	11111	17	0	0	1	0	0	0	0	0	0	1	0	0	186	1	0	0	0	1	28	0	0	5	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3687	0	136	0	
ircpc02	Премиум Генератор Спокойствия	A30190	137	11111	17	0	0	1	0	0	0	0	0	0	1	0	0	187	1	0	0	0	1	28	0	0	-5	-5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3688	0	137	0	
ircpc03	Премиум Карта	A3015F	86	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	188	1	1	0	0	2	5	0	0	0,699999988	0,699999988	6	0	0	0,699999988	0,699999988	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	0	86	0	
irchm34	Семечко_[2_часа	A30133	138	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	189	1	1	1	0	1	82	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	0	138	0	
irchm35	Семечко_[4_часа	A30133	138	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	190	1	1	1	0	1	82	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	0	138	0	
irchm36	Семечко_[6_часов	A30133	138	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	191	1	1	1	0	1	82	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	0	138	0	
irchm37	Семечко_[12_часов	A30133	138	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	192	1	1	1	0	1	82	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	0	138	0	
irchm38	Медальон Прозрения Почета	A301A3	94	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	193	1	0	1	0	1	76	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3672	0	94	0	
irchm39	Медальон Скорости Почета	A301A4	95	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	194	1	0	1	0	1	41	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3673	0	95	0	
irchm40	Медальон Лидера Почета	A301A6	98	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	195	1	0	1	0	1	53	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3676	0	98	0	
irchm41	Медальон Регенерации Почета	A301A7	102	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	196	1	0	1	0	1	12	0	0	0,007	0,021	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3680	0	102	0	
irchm42	Генератор атаки Почета	A301A8	104	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	197	1	0	1	0	1	18	0	0	0,029999999	0,150000006	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	0	3682	0	104	0	
irchm43	Генератор Защиты Почета	A301A9	105	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	198	1	0	1	0	1	24	0	0	0,029999999	0,150000006	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	1	3683	0	105	0	
irchm44	Генератор Агрессии Почета	A3018F	109	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	199	1	0	1	0	1	28	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3687	0	109	0	
irchm45	Генератор Спокойствия Почета	A30190	110	11111	17	0	0	1	0	0	0	0	0	0	0	0	1	200	1	0	1	0	1	28	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3688	0	110	0	
irmap04	Часть Гривы	A30156	139	11111	17	0	0	150000	0	0	0	0	100	0	1	0	1	201	1	0	1	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	139	0	
irmap05	Часть Жара	A30156	140	11111	17	0	0	150000	0	0	0	0	100	0	1	0	1	202	1	0	1	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	140	0	
irmap06	Часть Песка	A30156	141	11111	17	0	0	100000	0	0	0	0	100	0	1	0	1	203	1	0	1	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	141	0	
irmap07	Часть Хаоса	A30156	142	11111	17	0	0	150000	0	0	0	0	100	0	1	0	1	204	1	0	1	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	142	0	
irmap08	Часть Дыма	A30156	143	11111	17	0	0	150000	0	0	0	0	100	0	1	0	1	205	1	0	1	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	143	0	
irmap09	Часть Тайны	A30156	144	11111	17	0	0	150000	0	0	0	0	100	0	1	0	1	206	1	0	1	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	144	0	
irmap10	Часть Мести	A30156	145	11111	17	0	0	100000	0	0	0	0	100	0	1	0	1	207	1	0	1	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	145	0	
irmap11	Часть Куклы	A30156	146	11111	17	0	0	100000	0	0	0	0	100	0	1	0	1	208	1	0	1	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	146	0	
irmap12	Часть Ночного Кошмара	A30156	147	11111	17	0	0	100000	0	0	0	0	100	0	1	0	1	209	1	0	1	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	147	0	
irmap13	Часть Иллюзии	A30156	148	11111	17	0	0	150000	0	0	0	0	100	0	1	0	1	210	1	0	1	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	148	0	
irmap14	Кристальный Артифакт	A301D8	132	11111	17	0	0	150000	0	0	0	0	100	0	1	0	1	211	1	0	1	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	132	0	
irres02	Часть Красного Камня	A301D9	75	11111	17	0	0	3	0	0	0	0	3	1	1	1	1	212	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	75	0	
irchm46	Медальон Прозрения	A30180	94	11111	17	3	0	3000	3000	0	0	0	3	0	0	0	1	213	1	0	1	0	1	76	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3672	0	94	0	
irchm47	Очарование Спринта	A30181	95	11111	17	3	0	3000	3000	0	0	0	3	0	0	0	1	214	1	0	1	0	1	41	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3673	0	95	0	
irchm48	Медальон Лидера	A30184	98	11111	17	3	0	3000	3000	0	0	0	3	0	0	0	1	215	1	0	1	0	1	53	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3676	0	98	0	
irchm49	Священный Медальон	A30187	101	11111	17	3	0	3000	3000	0	0	0	3	0	0	0	1	216	1	0	1	0	1	77	0	0	0,300000012	0,300000012	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3679	0	101	0	
irchm50	Медальон Регенерации	A30188	102	11111	17	3	0	3000	3000	0	0	0	3	0	0	0	1	217	1	0	1	0	1	12	0	0	0,01	0,050000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3680	0	102	0	
irchm51	Генератор Атаки	A3018A	104	11111	17	3	0	3000	3000	0	0	0	3	0	0	0	1	218	1	0	1	0	1	18	0	0	0,039999999	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	0	3682	0	104	0	
irchm52	Генератор Защиты	A3018B	105	11111	17	3	0	3000	3000	0	0	0	3	0	0	0	1	219	1	0	1	0	1	24	0	0	0,039999999	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	1	3683	0	105	0	
irchm53	Генератор Совершенства	A3018D	107	11111	17	3	0	3000	3000	0	0	0	3	0	0	0	1	220	1	0	1	0	2	48	0	0	7	21	78	0	0	10	30	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3685	0	107	0	
irchm54	Генератор MAU	73018E	108	11000	17	3	0	3000	3000	0	0	0	3	0	0	0	1	221	1	0	1	0	2	29	0	0	0,100000001	0,5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3686	0	108	0	
irchm55	Генератор Агрессии	A3018F	109	11111	17	3	0	3000	3000	0	0	0	3	0	0	0	1	222	1	0	1	0	1	28	0	0	5	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3687	0	109	0	
irchm56	Генератор Спокойствия	A30190	110	11111	17	3	0	3000	3000	0	0	0	3	0	0	0	1	223	1	0	1	0	1	28	0	0	-5	-5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3688	0	110	0	
irchm57	Медальон Согласия	830189	103	00110	17	3	0	3000	3000	0	0	0	3	0	0	0	1	224	1	0	1	0	1	33	0	0	0,100000001	0,5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3681	0	103	0	
ircry03	Коробочка Талик	A301FF	89	11111	17	0	0	1	0	0	0	0	0	1	1	1	0	225	1	0	0	0	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	-1	-1	0	89	0	
ircme55	Благословление MAU	A3018F	108	11111	17	3	0	3000	0	0	0	0	3	0	0	0	0	226	1	0	1	0	2	29	0	0	4	4	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3686	0	108	0	
irpre02	Премиум-карточка 1	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	227	1	1	0	0	4	5	0	0	1,5	1,5	6	0	0	1,5	1,5	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre03	Премиум-карточка 2	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	228	1	1	0	0	4	5	0	0	2	2	6	0	0	2	2	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre04	Премиум-карточка 3	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	229	1	1	0	0	4	5	0	0	2,5	2,5	6	0	0	2,5	2,5	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre05	Премиум-карточка 4	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	230	1	1	0	0	4	5	0	0	3	3	6	0	0	3	3	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre06	Премиум-карточка 5	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	231	1	1	0	0	4	5	0	0	3,5	3,5	6	0	0	3,5	3,5	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre07	Премиум-карточка 6	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	232	1	1	0	0	4	5	0	0	4	4	6	0	0	4	4	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre08	Премиум-карточка 7	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	233	1	1	0	0	4	5	0	0	4,5	4,5	6	0	0	4,5	4,5	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre09	Премиум-карточка 8	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	234	1	1	0	0	4	5	0	0	5	5	6	0	0	5	5	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre10	Премиум-карточка 9	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	235	1	1	0	0	4	5	0	0	5,5	5,5	6	0	0	5,5	5,5	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre11	Премиум-карточка 10	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	236	1	1	0	0	4	5	0	0	6	6	6	0	0	6	6	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre12	Премиум-карточка 11	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	237	1	1	0	0	4	5	0	0	6,5	6,5	6	0	0	6,5	6,5	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre13	Премиум-карточка 12	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	238	1	1	0	0	4	5	0	0	7	7	6	0	0	7	7	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre14	Премиум-карточка 13	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	239	1	1	0	0	4	5	0	0	7,5	7,5	6	0	0	7,5	7,5	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre15	Премиум-карточка 14	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	240	1	1	0	0	4	5	0	0	8	8	6	0	0	8	8	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre16	Премиум-карточка 15	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	241	1	1	0	0	4	5	0	0	8,5	8,5	6	0	0	8,5	8,5	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre17	Премиум-карточка 16	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	242	1	1	0	0	4	5	0	0	9	9	6	0	0	9	9	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre18	Премиум-карточка 17	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	243	1	1	0	0	4	5	0	0	9,5	9,5	6	0	0	9,5	9,5	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irpre19	Премиум-карточка 18	A3015F	167	11111	17	0	0	5	0	0	0	0	1	0	0	0	0	244	1	1	0	0	4	5	0	0	10	10	6	0	0	10	10	18	0	0	0,050000001	0,050000001	24	0	0	0,050000001	0,050000001	-1	0	0	-1	-1	1	0	-1	-1	0	167	0	
irrtn01	Благословленное Снаряжение MAU Восставшего	A3018F	108	11000	17	0	0	1	0	0	0	0	1	0	0	0	0	245	1	0	1	0	2	29	0	0	4	4	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3686	0	108	0	
iruge01	Сверкающий Рубин Удачи	A30144	162	11111	17	0	0	1	0	0	0	0	1000	0	0	0	1	246	1	1	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	162	0	
iruge02	Сверкающий Алмаз Удачи	A30145	163	11111	17	0	0	1	0	0	0	0	1000	0	0	0	1	247	1	1	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	163	0	
iruge03	Сверкающий Топаз Удачи	A30146	164	11111	17	0	0	1	0	0	0	0	1000	0	0	0	1	248	1	1	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	164	0	
iruge04	Сверкающий Обсидиан Удачи	A30147	165	11111	17	0	0	1	0	0	0	0	1000	0	0	0	1	249	1	1	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	-1	-1	-1	0	165	0	
ircha01	Медальон_Прозрения_30_дней	A30180	150	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	250	1	1	1	0	1	76	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3672	0	94	0	
ircha02	Медальон_Скорости_30_дней	A30181	151	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	251	1	1	1	0	1	41	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3673	0	95	0	
ircha03	Медальон_Лидера_30_дней	A30184	152	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	252	1	1	1	0	1	53	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3676	0	98	0	
ircha04	Священный_Медальон_30_дней	A30187	153	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	253	1	1	1	0	1	77	0	0	0,300000012	0,300000012	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3679	0	101	0	
ircha05	Медальон_Регенерации_30_дней	A30188	154	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	254	1	1	1	0	1	12	0	0	0,01	0,050000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3680	0	102	0	
ircha06	Медальон_Согласия_30_дней	830189	155	00110	17	0	0	1	1	0	0	0	0	0	1	0	1	255	1	1	1	0	1	33	0	0	0,100000001	0,5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3681	0	103	0	
ircha07	Генератор_Атаки_30_дней	A3018A	156	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	256	1	1	1	0	1	18	0	0	0,039999999	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	0	3682	0	104	0	
ircha08	Генератор_Защиты_30_дней	A3018B	157	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	257	1	1	1	0	1	24	0	0	0,039999999	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	1	3683	0	105	0	
ircha09	Генератор_Совершенства_30_дней	A3018D	158	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	258	1	1	1	0	2	48	0	0	7	21	78	0	0	10	30	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3685	0	107	0	
ircha10	Генератор_MAU_30_дней	73018E	159	11000	17	0	0	1	1	0	0	0	0	0	1	0	1	259	1	1	1	0	1	29	0	0	0,100000001	0,5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3686	0	108	0	
ircha11	Генератор_Агрессии_30_дней	A3018F	160	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	260	1	1	1	0	1	28	0	0	5	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3687	0	109	0	
ircha12	Генератор_Спокойствия_30_дней	A30190	161	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	261	1	1	1	0	1	28	0	0	-5	-5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3688	0	110	0	
ircha13	Медальон Прозрения 14 дней	A30180	150	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	262	1	1	1	0	1	76	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3672	0	94	0	
ircha14	Медальон Скорости 14 дней	A30181	151	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	263	1	1	1	0	1	41	0	0	1	1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3673	0	95	0	
ircha15	Медальон Лидера 14 дней	A30184	152	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	264	1	1	1	0	1	53	0	0	1	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3676	0	98	0	
ircha16	Священный Медальон 14 дней	A30187	153	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	265	1	1	1	0	1	77	0	0	0,300000012	0,300000012	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3679	0	101	0	
ircha17	Медальон Регенерации 14 дней	A30188	154	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	266	1	1	1	0	1	12	0	0	0,01	0,050000001	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3680	0	102	0	
ircha18	Медальон Согласия 14 дней	830189	155	00110	17	0	0	1	1	0	0	0	0	0	1	0	1	267	1	1	1	0	1	33	0	0	0,100000001	0,5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3681	0	103	0	
ircha19	Генератор атаки 14 дней	A3018A	156	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	268	1	1	1	0	1	18	0	0	0,039999999	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	0	3682	0	104	0	
ircha20	Генератор защиты 14 дней	A3018B	157	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	269	1	1	1	0	1	24	0	0	0,039999999	0,200000003	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	1	3683	0	105	0	
ircha21	Генератор совершенства 14 дней 	A3018D	158	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	270	1	1	1	0	2	48	0	0	7	21	78	0	0	10	30	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3685	0	107	0	
ircha22	Генератор MAU 14 дней	73018E	159	11000	17	0	0	1	1	0	0	0	0	0	1	0	1	271	1	1	1	0	1	29	0	0	0,100000001	0,5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3686	0	108	0	
ircha23	Генератор Агрессии 14 дней	A3018F	160	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	272	1	1	1	0	1	28	0	0	5	5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3687	0	109	0	
ircha24	Генератор Спокойствия 14 дней	A30190	161	11111	17	0	0	1	1	0	0	0	0	0	1	0	1	273	1	1	1	0	1	28	0	0	-5	-5	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	1	0	2	3688	0	110	0	
